IDENT_MEN;VAG;NUMORDREABO;NB_ABONN;TYP_ABONN01;TYP_ABONN02;TYP_ABONN03;TYP_ABONN04;TYP_ABONN05;TYP_ABONN06;TYP_ABONN07;TYP_ABONN08;TYP_ABONN09;TYP_ABONN10;Nataudio;Proaudio;Msabonn;Msfacture;Msfactper;Abofixe;Cartemobile;Mcartemobile;Percartemobile;MSFACTPER_D;MSFACTURE_D;MCARTEMOBILE_D;PERCARTEMOBILE_D;MIMPUTINTERNET_D
05353;3;;;;;;;;;;;;;;;;;;;;;;;;;;183
05353;3;1;2;0;0;1;0;0;0;0;0;0;0;;;100;100;1;2;2;;;12;100;;;
05353;3;2;2;0;1;0;0;0;0;0;0;0;0;;2;15;15;1;2;2;;;12;15;;;
05354;4;1;3;0;0;0;1;0;0;0;0;0;0;;;34;34;1;2;2;;;12;34;;;
05354;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;2;2;;;12;20;;;
05354;4;3;3;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;2;2;;;12;2;;;
05355;2;1;3;1;0;1;1;0;0;0;0;0;0;;;35;39;1;;2;;;12;40;;;
05355;2;2;3;0;1;0;0;0;1;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
05355;2;3;3;0;1;0;0;0;1;0;0;0;0;;2;5;5;1;;2;;;12;5;;;
05357;4;1;1;1;1;1;1;0;0;0;0;0;0;;1;60;60;1;;2;;;12;60;;;
05358;4;1;2;0;0;0;0;1;0;0;0;0;0;;;50;50;1;;2;;;12;50;;;
05358;4;2;2;0;1;0;0;0;1;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
05359;3;;;;;;;;;;;;;;;;;;;;;;;;;;483
05360;6;1;1;1;1;1;1;0;1;0;0;0;0;;1;90;90;1;;2;;;12;90;;;
05361;2;1;1;0;1;0;0;0;1;0;0;0;0;;1;50;50;1;;2;;;12;50;;;
05362;5;1;1;1;1;0;1;0;0;0;0;0;0;;2;37;37;1;;2;;;12;37;;;
05363;5;1;2;1;1;0;0;1;0;0;0;0;0;;1;43;51;1;;2;;;12;51;;;
05363;5;2;2;0;1;0;0;0;0;0;0;0;0;;2;8;8;1;;2;;;12;8;;;
05364;2;1;3;0;1;0;0;0;1;0;0;0;0;;1;15;18;1;;2;;;12;18;;;
05364;2;2;3;0;1;0;0;0;1;0;0;0;0;;2;22;22;1;;2;;;12;22;;;
05364;2;3;3;1;0;1;1;0;0;0;0;0;0;;;20;20;1;;2;;;12;19;;;
05365;2;1;1;1;1;1;1;0;0;0;0;0;0;;1;88;88;1;;2;;;12;89;;;
05366;6;1;1;0;1;0;0;0;0;0;0;0;0;;1;66;66;1;;2;;;12;66;;;
05367;2;1;1;1;1;0;1;0;0;0;0;0;0;;1;80;82;1;;2;;;12;83;;;
05368;2;1;3;1;0;0;1;0;0;0;0;0;0;;;72;72;1;;2;;;12;72;;;
05368;2;2;3;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
05368;2;3;3;0;0;1;0;0;0;0;0;0;0;;;34;34;1;;2;;;12;34;;;
05369;5;1;2;0;1;0;0;0;0;0;0;0;0;;1;26;26;1;;2;;;12;26;;;
05369;5;2;2;1;0;1;0;0;0;0;0;0;0;;;59;59;1;;2;;;12;59;;;
05370;5;1;1;1;0;0;1;0;0;0;0;0;0;;;33;33;1;;2;;;12;33;;;
05371;4;1;2;1;1;0;1;0;0;0;0;0;0;;1;120;120;1;;2;;;12;121;;;
05371;4;2;2;0;0;1;0;0;0;0;0;0;0;;;70;70;1;;2;;;12;70;;;
05372;6;1;2;1;0;0;0;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
05372;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
05374;4;1;1;0;0;1;0;0;0;0;0;0;0;;;75;75;1;;1;5;3J;12;75;5;48;
05375;1;1;2;1;0;0;0;0;0;0;0;0;0;;;20;20;1;;2;;;12;20;;;
05375;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;24;24;1;;2;;;12;24;;;
05376;6;1;3;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
05376;6;2;3;0;0;1;0;0;0;0;0;0;0;;;70;70;1;;2;;;12;70;;;
05376;6;3;3;0;1;0;0;0;0;1;0;0;0;;3;40;40;1;;2;;;12;40;;;
05377;1;1;1;1;1;1;1;0;0;0;0;0;0;;1;53;60;1;;2;;;12;60;;;
05378;3;1;2;0;1;0;0;0;0;0;0;0;0;;1;27;27;1;;2;;;12;27;;;
05378;3;2;2;1;1;1;1;0;0;0;0;0;0;;2;75;75;1;;2;;;12;75;;;
05379;6;1;2;1;1;1;1;0;0;0;0;0;0;;1;60;64;1;;2;;;12;65;;;
05379;6;2;2;0;1;0;0;0;0;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
05380;5;1;4;1;0;0;1;0;0;0;0;0;0;;;68;68;1;;2;;;12;68;;;
05380;5;2;4;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
05380;5;3;4;0;1;0;0;0;0;0;0;0;0;;2;25;25;1;;2;;;12;25;;;
05380;5;4;4;0;0;1;0;0;0;0;0;0;0;;;62;62;1;;2;;;12;62;;;
05381;1;1;1;1;0;0;0;0;0;0;0;0;0;;;32;32;1;;;;;12;32;;;
05382;3;1;4;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
05382;3;2;4;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;;2;;;12;2;;;
05382;3;3;4;0;1;0;0;0;1;0;1;1;0;;3;30;30;1;;2;;;12;30;;;
05382;3;4;4;1;0;0;0;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
05383;5;1;3;1;1;1;0;0;0;0;0;0;0;;1;57;57;1;;2;;;12;57;;;
05383;5;2;3;0;1;0;0;0;0;0;0;0;0;;1;89;89;1;;2;;;12;89;;;
05383;5;3;3;0;0;1;0;0;0;0;0;0;0;;;59;59;11;;2;;;12;59;;;
05384;4;1;3;1;0;0;0;0;0;0;0;0;0;;;21;21;1;;2;;;12;21;;;
05384;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;22;22;1;;2;;;12;22;;;
05384;4;3;3;0;0;1;0;0;0;0;0;0;0;;;85;85;1;;2;;;12;85;;;
05385;4;1;2;1;0;1;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05385;4;2;2;0;1;0;1;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
05386;5;1;1;1;1;1;1;0;0;0;0;0;0;;2;50;50;1;;2;;;12;51;;;
05387;5;1;3;1;0;0;0;1;0;0;0;0;0;;;50;50;1;;2;;;12;50;;;
05387;5;2;3;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
05387;5;3;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
05388;4;1;2;1;0;0;1;0;0;0;0;0;0;;;40;46;1;;2;;;12;46;;;
05388;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;5;5;1;;2;;;12;5;;;
05389;1;1;1;1;1;0;0;1;0;0;0;0;0;;2;39;39;1;;2;;;12;40;;;
05390;4;1;3;1;0;0;1;0;0;0;0;0;0;;;60;60;1;;2;;;12;60;;;
05390;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
05390;4;3;3;0;1;0;1;0;0;0;0;0;0;;2;40;40;1;;2;;;12;40;;;
05391;3;;;;;;;;;;;;;;;;;;;;;;;;;;446
05392;4;;;;;;;;;;;;;;;;;;;;;;;;;;163
05392;4;1;2;1;0;0;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05392;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
05393;5;1;3;1;0;1;1;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
05393;5;2;3;0;1;0;0;0;1;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
05393;5;3;3;0;1;0;0;0;1;0;0;0;0;;2;15;15;1;;2;;;12;15;;;
05394;1;1;1;1;1;1;1;0;0;0;0;0;0;;1;70;70;1;;2;;;12;70;;;
05395;6;1;1;1;1;1;1;0;0;0;0;0;0;;1;62;68;1;;2;;;12;68;;;
05396;3;1;1;1;1;1;1;0;0;0;0;0;0;;1;70;75;1;;2;;;12;75;;;
05397;2;1;2;1;0;1;1;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
05397;2;2;2;0;1;0;1;0;0;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
05398;3;1;1;1;1;0;1;0;1;0;0;0;0;;1;50;50;1;;2;;;12;50;;;
05399;4;1;1;1;1;0;1;0;0;0;0;0;0;;1;40;41;1;;2;;;12;41;;;
05400;1;1;2;1;0;1;1;0;0;0;0;0;0;;;39;1;1;;2;;;12;0;;;
05400;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;19;1;1;;2;;;12;1;;;
05401;5;1;1;1;1;1;1;0;0;0;0;0;0;;1;36;36;1;;2;;;12;36;;;
05402;6;1;1;1;1;1;1;0;0;0;0;0;0;;1;110;110;1;;2;;;12;111;;;
05403;1;;;;;;;;;;;;;;;;;;;;;;;;;;179
05403;1;1;3;0;1;0;0;0;0;0;0;0;0;;6;45;45;1;;1;30;1S;12;45;30;48;
05403;1;2;3;1;0;1;0;0;0;0;0;0;0;;;61;61;1;;1;30;1S;12;61;30;48;
05403;1;3;3;0;0;1;0;0;0;0;0;0;0;;;65;65;1;;1;30;1S;12;65;30;48;
05404;6;1;1;0;1;0;0;0;1;0;0;0;0;;2;49;49;1;;2;;;12;49;;;
05405;3;1;1;1;1;1;1;0;0;0;0;0;0;;1;63;63;1;;2;;;12;63;;;
05406;5;1;1;0;1;0;0;1;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
05407;6;1;2;1;1;1;1;0;0;0;0;0;0;;3;20;20;1;;2;;;12;21;;;
05407;6;2;2;0;1;0;0;0;0;0;0;0;0;;4;20;20;1;;2;;;12;20;;;
05408;4;1;2;1;0;1;1;0;0;0;0;0;0;;;69;69;1;;2;;;12;69;;;
05408;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
05409;3;1;4;1;0;0;0;0;0;0;0;0;0;;;20;40;2;;2;;;6;40;;;
05409;3;2;4;0;0;0;1;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
05409;3;3;4;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
05409;3;4;4;0;1;0;0;0;0;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
05410;1;1;1;0;0;1;0;0;0;0;0;0;0;;;45;0;1;;1;10;1M;;;10;12;
05411;5;1;1;1;0;0;0;0;0;0;0;0;0;;;20;20;1;;1;25;2M;12;20;25;6;
05412;2;1;1;1;0;0;1;0;0;0;0;0;0;;;49;49;1;;;;;12;49;;;
05413;5;1;2;1;0;0;1;0;0;0;0;0;0;;;999999;41;1;;2;;;12;41;;;
05413;5;2;2;0;1;0;0;0;0;0;0;0;0;;1;999999;21;1;;2;;;12;21;;;
05414;2;1;2;0;1;0;0;0;0;1;0;0;0;;1;40;40;1;;2;;;12;40;;;
05414;2;2;2;0;1;0;1;0;0;1;0;0;0;;2;95;95;1;;2;;;12;95;;;
05415;5;1;1;1;1;1;1;0;0;0;0;0;0;;1;70;70;1;;2;;;12;70;;;
05416;3;1;1;1;1;1;1;0;0;0;0;0;0;;1;40;40;1;;2;;;12;39;;;
05417;4;1;3;0;0;0;1;0;0;0;0;0;0;;;31;31;1;1;2;;;12;31;;;
05417;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;15;15;1;1;2;;;12;15;;;
05417;4;3;3;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;1;2;;;12;2;;;
05418;4;1;3;1;0;0;1;0;0;0;0;0;0;;;60;60;1;;2;;;12;60;;;
05418;4;2;3;0;1;0;0;0;0;0;0;0;0;;3;10;10;1;;2;;;12;10;;;
05418;4;3;3;0;1;0;1;0;0;0;0;0;0;;4;24;24;1;;2;;;12;24;;;
05419;5;;;;;;;;;;;;;;;;;;;;;;;;;;346
05419;5;1;2;0;0;1;0;0;0;0;0;0;0;;;55;55;1;1;2;;;12;55;;;
05419;5;2;2;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;1;2;;;12;20;;;
05420;2;1;4;1;0;0;1;0;0;0;0;0;0;;;48;48;1;;2;;;12;48;;;
05420;2;2;4;0;0;1;0;0;0;0;0;0;0;;;39;39;1;;2;;;12;39;;;
05420;2;3;4;0;1;0;0;0;0;0;0;0;0;;1;39;39;1;;2;;;12;39;;;
05420;2;4;4;0;1;0;0;0;0;0;0;0;0;;3;45;45;1;;2;;;12;45;;;
05421;2;1;2;1;0;1;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
05421;2;2;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
05422;3;1;3;1;0;0;0;1;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05422;3;2;3;0;1;0;0;0;1;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
05422;3;3;3;0;1;0;0;0;0;0;0;0;0;;1;9;9;1;;2;;;12;9;;;
05423;1;1;2;1;0;1;1;0;0;0;0;0;0;;;23;0;1;;2;;;;;;;
05423;1;2;2;0;1;0;0;0;1;0;0;0;0;;2;26;26;1;;2;;;12;26;;;
05424;6;;;;;;;;;;;;;;;;;;;;;;;;;;249
05425;4;1;2;1;0;0;0;0;0;0;0;0;0;;;16;38;2;;2;;;6;38;;;
05425;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;13;13;1;;2;;;12;13;;;
05427;5;1;2;0;0;1;1;0;0;0;0;0;0;;;80;80;1;;2;;;12;80;;;
05427;5;2;2;0;1;0;0;0;0;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
05428;4;1;1;1;0;0;1;0;0;0;0;0;0;;;33;33;1;;2;;;12;33;;;
05429;5;1;3;1;1;0;1;0;1;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
05429;5;2;3;0;1;0;0;0;1;0;0;0;0;;2;5;5;1;;2;;;12;5;;;
05429;5;3;3;0;1;0;0;0;1;0;0;0;0;;3;5;5;1;;2;;;12;5;;;
05430;4;1;3;0;0;1;0;0;0;0;0;0;0;;;80;80;1;;2;;;12;80;;;
05430;4;2;3;1;0;0;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05430;4;3;3;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
05431;6;1;1;1;1;0;1;0;0;0;0;0;0;;1;45;45;1;;2;;;12;45;;;
05432;2;1;1;1;1;1;0;0;0;0;0;0;0;;1;60;110;1;;2;;;12;110;;;
05433;4;1;5;1;0;1;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
05433;4;2;5;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
05433;4;3;5;0;1;0;0;0;0;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
05433;4;4;5;0;1;0;0;0;0;0;0;0;0;;3;35;35;1;;2;;;12;35;;;
05433;4;5;5;0;1;0;0;0;0;0;0;0;0;;4;35;35;1;;2;;;12;35;;;
05434;2;1;1;1;0;1;1;0;0;0;0;0;0;;;67;67;1;;1;5;1S;12;67;5;48;
05436;5;1;2;1;1;1;1;0;1;1;0;0;0;;1;55;55;1;;2;;;12;53;;;
05436;5;2;2;0;1;0;0;0;0;0;0;0;0;;2;7;7;1;;2;;;12;7;;;
05437;6;1;2;1;0;1;1;0;0;0;0;0;0;;;50;50;1;;2;;;12;49;;;
05437;6;2;2;0;1;0;0;0;1;0;0;0;0;;1;17;17;1;;2;;;12;17;;;
05438;3;1;4;1;0;0;0;0;0;0;0;0;0;;;0;92;2;;2;;;6;92;;;
05438;3;2;4;0;1;0;0;0;0;0;0;0;0;;1;29;29;1;;2;;;12;29;;;
05438;3;3;4;0;1;0;0;0;0;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
05438;3;4;4;0;0;0;1;0;0;0;0;0;0;;;44;44;1;;2;;;12;44;;;
05439;2;1;2;1;1;1;1;0;1;0;0;0;0;;2;51;51;1;;2;;;12;51;;;
05439;2;2;2;1;1;0;0;0;1;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
05440;3;1;2;1;0;0;1;0;0;0;0;0;0;;;2;2;1;;2;;;12;2;;;
05440;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;7;7;1;;2;;;12;7;;;
05441;2;1;2;1;0;1;1;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
05441;2;2;2;0;1;0;0;0;0;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
05442;1;1;2;1;0;1;1;0;0;0;0;0;0;;;39;39;1;;2;;;12;40;;;
05442;1;2;2;0;1;0;0;0;1;0;0;0;0;;2;19;19;1;;2;;;12;19;;;
05443;2;1;5;1;0;1;1;0;0;0;0;0;0;;;34;34;1;;2;;;12;34;;;
05443;2;2;5;0;1;0;0;0;1;0;0;0;0;;1;63;63;1;;2;;;12;63;;;
05443;2;3;5;0;1;0;0;0;0;0;0;0;0;;2;5;5;1;;2;;;12;5;;;
05443;2;4;5;0;1;0;0;0;1;0;0;0;0;;3;43;43;1;;2;;;12;43;;;
05443;2;5;5;0;1;0;0;0;1;0;0;0;0;;4;10;10;1;;2;;;12;10;;;
05444;6;1;1;1;0;1;1;0;0;0;0;0;0;;;45;45;1;;2;;;12;45;;;
05445;5;1;1;0;1;0;1;0;0;0;0;0;0;;1;32;32;1;2;2;;;12;32;;;
05446;3;1;3;1;0;1;1;0;0;0;0;0;0;;;33;33;1;;2;;;12;33;;;
05446;3;2;3;0;1;0;0;0;1;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
05446;3;3;3;0;1;0;0;0;0;0;0;0;0;;2;6;6;1;;2;;;12;6;;;
05447;3;1;1;0;1;1;1;0;0;0;0;0;0;;1;48;48;1;;2;;;12;48;;;
05448;4;1;1;1;0;1;1;0;0;0;0;0;0;;;71;68;1;;2;;;12;68;;;
05449;4;1;1;1;1;1;1;0;0;0;0;0;0;;1;55;55;1;;2;;;12;54;;;
05450;2;1;2;1;1;1;1;0;0;0;0;0;0;;1;50;50;1;;2;;;12;51;;;
05450;2;2;2;0;1;0;0;0;0;0;0;0;0;;2;25;25;1;;2;;;12;25;;;
05451;4;1;1;1;1;1;1;0;1;0;0;0;0;;1;30;34;1;;2;;;12;34;;;
05452;1;1;1;1;1;0;1;0;0;0;0;0;0;;2;90;90;1;;2;;;12;90;;;
05453;1;;;;;;;;;;;;;;;;;;;;;;;;;;234
05453;1;1;1;1;1;0;0;0;0;0;0;0;0;;1;20;45;2;;2;;;6;45;;;
05454;4;1;3;1;1;1;1;0;1;0;0;0;0;;2;49;49;1;;2;;;12;50;;;
05454;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;5;5;1;;2;;;12;5;;;
05454;4;3;3;0;1;0;0;0;0;0;0;0;0;;2;8;8;1;;2;;;12;8;;;
05455;6;1;2;0;1;0;1;0;0;0;0;0;0;;2;49;1;1;;2;;;12;1;;;
05455;6;2;2;0;1;0;0;0;0;0;0;0;0;;2;999999;999999;;;2;;;12;45;;;
05456;6;1;3;1;0;1;0;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
05456;6;2;3;0;1;0;1;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
05456;6;3;3;0;1;1;0;0;0;0;0;0;0;;2;5;5;1;;2;;;12;5;;;
05457;1;1;2;0;1;1;1;0;0;0;0;0;0;;2;60;60;1;1;2;;;12;60;;;
05457;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;1;2;;;12;2;;;
05458;5;1;1;1;0;1;1;0;0;0;0;0;0;;;2;2;1;;2;;;12;3;;;
05459;5;1;1;1;0;0;0;0;0;0;0;0;0;;;37;37;1;;;;;12;37;;;
05461;1;1;2;0;0;1;0;0;0;0;0;0;0;;;65;65;1;1;2;;;12;65;;;
05461;1;2;2;0;1;0;0;0;0;0;0;0;0;;3;99;140;1;1;2;;;12;140;;;
05462;1;;;;;;;;;;;;;;;;;;;;;;;;;;360
05462;1;1;1;1;1;1;0;0;0;0;0;0;0;;1;67;67;1;;2;;;12;67;;;
05463;6;1;2;1;1;1;1;0;0;0;0;0;0;;2;39;39;1;;2;;;12;39;;;
05463;6;2;2;0;1;0;0;0;1;0;0;0;0;;3;25;25;1;;2;;;12;25;;;
05464;4;1;3;1;0;1;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05464;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;13;13;1;;2;;;12;13;;;
05464;4;3;3;0;1;0;0;0;1;0;1;1;0;;2;20;20;1;;2;;;12;20;;;
05465;4;;;;;;;;;;;;;;;;;;;;;;;;;;415
05465;4;1;2;1;0;0;0;0;0;0;0;0;0;;;34;34;1;;2;;;12;34;;;
05465;4;2;2;0;0;1;0;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
05466;1;1;1;1;0;0;0;0;0;0;0;0;0;;;15;30;2;;;;;6;30;;;
05467;4;1;2;0;1;0;1;0;1;0;0;0;0;;1;80;80;1;;2;;;12;80;;;
05467;4;2;2;0;0;1;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05468;5;1;3;1;0;1;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05468;5;2;3;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
05468;5;3;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
05469;3;1;3;1;1;1;1;0;0;0;0;0;0;;2;55;1;1;;2;;;12;0;;;
05469;3;2;3;0;1;0;1;0;1;1;0;0;0;;1;15;15;1;;2;;;12;15;;;
05469;3;3;3;0;1;0;1;0;1;1;0;0;0;;2;23;23;1;;2;;;12;22;;;
05470;6;;;;;;;;;;;;;;;;;;;;;;;;;;345
05470;6;1;5;1;0;0;0;0;0;0;0;0;0;;;45;45;1;;2;;;12;45;;;
05470;6;2;5;0;0;1;0;0;0;0;0;0;0;;;68;68;1;;2;;;12;68;;;
05470;6;3;5;0;0;1;0;0;0;0;0;0;0;;;23;23;1;;2;;;12;23;;;
05470;6;4;5;0;1;0;0;0;0;0;0;0;0;;2;23;23;1;;2;;;12;23;;;
05470;6;5;5;0;1;0;0;0;0;0;0;0;0;;3;23;23;1;;2;;;12;23;;;
05471;3;1;2;1;0;1;1;0;0;0;0;0;0;;;85;85;1;;2;;;12;85;;;
05471;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
05472;5;1;3;0;0;1;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05472;5;2;3;0;1;0;0;0;1;0;0;0;0;;1;59;120;1;;2;;;12;120;;;
05472;5;3;3;0;1;0;0;0;1;0;0;0;0;;2;22;22;1;;2;;;12;22;;;
05473;6;1;1;1;1;1;1;0;1;0;0;0;0;;1;50;50;1;;2;;;12;50;;;
05474;1;1;3;0;0;1;0;0;0;0;0;0;0;;;48;48;1;;2;;;12;48;;;
05474;1;2;3;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
05474;1;3;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
05475;3;1;5;1;0;1;1;0;0;0;0;0;0;;;43;43;1;;2;;;12;43;;;
05475;3;2;5;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
05475;3;3;5;0;1;0;0;0;0;0;0;0;0;;3;5;5;1;;2;;;12;5;;;
05475;3;4;5;0;1;0;0;0;0;0;0;0;0;;2;0;0;;;2;;;;;;;
05475;3;5;5;0;1;0;0;0;0;0;0;0;0;;4;2;2;1;;2;;;12;2;;;
05476;4;1;2;1;0;1;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
05476;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;23;23;1;;2;;;12;23;;;
05477;1;;;;;;;;;;;;;;;;;;;;;;;;;;383
05477;1;1;3;0;1;0;0;0;0;0;0;0;0;;1;89;229;1;;2;;;12;229;;;
05477;1;2;3;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
05477;1;3;3;0;0;1;0;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
05478;6;1;4;1;0;0;1;0;0;0;0;0;0;;;39;39;1;;2;;;12;39;;;
05478;6;2;4;0;1;0;0;0;0;0;0;0;0;;2;6;7;1;;2;;;12;7;;;
05478;6;3;4;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
05478;6;4;4;0;0;1;0;0;0;0;0;0;0;;;75;75;1;;2;;;12;75;;;
05479;2;1;5;1;0;0;1;0;0;0;0;0;0;;;69;69;1;;2;;;12;69;;;
05479;2;2;5;0;1;0;0;0;0;0;0;0;0;;1;23;23;1;;2;;;12;23;;;
05479;2;3;5;0;1;0;0;0;0;0;0;0;0;;2;17;17;1;;2;;;12;17;;;
05479;2;4;5;0;1;0;0;0;0;0;0;0;0;;3;17;17;1;;2;;;12;17;;;
05479;2;5;5;0;0;1;0;0;0;0;0;0;0;;;57;57;1;;2;;;12;57;;;
05480;5;1;1;1;1;1;1;0;0;0;0;0;0;;1;68;68;1;;2;;;12;68;;;
05481;2;1;1;1;1;1;1;0;1;0;0;0;0;;1;52;52;1;;2;;;12;52;;;
05482;2;1;1;1;1;1;1;0;1;0;0;0;0;;2;49;49;1;;2;;;12;50;;;
05483;4;1;2;1;0;0;0;0;0;0;0;0;0;;;38;38;1;;;;;12;38;;;
05483;4;2;2;0;0;1;0;0;0;0;0;0;0;;;999999;999999;;;;;;12;150;;;
05484;4;;;;;;;;;;;;;;;;;;;;;;;;;;117
05484;4;1;8;0;0;1;0;0;0;0;0;0;0;;;60;60;1;;2;;;12;60;;;
05484;4;2;8;1;0;0;0;0;0;0;0;0;0;;;28;28;1;;2;;;12;28;;;
05484;4;3;8;0;0;1;0;0;0;0;0;0;0;;;52;52;1;;2;;;12;52;;;
05484;4;4;8;0;1;0;0;0;0;0;0;0;0;;3;32;32;1;;2;;;12;32;;;
05484;4;5;8;0;1;0;0;0;0;0;0;0;0;;2;54;54;1;;2;;;12;54;;;
05484;4;6;8;1;0;0;0;0;0;0;0;0;0;;;50;50;1;;2;;;12;50;;;
05484;4;7;8;0;0;1;0;0;0;0;0;0;0;;;56;56;1;;2;;;12;56;;;
05484;4;8;8;0;1;0;0;0;0;0;0;0;0;;4;54;54;1;;2;;;12;54;;;
05485;5;1;2;1;0;0;0;0;0;0;0;0;0;;;14;34;2;;2;;;6;34;;;
05485;5;2;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
05486;6;1;2;1;1;1;1;0;0;0;0;0;0;;1;88;88;1;;2;;;12;89;;;
05486;6;2;2;0;1;0;0;0;0;0;0;0;0;;2;8;8;1;;2;;;12;8;;;
05487;4;1;2;1;1;0;1;0;0;0;0;0;0;;1;88;88;1;;2;;;12;88;;;
05487;4;2;2;0;1;0;0;0;0;0;0;0;0;;2;25;25;1;;2;;;12;25;;;
05488;6;1;5;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
05488;6;2;5;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;;2;;;12;2;;;
05488;6;3;5;0;1;0;0;0;0;0;0;0;0;;3;40;40;1;;2;;;12;40;;;
