IDENT_MEN;VAG;NUMORDREABO;NB_ABONN;TYP_ABONN01;TYP_ABONN02;TYP_ABONN03;TYP_ABONN04;TYP_ABONN05;TYP_ABONN06;TYP_ABONN07;TYP_ABONN08;TYP_ABONN09;TYP_ABONN10;Nataudio;Proaudio;Msabonn;Msfacture;Msfactper;Abofixe;Cartemobile;Mcartemobile;Percartemobile;MSFACTPER_D;MSFACTURE_D;MCARTEMOBILE_D;PERCARTEMOBILE_D;MIMPUTINTERNET_D
13065;1;1;2;1;0;0;1;0;0;0;0;0;0;;;33;33;1;;1;10;1M;12;33;10;12;
13065;1;2;2;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;1;10;1M;12;20;10;12;
13066;5;1;2;1;1;0;1;0;0;0;0;0;0;;3;53;53;1;;2;;;12;53;;;
13066;5;2;2;0;1;0;0;0;0;0;0;0;0;;4;35;35;1;;2;;;12;35;;;
13067;2;1;1;1;1;1;1;0;1;0;0;0;0;;1;38;38;1;;2;;;12;38;;;
13068;5;1;2;1;1;1;1;0;1;0;0;1;0;;1;49;49;1;;2;;;12;49;;;
13068;5;2;2;0;1;0;0;0;1;0;0;0;0;;2;15;21;1;;2;;;12;21;;;
13069;3;1;2;1;0;0;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13069;3;2;2;0;1;0;1;0;0;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
13070;4;1;1;1;0;0;0;0;0;0;0;0;0;;;40;40;2;;1;25;2M;6;40;25;6;
13071;1;1;1;1;1;1;0;0;0;0;0;0;0;;1;62;62;1;;2;;;12;61;;;
13073;3;;;;;;;;;;;;;;;;;;;;;;;;;;818
13074;6;1;3;1;0;0;1;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
13074;6;2;3;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
13074;6;3;3;0;1;0;0;0;0;0;0;0;0;;2;25;25;1;;2;;;12;25;;;
13075;6;1;2;0;1;0;0;0;1;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
13075;6;2;2;1;0;1;1;0;0;0;0;0;0;;;53;53;1;;2;;;12;53;;;
13076;4;1;2;1;0;0;1;0;0;0;0;0;0;;;36;36;1;;1;20;1M;12;36;20;12;
13076;4;2;2;0;1;0;0;0;0;0;0;0;0;;3;27;27;1;;1;20;1M;12;27;20;12;
13078;2;;;;;;;;;;;;;;;;;;;;;;;;;;317
13079;4;1;1;1;0;0;1;0;0;0;0;0;0;;;32;32;1;;;;;12;32;;;
13080;2;1;1;1;1;1;1;0;1;0;0;0;0;;1;61;61;1;;2;;;12;61;;;
13081;1;1;2;1;0;0;0;0;0;0;0;0;0;;;999999;32;1;;2;;;12;32;;;
13081;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
13083;3;;;;;;;;;;;;;;;;;;;;;;;;;;156
13083;3;1;4;1;0;0;0;0;0;0;0;0;0;;;55;55;1;;2;;;12;55;;;
13083;3;2;4;0;1;0;0;0;0;0;0;0;0;;1;54;54;1;;2;;;12;54;;;
13083;3;3;4;0;1;0;0;0;0;0;0;0;0;;5;34;34;1;;2;;;12;34;;;
13083;3;4;4;0;1;0;0;0;0;0;0;0;0;;5;34;34;1;;2;;;12;34;;;
13084;6;;;;;;;;;;;;;;;;;;;;;;;;;;164
13084;6;1;1;0;1;0;0;0;0;0;0;0;0;;1;65;65;1;;2;;;12;65;;;
13085;3;1;3;1;0;1;1;0;1;0;0;0;0;;1;43;43;1;;2;;;12;44;;;
13085;3;2;3;0;1;0;0;0;0;0;0;0;0;;1;35;35;1;;2;;;12;35;;;
13085;3;3;3;0;1;0;0;0;0;0;0;0;0;;2;23;23;1;;2;;;12;23;;;
13086;2;1;3;0;1;0;0;0;0;0;0;0;0;;1;999999;68;1;;2;;;12;68;;;
13086;2;2;3;1;0;0;1;0;0;0;0;0;0;;;999999;999999;;;2;;;12;40;;;
13086;2;3;3;0;0;1;0;0;0;0;0;0;0;;;65;65;1;;2;;;12;65;;;
13087;6;1;2;1;0;1;0;1;0;0;0;0;0;;;50;50;1;;2;;;12;51;;;
13087;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;45;45;1;;2;;;12;45;;;
13088;4;1;1;1;1;1;1;0;0;0;0;0;0;;1;79;79;1;;1;20;1M;12;79;20;12;
13089;2;1;2;1;0;0;0;0;0;0;0;0;0;;;18;36;2;;2;;;6;36;;;
13089;2;2;2;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
13090;1;1;4;1;0;1;1;0;0;0;0;0;0;;;40;110;1;;2;;;12;111;;;
13090;1;2;4;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
13090;1;3;4;0;1;0;0;0;0;0;0;0;0;;2;25;25;1;;2;;;12;25;;;
13090;1;4;4;0;1;0;0;0;0;0;0;0;0;;3;11;11;1;;2;;;12;11;;;
13091;5;1;2;1;1;0;0;1;1;0;0;0;0;;2;80;80;1;;2;;;12;81;;;
13091;5;2;2;0;1;0;0;0;0;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
13093;3;;;;;;;;;;;;;;;;;;;;;;;;;;213
13093;3;1;1;0;1;0;0;0;0;0;0;0;0;;1;50;50;1;2;2;;;12;50;;;
13094;3;1;1;1;0;0;0;0;0;0;0;0;0;;;999999;999999;;;;;;12;39;;;
13095;5;1;3;1;0;1;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13095;5;2;3;0;1;0;0;0;1;0;0;0;0;;2;19;19;1;;2;;;12;19;;;
13095;5;3;3;0;1;0;0;0;1;0;0;0;0;;1;2;5;1;;2;;;12;5;;;
13097;3;1;1;1;0;0;0;0;0;0;0;0;0;;;36;38;1;;;;;12;38;;;
13098;3;1;2;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
13098;3;2;2;0;1;0;0;0;0;0;0;0;0;;1;6;6;1;;2;;;12;6;;;
13099;6;1;2;1;0;0;1;0;0;0;0;0;0;;;26;26;1;;1;20;2M;12;26;20;6;
13099;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;20;22;1;;1;20;2M;12;22;20;6;
13100;1;1;1;1;1;0;1;0;0;0;0;0;0;;1;53;55;1;;2;;;12;55;;;
13102;5;1;5;1;0;0;1;0;0;0;0;0;0;;;69;69;1;;1;60;1M;12;69;60;12;
13102;5;2;5;0;1;0;0;0;1;0;0;0;0;;1;90;120;1;;1;60;1M;12;120;60;12;
13102;5;3;5;0;1;0;0;0;1;0;0;0;0;;2;49;49;1;;1;60;1M;12;49;60;12;
13102;5;4;5;0;1;0;0;0;1;0;0;0;0;;3;29;29;1;;1;60;1M;12;29;60;12;
13102;5;5;5;0;0;1;0;0;0;0;0;0;0;;;73;73;1;;1;60;1M;12;73;60;12;
13103;3;;;;;;;;;;;;;;;;;;;;;;;;;;262
13104;5;1;4;1;0;1;1;0;0;0;0;0;0;;;55;55;11;;2;;;12;55;;;
13104;5;2;4;0;1;0;0;0;1;1;0;0;0;;1;30;30;1;;2;;;12;30;;;
13104;5;3;4;0;1;0;0;0;1;0;0;0;0;;2;9;9;1;;2;;;12;9;;;
13104;5;4;4;0;1;0;0;0;0;0;0;0;0;;4;10;10;1;;2;;;12;10;;;
13105;5;1;2;0;1;0;0;0;1;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
13105;5;2;2;1;1;1;0;0;0;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
13106;1;;;;;;;;;;;;;;;;;;;;;;;;;;195
13106;1;1;1;1;0;0;0;0;0;0;0;0;0;;;25;50;2;;1;20;2M;6;50;20;6;
13107;4;1;3;1;0;1;1;0;0;0;0;0;0;;;10;10;1;;;;;12;10;;;
13107;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;;;;12;10;;;
13107;4;3;3;0;1;0;0;0;0;0;0;0;0;;2;10;10;1;;;;;12;10;;;
13108;2;1;1;0;1;0;0;0;1;0;0;0;0;;1;20;20;1;1;2;;;12;20;;;
13109;1;1;1;1;1;0;1;0;1;0;0;0;0;;1;54;54;1;;2;;;12;54;;;
13110;2;1;3;0;1;0;0;0;0;0;0;0;0;;1;40;40;1;;1;60;1M;12;40;60;12;
13110;2;2;3;0;0;0;1;0;0;0;0;0;0;;;28;28;1;;1;60;1M;12;28;60;12;
13110;2;3;3;0;0;1;0;0;0;0;0;0;0;;;56;56;1;;1;60;1M;12;56;60;12;
13111;3;1;4;0;1;1;1;0;0;0;0;0;0;;1;70;70;1;1;2;;;12;70;;;
13111;3;2;4;0;1;0;0;0;0;0;0;0;0;;2;25;25;1;1;2;;;12;25;;;
13111;3;3;4;0;1;0;0;0;0;0;0;0;0;;3;10;10;1;1;2;;;12;10;;;
13111;3;4;4;0;1;0;0;0;0;0;0;0;0;;4;10;10;1;1;2;;;12;10;;;
13112;4;1;3;1;0;1;1;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
13112;4;2;3;0;1;0;0;0;1;0;0;0;0;;1;16;17;1;;2;;;12;17;;;
13112;4;3;3;0;1;0;0;0;1;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
13113;3;1;1;1;0;0;1;0;0;0;0;0;0;;;40;43;1;;1;20;6M;12;43;20;2;
13115;4;1;2;1;0;0;0;0;0;0;0;0;0;;;18;36;2;;2;;;6;36;;;
13115;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
13116;2;1;3;1;0;1;1;0;0;0;0;0;0;;;66;66;1;;2;;;12;66;;;
13116;2;2;3;0;1;0;0;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
13116;2;3;3;0;1;0;0;0;0;0;0;0;0;;2;69;69;1;;2;;;12;69;;;
13117;3;1;2;1;1;0;1;0;0;0;0;0;0;;1;50;50;1;;2;;;12;50;;;
13117;3;2;2;0;1;0;0;0;0;0;0;0;0;;3;20;20;1;;2;;;12;20;;;
13118;5;;;;;;;;;;;;;;;;;;;;;;;;;;156
13119;6;;;;;;;;;;;;;;;;;;;;;;;;;;465
13119;6;1;3;0;1;0;0;0;0;0;0;0;0;;1;69;69;1;;2;;;12;69;;;
13119;6;2;3;0;0;1;0;0;0;0;0;0;0;;;80;80;1;;2;;;12;80;;;
13119;6;3;3;1;0;0;0;0;0;0;0;0;0;;;38;38;1;;2;;;12;38;;;
13120;4;1;5;1;0;1;1;0;0;0;0;0;0;;;34;34;1;;2;;;12;34;;;
13120;4;2;5;0;1;0;1;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
13120;4;3;5;0;1;0;0;0;0;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
13120;4;4;5;0;1;0;1;0;0;0;0;0;0;;4;25;38;1;;2;;;12;38;;;
13120;4;5;5;0;1;0;0;0;0;0;0;0;0;;4;10;10;1;;2;;;12;10;;;
13121;3;1;1;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
13122;6;1;3;1;1;1;1;0;0;0;0;0;0;;1;38;38;1;;2;;;12;38;;;
13122;6;2;3;0;1;0;1;0;0;0;0;0;0;;2;8;8;1;;2;;;12;8;;;
13122;6;3;3;0;1;0;0;0;0;0;0;0;0;;3;21;21;1;;2;;;12;21;;;
13123;4;;;;;;;;;;;;;;;;;;;;;;;;;;117
13123;4;1;1;0;1;0;0;0;0;0;0;0;0;;1;29;29;1;;1;999999;;12;29;15;12;
13124;6;1;1;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;1;32;1M;12;30;32;12;
13125;1;1;3;1;1;1;1;0;0;0;0;0;0;;2;35;35;1;;2;;;12;35;;;
13125;1;2;3;0;1;0;0;0;0;0;0;0;0;;1;2;2;2;;2;;;6;2;;;
13125;1;3;3;0;0;0;0;0;0;0;0;0;0;;;35;103;3;;2;;;;;;;
13126;5;1;2;0;0;1;0;0;0;0;0;0;0;;;69;69;1;;1;20;1M;12;69;20;12;
13126;5;2;2;0;1;0;0;0;0;0;0;0;0;;1;69;69;1;;1;20;1M;12;69;20;12;
13127;6;;;;;;;;;;;;;;;;;;;;;;;;;;113
13127;6;1;1;0;1;0;0;0;0;0;0;0;0;;8;70;70;1;;1;50;1M;12;70;50;12;
13128;5;1;4;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
13128;5;2;4;0;1;0;0;1;0;0;0;0;0;;1;45;47;1;;2;;;12;47;;;
13128;5;3;4;0;1;0;0;1;0;0;0;0;0;;1;80;80;1;;2;;;12;80;;;
13128;5;4;4;0;0;1;0;0;0;0;0;0;0;;;90;90;1;;2;;;12;90;;;
13129;3;1;3;0;1;0;0;0;1;0;0;0;0;;1;15;15;1;;2;;;12;15;;;
13129;3;2;3;0;1;0;0;0;1;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
13129;3;3;3;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
13130;1;1;1;1;1;0;1;0;0;0;0;0;0;;1;59;59;1;;2;;;12;59;;;
13131;6;1;1;1;1;0;1;0;0;0;0;0;0;;1;65;105;1;;2;;;12;106;;;
13132;6;1;3;1;0;1;1;0;0;0;0;0;0;;;45;45;1;;1;8;1M;12;46;8;12;
13132;6;2;3;0;1;0;0;0;1;0;0;0;0;;2;22;22;1;;1;8;1M;12;22;8;12;
13132;6;3;3;0;1;0;0;0;0;0;0;0;0;;4;9;9;1;;1;8;1M;12;9;8;12;
13133;6;1;1;1;0;0;0;0;0;0;0;0;0;;;20;20;1;;;;;12;20;;;
13134;4;1;1;1;1;1;1;0;0;0;0;0;0;;1;59;59;1;;2;;;12;60;;;
13135;3;1;3;0;1;0;0;0;0;0;0;0;0;;1;16;16;1;;2;;;12;16;;;
13135;3;2;3;1;0;1;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13135;3;3;3;0;1;0;0;0;0;0;0;0;0;;2;0;0;1;;2;;;;;;;
13136;5;1;3;1;0;1;0;0;0;0;0;0;0;;;56;56;1;;2;;;12;56;;;
13136;5;2;3;0;1;0;0;0;0;0;0;0;0;;1;44;44;1;;2;;;12;44;;;
13136;5;3;3;0;1;0;0;0;0;0;0;0;0;;2;24;24;1;;2;;;12;24;;;
13138;6;1;1;1;1;1;1;0;0;0;0;0;0;;1;60;60;1;;2;;;12;60;;;
13140;1;1;2;1;0;1;0;1;0;0;0;0;0;;;35;40;1;;2;;;12;41;;;
13140;1;2;2;0;1;0;0;0;0;1;0;0;0;;1;34;46;1;;2;;;12;46;;;
13141;5;1;3;1;0;0;1;0;0;0;0;0;0;;;33;33;1;;2;;;12;33;;;
13141;5;2;3;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
13141;5;3;3;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
13142;1;;;;;;;;;;;;;;;;;;;;;;;;;;203
13142;1;1;1;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
13143;3;1;1;1;0;1;1;0;0;0;0;0;0;;;49;1;1;;1;40;1M;12;0;40;12;
13144;5;1;1;1;0;1;1;0;0;0;0;0;0;;;32;32;1;;2;;;12;32;;;
13145;5;1;3;1;0;0;0;1;0;0;0;0;0;;;49;49;1;;2;;;12;49;;;
13145;5;2;3;0;0;1;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13145;5;3;3;0;1;0;0;0;0;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
13146;6;1;4;0;1;0;0;0;0;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
13146;6;2;4;0;1;0;0;0;0;0;0;0;0;;2;20;20;1;;2;;;12;20;;;
13146;6;3;4;0;0;1;0;0;0;0;0;0;0;;;60;60;1;;2;;;12;60;;;
13146;6;4;4;1;0;0;1;0;0;0;0;0;0;;;50;50;1;;2;;;12;50;;;
13147;4;1;3;1;0;0;1;0;0;0;0;0;0;;;20;20;1;;1;10;5M;12;20;10;2;
13147;4;2;3;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;;1;10;5M;12;2;10;2;
13147;4;3;3;0;1;0;0;0;0;0;0;0;0;;7;2;2;1;;1;10;5M;12;2;10;2;
13148;3;1;2;1;0;1;1;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
13148;3;2;2;0;1;0;1;0;0;1;1;1;0;;1;24;24;1;;2;;;12;24;;;
13149;5;1;1;1;1;1;1;0;0;0;0;0;0;;1;60;60;1;;2;;;12;60;;;
13150;6;1;3;1;0;1;1;0;0;0;0;0;0;;;64;64;1;;2;;;12;64;;;
13150;6;2;3;0;1;0;0;0;0;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
13150;6;3;3;0;1;0;0;0;0;0;0;0;0;;2;40;40;1;;2;;;12;40;;;
13151;4;1;3;1;0;0;0;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
13151;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;10;10;1;;2;;;12;10;;;
13151;4;3;3;0;1;0;0;0;0;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
13152;4;1;3;1;0;1;1;0;0;0;0;0;0;;;51;51;1;;2;;;12;52;;;
13152;4;2;3;0;1;0;0;0;0;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
13152;4;3;3;0;1;0;0;0;0;0;0;0;0;;2;16;16;1;;2;;;12;16;;;
13153;1;1;6;1;0;0;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13153;1;2;6;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
13153;1;3;6;0;1;0;0;0;0;0;0;0;0;;4;2;2;1;;2;;;12;2;;;
13153;1;4;6;0;1;0;0;0;1;0;0;0;0;;2;16;16;1;;2;;;12;16;;;
13153;1;5;6;0;1;0;0;0;1;0;0;0;0;;3;16;16;1;;2;;;12;16;;;
13153;1;6;6;0;0;1;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13154;1;1;1;1;0;0;1;0;0;0;0;0;0;;;43;43;1;;;;;12;43;;;
13155;5;1;1;1;0;0;0;0;0;0;0;0;0;;;26;26;1;;;;;12;26;;;
13156;1;1;1;1;1;0;1;0;0;0;0;0;0;;2;49;90;1;;2;;;12;90;;;
13157;5;1;4;1;0;0;0;0;0;0;0;0;0;;;56;56;1;;2;;;12;56;;;
13157;5;2;4;0;1;0;0;0;0;0;0;0;0;;4;22;22;1;;2;;;12;22;;;
13157;5;3;4;0;1;0;0;0;0;0;0;0;0;;5;22;22;1;;2;;;12;22;;;
13157;5;4;4;0;1;0;0;0;0;0;0;0;0;;1;19;19;1;;2;;;12;19;;;
13158;6;1;2;1;1;1;0;1;1;0;0;0;0;;1;56;56;1;;2;;;12;55;;;
13158;6;2;2;0;1;0;0;0;1;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
13159;3;1;3;0;1;0;0;0;0;0;0;0;0;;2;29;29;1;;1;10;1M;12;29;10;12;
13159;3;2;3;0;0;1;0;0;0;0;0;0;0;;;70;70;1;;1;10;1M;12;70;10;12;
13159;3;3;3;1;0;0;0;1;0;0;0;0;0;;;30;30;1;;1;10;1M;12;30;10;12;
13160;5;1;2;0;0;0;1;0;0;0;0;0;0;;;20;20;1;;2;;;12;20;;;
13160;5;2;2;0;1;0;0;0;1;0;0;0;0;;1;23;23;1;;2;;;12;23;;;
13161;3;1;3;0;1;0;0;0;0;0;0;0;0;;1;40;40;1;;2;;;12;40;;;
13161;3;2;3;0;0;0;0;1;0;0;0;0;0;;;20;20;1;;2;;;12;20;;;
13161;3;3;3;0;0;1;0;0;0;0;0;0;0;;;10;10;1;;2;;;12;10;;;
13162;3;1;1;1;1;1;1;0;0;0;0;0;0;;1;32;40;1;;2;;;12;39;;;
13163;6;1;4;0;0;0;1;0;0;0;0;0;0;;;38;38;1;;2;;;12;38;;;
13163;6;2;4;0;1;0;0;0;0;0;0;0;0;;1;18;18;1;;2;;;12;18;;;
13163;6;3;4;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;;2;;;12;2;;;
13163;6;4;4;1;0;0;0;0;0;0;0;0;0;;;36;36;1;;2;;;12;36;;;
13164;4;1;1;1;1;0;0;0;0;0;0;0;0;;1;24;24;1;;2;;;12;24;;;
13165;3;1;5;1;1;1;1;0;0;0;0;0;0;;3;80;80;1;;1;20;1M;12;80;20;12;
13165;3;2;5;0;1;0;0;0;1;0;0;0;0;;1;10;10;1;;1;20;1M;12;10;20;12;
13165;3;3;5;0;1;0;0;0;1;0;0;0;0;;5;10;13;1;;1;20;1M;12;13;20;12;
13165;3;4;5;0;1;0;0;0;1;0;0;0;0;;6;10;13;1;;1;20;1M;12;13;20;12;
13165;3;5;5;0;1;0;0;0;1;0;0;0;0;;2;20;20;1;;1;20;1M;12;20;20;12;
13166;6;1;1;1;0;0;0;0;0;0;0;0;0;;;41;41;1;;;;;12;41;;;
13167;5;;;;;;;;;;;;;;;;;;;;;;;;;;555
13167;5;1;1;1;0;1;0;0;0;0;0;0;0;;;48;48;1;;1;15;1M;12;48;15;12;
13168;4;;;;;;;;;;;;;;;;;;;;;;;;;;319
13168;4;1;3;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
13168;4;2;3;0;1;0;0;0;0;0;0;0;0;;2;21;21;1;;2;;;12;21;;;
13168;4;3;3;1;0;1;0;0;0;0;0;0;0;;;28;28;1;;2;;;12;28;;;
13169;6;1;1;0;1;0;0;0;0;0;0;0;0;;1;0;0;1;;2;;;;;;;
13170;6;1;2;1;0;0;0;0;0;0;0;0;0;;;29;29;1;;2;;;12;29;;;
13170;6;2;2;0;1;0;0;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
13171;5;1;1;1;1;1;1;0;1;0;0;0;0;;1;20;20;1;;2;;;12;20;;;
13172;2;1;4;1;0;1;1;0;0;0;0;0;0;;;25;25;1;;2;;;12;25;;;
13172;2;2;4;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
13172;2;3;4;0;1;0;0;0;0;0;0;0;0;;2;10;10;1;;2;;;12;10;;;
13172;2;4;4;0;0;0;0;0;0;0;1;0;0;;;15;15;1;;2;;;12;15;;;
13173;5;1;1;1;0;1;1;0;0;0;0;0;0;;;42;42;1;;1;20;1M;12;42;20;12;
13174;4;1;1;1;0;0;0;0;0;0;0;0;0;;;24;24;1;;;;;12;24;;;
13175;1;;;;;;;;;;;;;;;;;;;;;;;;;;308
13175;1;1;2;1;1;0;0;0;0;0;0;0;0;;2;50;70;1;;2;;;12;70;;;
13175;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
13176;5;1;1;1;1;0;1;0;0;0;0;0;0;;1;49;49;1;;2;;;12;49;;;
13177;4;;;;;;;;;;;;;;;;;;;;;;;;;;167
13177;4;1;1;0;0;1;0;0;0;0;0;0;0;;;15;30;2;;1;200;1M;6;30;200;12;
13178;2;1;4;1;0;1;1;0;0;0;0;0;0;;;87;90;1;;1;20;1S;12;90;20;48;
13178;2;2;4;0;0;0;0;0;1;0;0;0;0;;1;19;19;1;;1;20;1S;12;19;20;48;
13178;2;3;4;0;0;0;0;0;1;0;0;0;0;;2;23;23;1;;1;20;1S;12;23;20;48;
13178;2;4;4;0;0;0;0;0;1;0;0;0;0;;3;23;23;1;;1;20;1S;12;23;20;48;
13179;5;1;5;1;0;0;0;0;0;0;0;0;0;;;35;35;1;;2;;;12;35;;;
13179;5;2;5;0;0;1;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13179;5;3;5;0;1;0;0;0;0;0;0;0;0;;1;30;30;1;;2;;;12;30;;;
13179;5;4;5;0;1;0;0;0;0;0;0;0;0;;2;30;30;1;;2;;;12;30;;;
13179;5;5;5;0;1;0;0;0;0;0;0;0;0;;3;10;10;1;;2;;;12;10;;;
13180;1;1;2;0;0;1;0;0;0;0;0;0;0;;;8;8;1;;1;10;1M;12;8;10;12;
13180;1;2;2;1;0;0;0;0;0;0;0;0;0;;;40;40;1;;1;10;1M;12;40;10;12;
13181;3;1;1;1;1;1;1;0;1;0;0;0;0;;1;50;65;1;;2;;;12;65;;;
13182;2;1;2;1;0;0;0;0;1;0;0;0;0;;1;74;74;1;;2;;;12;74;;;
13182;2;2;2;0;1;0;0;0;0;0;0;0;0;;1;39;39;1;;2;;;12;39;;;
13183;1;1;2;1;1;1;1;0;0;1;1;1;0;;2;50;50;1;;2;;;12;50;;;
13183;1;2;2;0;0;1;0;0;0;0;0;0;0;;;60;60;1;;2;;;12;60;;;
13184;1;1;2;0;1;0;0;0;0;0;0;0;0;;1;5;5;1;;2;;;12;5;;;
13184;1;2;2;1;0;1;1;0;0;0;0;0;0;;;37;37;1;;2;;;12;37;;;
13185;1;1;2;0;0;0;0;0;1;0;0;0;0;;1;52;52;1;;2;;;12;52;;;
13185;1;2;2;0;1;0;0;0;0;0;0;0;0;;1;69;69;1;;2;;;12;69;;;
13186;4;1;2;1;0;0;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13186;4;2;2;0;1;0;0;0;0;0;0;0;0;;1;18;18;1;;2;;;12;18;;;
13187;5;1;2;1;0;1;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
13187;5;2;2;0;1;0;0;0;1;0;0;0;0;;1;25;25;1;;2;;;12;25;;;
13188;6;1;4;0;1;0;0;0;1;0;0;0;0;;1;29;29;1;;2;;;12;29;;;
13188;6;2;4;0;1;0;0;0;1;0;0;0;0;;2;13;13;1;;2;;;12;13;;;
13188;6;3;4;0;1;0;0;0;1;0;0;0;0;;3;24;24;1;;2;;;12;24;;;
13188;6;4;4;1;0;0;1;0;0;0;0;0;0;;;49;49;1;;2;;;12;49;;;
13189;3;1;1;1;1;0;1;0;0;0;0;0;0;;1;52;52;1;;2;;;12;53;;;
13190;6;;;;;;;;;;;;;;;;;;;;;;;;;;616
13190;6;1;3;0;0;1;0;0;0;0;0;0;0;;;74;74;1;;2;;;12;74;;;
13190;6;2;3;0;1;0;0;0;0;0;0;0;0;;1;44;44;1;;2;;;12;44;;;
13190;6;3;3;0;1;0;0;0;0;0;0;0;0;;1;44;44;1;;2;;;12;44;;;
13191;4;1;1;1;1;1;1;0;0;0;0;0;0;;2;40;40;1;;2;;;12;39;;;
13192;4;;;;;;;;;;;;;;;;;;;;;;;;;;429
13192;4;1;2;1;0;1;0;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13192;4;2;2;0;1;0;0;0;0;0;0;0;0;;2;29;29;1;;2;;;12;29;;;
13193;2;;;;;;;;;;;;;;;;;;;;;;;;;;255
13194;2;1;1;1;1;0;1;0;0;0;0;0;0;;1;57;57;1;;2;;;12;58;;;
13195;6;1;1;1;0;0;0;0;0;0;0;0;0;;;29;29;1;;;;;12;29;;;
13196;2;1;4;1;0;0;1;0;0;0;0;0;0;;;30;30;1;;2;;;12;30;;;
13196;2;2;4;0;1;0;0;0;0;0;0;0;0;;2;25;25;1;;2;;;12;25;;;
13196;2;3;4;0;0;0;0;0;0;1;0;0;0;;1;10;10;1;;2;;;12;10;;;
13196;2;4;4;0;0;0;0;0;0;1;0;0;0;;2;10;10;1;;2;;;12;10;;;
13197;1;1;1;1;1;1;1;0;0;0;0;0;0;;1;80;80;1;;2;;;12;80;;;
13198;2;1;4;1;0;0;1;0;0;0;0;0;0;;;40;40;1;;2;;;12;40;;;
13198;2;2;4;0;1;0;0;0;0;0;0;0;0;;1;2;2;1;;2;;;12;2;;;
13198;2;3;4;0;1;0;0;0;0;0;0;0;0;;2;2;2;1;;2;;;12;2;;;
13198;2;4;4;0;1;0;0;0;1;0;0;0;0;;3;16;16;1;;2;;;12;16;;;
