IDENT_MEN;vag;BCCOD;BCNACHAT;BCLIEU01;BCLIEU02;BCLIEU03;BCLIEU04;BCLIEU05;BCLIEU06;BCLIEU07;BCLIEU08;BCLIEU09;BCLIEU10;BCPRIX;BCLIEU00;BCPRIX_D
04578;1;2;1;0;0;0;0;0;0;0;0;0;0;4;;4
04578;1;2;1;0;0;0;0;0;0;0;0;0;0;4;;20
04578;1;3;20;0;0;0;0;0;0;0;1;0;1;130;;130
04583;3;1;2;0;0;0;1;0;0;0;0;0;0;999999;;45
04583;3;3;10;0;0;1;1;0;0;0;0;0;0;90;;90
04583;3;5;2;0;0;1;0;0;0;0;0;0;0;20;;20
04597;5;3;1;0;0;0;0;0;0;0;0;1;0;1;;1
04597;5;9;1;0;0;0;0;0;0;0;0;1;0;2;;2
04600;3;7;99;0;0;0;0;0;0;0;0;0;0;999999;;60
04602;3;1;2;0;0;0;0;0;0;1;0;0;0;40;;40
04602;3;3;5;0;0;0;0;0;0;1;0;0;0;60;;60
04603;6;3;5;0;0;1;0;0;0;0;1;0;0;40;;40
04607;6;3;4;0;0;1;0;0;0;1;0;0;0;60;;60
04612;1;3;5;0;0;0;0;0;0;0;1;0;0;50;;50
04616;1;3;99;0;0;0;0;0;0;0;0;0;0;999999;0;10
04636;2;3;1;0;0;0;0;0;0;1;0;0;0;15;;15
04640;3;1;1;0;0;1;0;0;0;0;0;0;0;15;;15
04640;3;3;3;0;0;1;0;0;0;0;0;0;0;15;;15
04652;6;7;3;0;0;0;0;0;0;1;0;0;0;150;;150
04652;6;9;2;0;0;0;1;0;0;0;0;0;0;30;;30
04655;2;7;3;0;0;0;1;0;0;0;0;0;0;156;;156
04655;2;9;2;0;0;0;1;0;0;0;0;0;0;55;;55
04668;3;3;2;0;0;0;1;0;0;0;0;0;0;36;;36
04680;6;3;4;0;0;0;1;0;0;1;0;0;0;27;;27
04684;4;1;1;0;0;1;0;0;0;0;0;0;0;11;;11
04684;4;2;1;0;0;0;0;0;0;0;0;0;0;9;;9
04684;4;4;3;0;0;0;0;0;0;0;0;0;0;12;;62
04684;4;4;3;0;0;0;0;0;0;0;0;0;0;12;;12
04684;4;9;6;0;0;0;0;0;0;1;0;0;0;65;;65
04689;1;7;1;0;0;0;0;0;0;0;1;0;0;35;;35
04691;1;1;17;0;0;0;0;0;0;0;1;0;0;400;;400
04691;1;7;2;0;0;0;0;0;0;1;0;0;0;20;;20
04694;2;5;2;0;0;0;1;0;0;0;0;0;0;30;;30
04700;1;7;99;0;0;0;0;0;0;0;0;0;0;999999;;40
04715;3;1;2;0;0;0;1;0;0;0;0;0;0;40;;40
04717;1;3;8;0;0;0;0;0;0;0;1;0;0;25;;25
04722;1;3;6;0;0;1;0;0;0;0;0;0;0;83;;83
04722;1;7;1;0;0;1;0;0;0;0;0;0;0;20;;20
04728;6;7;1;0;0;0;0;0;0;0;0;1;0;15;;15
04728;6;9;1;0;0;0;1;0;0;0;0;0;0;8;;8
04738;3;7;30;0;0;1;0;0;0;0;0;0;0;1500;;1500
04739;1;3;33;0;0;0;1;0;0;0;1;1;0;145;;145
04741;3;4;2;0;0;0;0;0;0;0;0;0;0;12;;60
04741;3;4;2;0;0;0;0;0;0;0;0;0;0;12;;12
04741;3;7;99;0;0;0;0;0;0;0;0;0;0;999999;;3
04747;6;7;1;0;0;0;0;0;0;1;0;0;0;10;;10
04748;6;5;15;0;0;0;0;0;1;0;0;0;0;22;;22
04771;2;3;5;0;0;0;0;0;0;1;0;0;0;50;;50
04771;2;7;1;0;0;0;0;0;0;0;1;0;0;70;;70
04773;5;3;10;0;0;0;0;0;0;0;1;0;0;100;;100
04785;4;5;2;0;0;0;0;0;0;0;1;0;0;10;;10
04792;6;7;99;0;0;0;0;0;0;0;0;0;0;999999;;89
04798;4;2;1;0;0;0;0;0;0;0;0;0;0;1;;1
04798;4;2;1;0;0;0;0;0;0;0;0;0;0;1;;6
04798;4;3;20;0;0;0;0;0;0;1;0;0;0;300;;300
04807;4;3;4;0;0;0;1;0;0;0;0;0;0;20;;20
04807;4;9;5;0;0;0;0;0;0;1;0;0;0;50;;50
04811;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;25
04813;6;4;3;0;0;0;0;0;0;0;0;0;0;30;0;30
04820;5;5;60;0;0;0;0;0;0;0;0;1;0;150;;150
04820;5;7;30;0;0;0;0;0;0;0;0;1;0;100;;100
04829;3;1;2;0;0;0;0;0;0;1;0;0;0;20;;20
04829;3;3;10;0;0;0;0;0;0;1;0;0;0;150;;150
04829;3;5;5;0;0;0;0;0;0;1;0;0;0;50;;50
04831;6;7;99;0;0;0;0;0;0;0;0;0;0;999999;;30
04835;1;1;10;0;0;0;0;0;0;0;1;0;0;150;;150
04835;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;20
04837;4;2;99;0;0;0;0;0;0;0;0;0;0;999999;;20
04837;4;4;2;0;0;0;0;0;0;0;0;0;0;30;;30
04837;4;7;99;0;0;0;0;0;0;0;0;0;0;999999;;150
04855;6;9;1;0;0;1;0;0;0;0;0;0;0;29;;29
04861;1;1;3;0;0;0;0;0;0;1;0;0;0;20;;20
04861;1;3;6;0;0;0;0;0;0;1;0;0;0;60;;60
04861;1;5;3;0;0;0;0;0;0;1;0;0;0;30;;30
04863;3;2;99;0;0;0;0;0;0;0;0;0;0;999999;;1
04866;3;3;2;0;0;0;0;0;0;1;0;0;0;20;;20
04866;3;5;5;0;0;0;0;0;0;1;0;0;0;30;;30
04866;3;7;5;0;0;1;0;0;0;0;0;0;0;40;;40
04866;3;9;6;0;0;0;0;0;0;1;0;0;0;150;;150
04871;2;3;3;0;0;0;0;0;0;1;0;0;0;45;;45
04871;2;7;1;0;0;0;0;0;0;1;0;0;0;70;;70
04871;2;7;1;0;0;0;0;0;0;1;0;0;0;70;;49
04873;2;3;10;0;0;0;0;0;0;0;1;0;0;150;;150
04878;4;2;99;0;0;0;0;0;0;0;0;0;0;999999;;120
04878;4;3;8;0;0;0;0;0;0;1;0;0;0;30;;30
04878;4;9;2;0;0;0;0;0;0;1;0;0;0;130;;130
04896;2;1;1;0;0;0;1;0;0;0;0;0;0;3;;3
04896;2;3;7;0;0;1;0;0;0;0;0;0;0;135;;135
04896;2;7;1;0;0;0;0;0;0;1;0;0;0;15;;15
04896;2;9;2;0;0;0;1;0;0;0;0;0;0;18;;18
04903;5;3;2;0;0;0;0;0;0;0;1;0;0;41;;41
04903;5;4;1;0;0;0;0;0;0;0;0;0;0;6;;6
04903;5;5;4;0;0;0;0;0;0;0;1;0;0;40;;40
04907;2;3;1;0;0;0;0;0;0;0;1;0;0;7;;7
04911;2;3;5;0;0;0;1;0;0;0;0;0;0;999999;;5
04911;2;9;3;0;0;0;1;0;0;0;0;0;0;60;;60
04918;1;3;2;0;0;0;0;0;0;1;0;0;0;20;;20
04918;1;9;5;0;0;0;0;0;0;0;0;1;0;35;;35
04931;5;3;4;0;0;0;0;0;0;1;0;0;0;56;;56
04932;6;2;99;0;0;0;0;0;0;0;0;0;0;999999;;10
04934;6;9;10;0;0;0;1;0;0;0;0;0;0;90;;90
04935;1;1;2;0;0;0;1;0;0;0;0;0;0;25;;25
04935;1;2;99;0;0;0;0;0;0;0;0;0;0;999999;;18
04935;1;3;5;0;0;0;0;0;0;0;1;0;0;100;;100
04936;3;5;2;0;0;0;1;0;0;0;0;0;0;40;;40
04936;3;9;10;0;0;0;0;0;0;0;1;0;0;250;;250
04940;6;3;5;0;0;0;0;0;0;1;0;0;0;35;;35
04949;6;3;3;0;0;0;0;0;0;0;0;0;1;3;;3
04949;6;5;2;0;0;0;1;0;0;0;0;0;1;13;;13
04957;3;3;3;0;0;0;0;0;0;0;1;0;0;32;;32
04958;2;3;2;0;0;0;0;0;0;0;1;0;0;50;;50
04958;2;9;6;0;0;0;1;0;0;0;1;0;0;500;;500
04963;6;3;4;0;0;0;0;0;1;0;0;0;0;8;;8
04965;1;2;99;0;0;0;0;0;0;0;0;0;0;999999;;15
04965;1;7;99;0;0;0;0;0;0;0;0;0;0;999999;;10
04965;1;9;5;0;0;0;0;0;0;0;1;0;0;200;;200
04966;5;3;1;0;0;0;0;0;0;0;1;0;0;6;;6
04970;1;3;6;0;0;0;1;0;0;0;0;0;0;16;;16
04970;1;5;4;0;0;0;1;0;0;0;0;0;0;5;;5
04970;1;9;6;0;0;0;1;0;0;0;0;0;0;40;;40
04971;2;7;3;0;0;0;0;0;0;0;1;0;0;25;;25
04972;3;1;4;0;0;0;0;0;0;1;0;0;0;25;;25
04972;3;3;1;0;0;0;0;0;0;1;0;0;0;8;;8
04972;3;5;3;0;0;0;0;0;0;1;0;0;0;30;;30
04972;3;9;8;0;0;0;0;0;0;1;1;0;0;200;;200
04973;5;7;1;0;0;1;0;0;0;0;0;0;0;14;;14
04977;1;7;1;0;0;0;1;0;0;0;0;0;0;50;;50
04980;1;3;16;0;0;0;0;0;0;0;1;0;0;100;;100
04980;1;5;2;0;0;0;1;0;0;0;0;0;0;10;;10
04980;1;9;3;0;0;0;0;0;0;0;1;0;0;105;;105
04981;1;1;1;0;0;0;1;0;0;0;0;0;0;14;;14
04985;4;2;3;0;0;0;0;0;0;0;0;0;0;30;;30
04985;4;2;3;0;0;0;0;0;0;0;0;0;0;30;;20
04985;4;4;2;0;0;0;0;0;0;0;0;0;0;2;;60
04985;4;4;2;0;0;0;0;0;0;0;0;0;0;2;;2
04985;4;9;1;0;0;1;0;0;0;0;0;0;0;150;;150
04987;3;3;7;0;0;1;0;0;0;1;1;0;0;999999;;75
04995;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;24
04995;1;5;1;0;0;1;0;0;0;0;0;0;0;12;;12
04995;1;9;1;0;0;0;0;0;0;1;0;0;0;40;;40
04996;6;3;1;0;1;0;0;0;0;0;0;0;0;16;;16
04999;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;20
05003;1;1;6;0;0;0;1;0;0;0;0;0;0;120;;120
05003;1;3;8;0;0;0;1;0;0;0;0;0;0;30;;30
05003;1;5;6;0;0;0;1;0;0;0;0;0;0;80;;80
05013;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;75
05017;5;4;3;0;0;0;0;0;0;0;0;0;0;15;;20
05017;5;4;3;0;0;0;0;0;0;0;0;0;0;15;;15
05019;3;1;1;0;0;0;0;0;0;1;0;0;0;15;;15
05019;3;2;1;0;0;0;0;0;0;0;0;0;0;15;;15
05019;3;3;2;0;0;0;0;0;0;1;0;0;0;40;;40
05019;3;5;1;0;0;0;0;0;0;1;0;0;0;20;;20
05019;3;7;1;0;0;1;0;0;0;0;0;0;0;8;;8
05022;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;8
05024;5;3;20;0;0;0;1;0;0;0;0;1;0;100;;100
05028;4;3;4;0;0;1;0;0;0;0;0;0;0;60;;60
05036;4;1;2;0;0;0;1;0;0;1;0;0;0;30;;30
05036;4;3;2;0;0;0;0;0;0;0;1;0;0;25;;25
05036;4;9;3;0;0;0;0;0;0;1;1;0;0;40;;40
05039;5;1;4;0;0;0;0;0;0;1;0;0;0;45;;45
05039;5;3;2;0;0;0;0;0;0;1;0;0;0;27;;27
05039;5;5;2;0;0;0;0;0;0;1;0;0;0;30;;30
05041;1;3;5;0;0;0;0;0;0;1;0;0;0;30;;30
05041;1;7;2;0;0;0;0;0;0;0;1;0;0;15;;15
05044;4;1;3;0;0;1;0;0;0;0;0;0;0;40;;40
05044;4;3;2;0;0;1;0;0;0;0;1;0;0;30;;30
05047;6;2;99;0;0;0;0;0;0;0;0;0;0;999999;;6
05047;6;3;10;0;0;0;0;0;0;1;0;0;0;100;;100
05048;6;4;99;0;0;0;0;0;0;0;0;0;0;999999;;9
05051;6;2;3;0;0;0;0;0;0;0;0;0;0;5;;5
05051;6;4;2;0;0;0;0;0;0;0;0;0;0;20;;20
05051;6;9;2;0;0;0;1;0;0;0;0;0;0;25;;25
05055;6;4;99;0;0;0;0;0;0;0;0;0;0;999999;;47
05055;6;5;1;0;0;0;1;0;0;0;0;0;0;20;;20
05065;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;21
05065;2;7;2;0;0;0;0;0;0;1;0;0;0;30;;30
05065;2;7;2;0;0;0;0;0;0;1;0;0;0;30;;35
05068;2;7;1;0;0;0;0;0;0;1;0;0;0;40;;40
05068;2;9;2;0;0;0;1;0;0;1;0;0;0;45;;45
05069;2;7;99;0;0;0;0;0;0;0;0;0;0;999999;;60
05078;1;7;3;0;0;1;0;0;0;1;0;0;0;40;;40
05080;3;1;1;0;0;0;0;0;0;1;0;0;0;19;;19
05080;3;3;3;0;0;0;0;0;0;1;0;0;0;30;;30
05085;4;2;1;0;0;0;0;0;0;0;0;0;0;10;;10
05104;3;3;4;0;0;0;0;0;1;0;0;0;0;60;;60
05109;5;3;5;0;0;0;0;0;0;0;1;0;0;50;;50
05109;5;7;1;0;0;0;0;0;0;0;1;0;0;15;;15
05109;5;9;10;0;0;0;0;0;0;0;1;0;0;150;;150
05111;2;2;1;0;0;0;0;0;0;0;0;0;0;10;;10
05111;2;9;5;0;0;0;0;0;0;0;1;0;0;350;;350
05123;2;9;7;0;0;0;1;0;0;0;1;0;0;120;;120
05124;6;2;1;0;0;0;0;0;0;0;0;0;0;6;;6
05124;6;3;1;0;0;0;1;0;0;0;0;0;0;8;;8
05124;6;9;2;0;0;0;1;0;0;0;0;0;0;10;;10
05127;1;1;4;0;0;0;1;0;0;0;0;0;0;60;;60
05127;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;600
05127;1;5;12;0;0;0;0;0;0;0;0;0;1;999999;;100
05127;1;7;2;0;0;0;0;0;0;0;1;0;0;200;;200
05127;1;9;6;0;0;0;0;0;0;0;1;0;0;49;;49
05129;1;3;2;0;0;0;0;0;0;1;0;0;0;30;;30
05132;3;1;1;0;0;0;0;0;0;1;0;0;0;25;;25
05132;3;2;10;0;0;0;0;0;0;0;0;0;0;10;;10
05132;3;3;6;0;0;0;1;1;0;0;0;0;0;50;;50
05132;3;7;2;0;0;1;0;0;0;0;0;0;0;80;;80
05132;3;9;1;0;0;0;1;0;0;0;0;0;0;20;;20
05136;4;9;10;0;0;1;0;0;0;1;0;0;0;50;;50
05138;1;9;1;0;0;0;0;1;0;0;0;0;0;10;;10
05144;6;4;99;0;0;0;0;0;0;0;0;0;0;999999;;13
05146;3;3;4;0;0;0;0;0;0;0;1;0;0;40;;40
05146;3;9;1;0;0;0;1;0;0;0;0;0;0;15;;15
05147;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;30
05151;1;1;2;0;0;0;0;0;0;1;0;0;0;20;;20
05151;1;3;3;0;0;0;0;0;0;1;0;0;0;40;;40
05151;1;5;2;0;0;0;0;0;0;1;0;0;0;25;;25
05153;4;3;99;0;0;0;0;0;0;0;0;0;0;999999;;4
05153;4;7;99;0;0;0;0;0;0;0;0;0;0;999999;;20
05153;4;9;99;0;0;0;0;0;0;0;0;0;0;75;;75
05156;2;3;2;0;0;0;0;0;0;0;0;1;0;4;;4
05157;6;3;4;0;0;0;1;0;0;0;0;0;0;80;;80
05158;5;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
05158;5;3;2;0;0;0;1;0;0;0;0;0;0;10;;10
05160;5;9;4;0;0;0;0;0;0;0;0;0;0;29;0;29
05165;5;1;1;0;0;1;0;0;0;0;0;0;0;9;;9
05165;5;2;1;0;0;0;0;0;0;0;0;0;0;5;;5
05165;5;3;2;0;0;0;0;0;0;1;0;0;0;15;;15
05169;1;5;1;0;0;0;1;0;0;0;0;0;0;9;;9
05169;1;7;1;0;0;0;1;0;0;0;0;0;0;39;;39
05169;1;9;2;0;0;0;1;0;0;0;0;0;0;999999;;40
05172;1;3;99;0;0;0;0;0;0;0;0;0;0;999999;;10
05173;1;2;1;0;0;0;0;0;0;0;0;0;0;9;;9
05173;1;3;1;0;0;0;0;0;0;0;1;0;0;999999;;7
05173;1;7;99;0;0;0;0;0;0;0;0;0;0;999999;;18
05181;4;7;3;0;0;0;0;0;0;0;1;0;0;999999;;55
05182;6;3;2;0;0;1;0;0;0;0;0;0;0;24;;24
05183;4;1;2;0;0;0;0;0;0;1;0;0;0;22;;22
05183;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;4
05184;3;7;2;0;0;0;1;0;0;0;0;0;0;120;;120
05185;2;7;3;0;0;1;0;0;0;0;0;0;0;40;;40
05190;2;1;2;0;0;0;1;0;0;0;0;0;0;30;;30
05192;2;1;1;0;0;0;1;0;0;0;0;0;0;14;;14
05193;1;3;3;0;0;0;0;0;0;0;1;0;0;45;;45
05197;6;3;2;0;0;0;0;0;0;1;0;0;0;15;;15
05197;6;9;6;0;0;0;0;0;0;1;0;0;0;100;;100
05214;1;3;1;0;0;0;0;1;0;0;0;0;0;21;;21
05222;4;3;2;0;0;1;0;0;0;0;0;0;0;60;;60
05223;6;3;5;0;0;0;1;0;0;0;0;0;0;25;;25
05223;6;9;2;0;0;0;1;0;0;0;0;0;0;16;;16
05234;5;1;1;0;0;1;0;0;0;0;0;0;0;17;;17
05234;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;60
05235;6;1;2;0;0;0;0;0;0;1;0;0;0;40;;40
05235;6;3;2;0;0;0;0;0;0;1;0;0;0;37;;37
05235;6;7;2;0;0;0;0;0;0;1;0;0;0;70;;70
05243;5;1;12;0;0;0;1;0;0;0;0;0;0;130;;130
05251;1;3;2;0;0;0;0;0;0;0;0;0;1;7;;7
05263;4;3;1;0;0;0;0;0;0;0;0;0;1;11;;11
05264;2;1;1;0;0;0;1;0;0;0;0;0;0;12;;12
05264;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;16
05278;2;1;5;0;0;1;0;0;0;0;1;0;0;50;;50
05278;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;94
05278;2;5;2;0;0;0;0;0;0;0;1;0;0;20;;20
05280;1;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
05289;2;3;6;0;0;1;0;0;0;0;0;0;0;49;;49
05289;2;7;99;0;0;0;0;0;0;0;0;0;0;999999;;20
05293;2;3;15;0;0;1;0;0;0;1;0;0;0;150;;150
05293;2;9;1;0;0;1;0;0;0;0;0;0;0;35;;35
05295;1;3;10;0;0;0;1;0;0;0;0;0;0;999999;;50
05296;2;3;2;0;0;0;0;0;0;0;1;0;0;40;;40
05297;2;3;1;0;0;0;0;0;0;0;0;1;0;10;0;10
05300;1;3;2;0;0;0;0;0;0;1;0;0;0;30;;30
05303;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;10
05304;6;9;2;0;0;0;0;0;0;0;1;0;0;45;;45
05306;3;7;1;0;0;0;1;0;0;0;0;0;0;50;;50
05313;3;2;2;0;0;0;0;0;0;0;0;0;0;999999;;12
05313;3;2;2;0;0;0;0;0;0;0;0;0;0;999999;;12
05313;3;3;3;0;0;0;1;0;0;0;0;0;0;999999;;20
05313;3;7;1;0;0;0;1;0;0;0;0;0;0;50;;50
05313;3;9;3;0;0;1;1;0;0;0;0;0;0;300;;300
05315;4;1;8;1;0;0;0;0;0;0;0;0;0;24;;24
05322;1;3;20;0;0;0;0;0;0;0;1;1;0;72;;72
05322;1;7;1;0;0;0;0;0;0;0;0;1;0;12;;12
05322;1;7;1;0;0;0;0;0;0;0;0;1;0;12;;39
05322;1;9;2;0;0;0;0;0;0;1;0;1;0;140;;140
05324;6;9;4;0;0;0;0;0;0;0;1;0;0;400;;400
05328;2;3;20;0;0;0;0;0;0;0;0;0;1;786;;786
05328;2;9;6;0;0;0;0;0;1;0;0;0;0;50;;50
05329;3;5;1;0;0;0;1;0;0;0;0;0;0;35;;35
05329;3;7;2;0;0;0;0;0;0;1;0;0;0;160;;160
05335;2;3;1;0;0;0;0;0;0;0;1;0;0;35;;35
05337;4;7;2;0;0;1;0;0;0;0;1;0;0;100;;100
05337;4;9;6;0;0;0;0;0;0;0;1;0;0;150;;150
05339;3;3;2;0;0;0;0;0;0;1;0;0;0;10;;10
05339;3;7;1;0;0;1;0;0;0;0;0;0;0;30;;30
05339;3;9;5;0;0;1;0;0;0;0;0;0;0;150;;150
05340;1;3;2;0;0;0;0;0;0;0;1;0;0;39;;39
05340;1;7;1;0;0;0;0;0;0;0;1;0;0;10;;10
05340;1;9;5;0;0;0;1;0;0;0;0;0;0;30;;30
05342;6;1;4;0;0;1;0;0;0;0;0;0;0;8;;8
05343;2;1;20;0;0;0;0;0;0;0;0;1;0;30;;30
05343;2;3;2;0;0;1;0;0;0;0;0;0;0;49;;49
05359;3;3;8;0;0;0;0;0;0;1;0;0;0;80;;80
05360;6;3;4;0;0;0;0;0;0;0;1;0;0;60;;60
05361;2;1;5;0;0;0;1;0;0;0;0;0;0;25;;25
05361;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;5
05361;2;5;1;0;0;0;1;0;0;0;0;0;0;20;;20
05361;2;9;2;0;0;0;1;0;0;0;0;0;0;15;;15
05362;5;1;2;0;0;0;0;0;0;1;0;0;0;40;;40
05364;2;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
05364;2;3;13;0;1;0;0;0;0;0;1;0;1;60;;60
05364;2;5;1;0;1;0;0;0;0;0;0;0;0;10;;10
05364;2;9;15;0;0;1;1;0;0;0;0;0;0;90;;90
05365;2;7;1;0;0;0;0;0;0;1;0;0;0;40;;40
05367;2;7;1;0;0;0;0;0;0;0;1;0;0;70;;70
05378;3;2;99;0;0;0;0;0;0;0;0;0;0;999999;;5
05378;3;5;2;0;0;0;1;0;0;0;0;0;0;8;;8
05378;3;7;2;0;0;0;0;0;0;0;1;0;0;18;;18
05378;3;9;2;0;0;0;1;0;0;0;0;0;0;20;;20
05382;3;2;2;0;0;0;0;0;0;0;0;0;0;999999;;10
05385;4;3;10;0;0;0;1;0;0;0;0;0;0;25;;25
05385;4;9;3;0;0;0;1;0;0;0;0;0;0;70;;70
05387;5;4;99;0;0;0;0;0;0;0;0;0;0;999999;;290
05395;6;7;1;0;0;0;0;0;0;0;1;0;0;10;;10
05408;4;3;3;0;0;0;0;0;0;1;0;0;0;40;;40
05408;4;9;3;0;0;0;0;0;0;1;0;0;0;80;;80
05409;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;120
05415;5;7;1;0;0;0;0;0;0;0;1;0;0;40;;40
05415;5;9;10;0;0;0;1;0;0;1;0;0;0;50;;50
05422;3;9;12;0;0;0;1;0;0;0;1;0;0;500;;500
05430;4;3;6;0;0;0;0;0;0;0;1;0;0;50;;50
05431;6;1;3;0;0;0;1;0;0;0;0;0;0;40;;40
05431;6;3;10;0;0;0;1;0;0;0;0;1;0;80;;80
05431;6;5;7;0;0;0;0;0;0;0;1;1;0;80;;80
05432;2;3;3;0;0;0;1;0;0;0;0;0;0;60;;60
05433;4;2;4;0;0;0;0;0;0;0;0;0;0;999999;;4
05433;4;5;1;0;0;0;1;0;0;0;0;0;0;10;;10
05433;4;7;1;0;0;0;0;0;0;0;1;0;0;40;;40
05433;4;7;1;0;0;0;0;0;0;0;1;0;0;40;;15
05438;3;1;1;0;0;1;0;0;0;0;0;0;0;15;;15
05448;4;2;7;0;0;0;0;0;0;0;0;0;0;210;;210
05448;4;7;99;0;0;0;0;0;0;0;0;0;0;999999;;17
05451;4;3;5;0;0;0;0;0;0;1;0;0;0;37;;37
05452;1;3;5;0;0;1;0;0;0;0;0;0;0;30;;30
05452;1;4;5;0;0;0;0;0;0;0;0;0;0;30;;30
05452;1;9;4;0;0;0;1;0;0;0;0;0;0;20;;20
05453;1;1;1;0;0;0;0;0;0;0;0;1;0;15;;15
05453;1;3;10;0;0;0;0;0;0;0;1;0;0;200;;200
05462;1;3;3;0;0;1;1;0;0;0;0;0;0;40;;40
05463;6;3;7;0;0;0;0;0;0;0;1;0;0;35;;35
05473;6;3;10;0;0;0;0;0;0;1;0;0;0;150;;150
05476;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;57
05482;2;3;10;0;0;1;0;0;0;1;0;0;0;200;;200
05482;2;9;6;0;0;1;0;0;0;1;0;0;0;300;;300
05500;6;2;99;0;0;0;0;0;0;0;0;0;0;999999;;13
05500;6;4;1;0;0;0;0;0;0;0;0;0;0;19;;54
05500;6;4;1;0;0;0;0;0;0;0;0;0;0;19;;19
05500;6;9;8;0;0;0;0;0;0;1;1;0;0;220;;220
05502;5;3;2;0;0;0;1;0;0;0;0;0;0;18;;18
05502;5;7;2;0;0;0;0;0;0;0;1;0;0;24;;24
05509;4;3;15;0;0;0;1;0;0;0;0;0;0;80;;80
05512;4;4;99;0;0;0;0;0;0;0;0;0;0;999999;;12
05516;4;3;5;0;0;0;1;0;0;0;0;0;0;35;;35
05518;3;2;99;0;0;0;0;0;0;0;0;0;0;999999;;2
05518;3;3;6;0;0;1;0;0;0;0;0;0;0;40;;40
05535;1;2;99;0;0;0;0;0;0;0;0;0;0;999999;;1
05535;1;4;99;0;0;0;0;0;0;0;0;0;0;999999;;40
05535;1;5;4;0;0;0;1;0;0;0;0;0;0;6;;6
05535;1;9;10;0;0;0;0;0;1;0;0;0;0;30;;30
05540;1;9;7;0;0;0;1;0;0;0;0;0;0;40;;40
05546;3;4;99;0;0;0;0;0;0;0;0;0;0;999999;;20
05546;3;9;6;0;0;0;1;0;0;0;0;0;0;200;;200
05549;1;1;2;0;0;0;0;0;0;1;0;0;0;26;;26
05549;1;3;1;0;0;0;1;0;0;0;0;0;0;10;;10
05558;1;1;2;0;0;0;1;0;0;0;0;0;0;18;;18
05558;1;3;4;0;0;0;0;0;0;0;1;0;0;35;;35
05559;6;2;99;0;0;0;0;0;0;0;0;0;0;9;;9
05559;6;7;99;0;0;0;0;0;0;0;0;0;0;999999;;5
05561;4;1;3;0;0;0;1;0;0;1;0;0;0;45;;45
05565;5;3;1;0;0;0;0;0;0;0;0;1;0;2;;2
05565;5;7;3;0;0;0;0;0;0;0;0;1;0;25;;25
05570;1;5;1;0;0;0;1;0;0;0;0;0;0;15;;15
05572;1;3;4;0;0;0;0;0;0;0;1;0;0;60;;60
05577;4;2;99;0;0;0;0;0;0;0;0;0;0;999999;;50
05577;4;3;10;0;0;0;1;0;0;0;0;0;0;50;;50
05577;4;4;3;0;0;0;0;0;0;0;0;0;0;60;;60
05578;1;3;4;0;0;0;1;0;0;0;0;0;0;75;;75
05581;2;3;3;0;0;1;0;0;0;0;0;0;0;25;;25
05587;1;4;5;0;0;0;0;0;0;0;0;0;0;30;;30
05588;1;3;6;0;0;0;0;0;0;0;1;0;0;75;;75
05597;6;9;1;0;0;1;0;0;0;0;0;0;0;17;;17
05599;6;3;2;0;0;0;0;0;0;0;1;0;0;24;;24
05605;5;5;1;0;0;1;0;0;0;0;0;0;0;16;;16
05606;1;1;4;0;0;0;0;0;0;1;0;0;0;40;;40
05606;1;3;5;0;0;0;0;0;0;1;0;0;0;80;;80
05607;4;5;4;0;0;1;0;0;0;0;0;0;0;50;;50
05607;4;9;2;0;0;1;0;0;0;0;0;0;0;20;;20
05615;5;3;1;0;1;0;0;0;0;0;0;0;0;17;;17
05615;5;9;1;0;0;0;0;0;0;0;1;0;0;7;;7
05618;5;3;5;0;0;0;0;0;0;0;0;1;0;5;;5
05620;3;3;3;0;0;1;1;0;0;0;0;0;0;20;;20
05620;3;9;2;0;0;0;1;0;0;0;0;0;0;65;;65
05622;6;1;1;0;0;0;1;0;0;0;0;0;0;15;;15
05624;1;2;99;0;0;0;0;0;0;0;0;0;0;999999;;4
05625;2;1;2;0;0;0;0;0;0;1;0;0;0;30;;30
05625;2;4;99;0;0;0;0;0;0;0;0;0;0;999999;;85
05625;2;5;2;0;0;0;0;0;0;1;0;0;0;50;;50
05625;2;7;2;0;0;0;0;0;0;0;1;0;0;80;;80
