IDENT_MEN;VAG;NBVEHIC;MARQUE;CARBU1;CARBU2;CARBU3;CARBU4;CARBU5;Anvoi;EXPVOI1;EXPVOI2;EXPVOI3;EXPVOI4;Provoi;Protrav;Km_Auto;Repar_auto;Fraisvoi;Persvoi;Quivoi;Apvoi;Gravoi;Recvoi;Moisvoi;Lieuvoi;Acqvoi;Crevoi;Empvoi;Apervoi;Mcrevoi;Ancvoi;Repvoi;Privoi;MARQUE_D;NUMVEHIC;FRAISVOI_D;REPAR_AUTO_D;MCREVOI_D;PRIVOI_D;REPVOI_D
02851;1;2;SEAT ALTEA;0;1;0;0;0;2006;1;0;1;0;;95;650;300;0;1;2;3;;2009;;;;;;;;;;;SEAT ALTEA;1;;300;;;
02851;1;2;TOYOTA COROLAVERSA;0;1;0;0;0;2008;1;0;1;0;;50;400;270;0;1;1;3;;2013;;;;;;;;;;;TOYOTA COROLLA;2;;270;;;
02855;4;1;PEUGEOT 3008;1;0;0;0;0;2016;1;0;1;0;;50;300;0;200;1;2;3;;2016;;;;;;;;;;;PEUGEOT 3008;1;200;;;;
02856;3;2;FIAT;0;1;0;0;0;2016;1;0;0;0;;0;0;0;0;1;2;1;;2016;8;2;1;1;20000;0;2500;1;3000;23000;FIAT - NON SPECIFIE;1;;;2500;23000;3000
02856;3;2;MITSHUBICHI;1;0;0;0;0;2016;0;0;1;0;;;;0;0;1;1;1;;2016;7;2;1;1;20000;0;2500;5;0;20000;MITSUBISHI - NON SPECIFIE;2;;;2500;20000;0
02857;1;1;RENAULT TWINGO;1;0;0;0;0;2006;0;0;1;0;;;;300;0;1;1;3;;2013;;;;;;;;;;;RENAULT TWINGO;1;;300;;;
02858;5;2;206;0;1;0;0;0;2005;1;0;1;0;;50;480;0;40;1;1;3;;2013;;;;;;;;;;;PEUGEOT 206;1;40;;;;
02858;5;2;FORD FIESTA;1;0;0;0;0;2000;0;0;1;0;;;;0;11;1;2;3;;2014;;;;;;;;;;;FORD FIESTA;2;11;;;;
02860;5;1;TOYOTA AURIS;0;1;0;0;0;2013;1;0;1;0;;10;50;200;0;1;1;3;;2016;7;2;2;3;0;12600;;1;400;13000;TOYOTA AURIS;1;;200;;13000;400
02861;3;1;CHEVROLET AVEO;1;0;0;0;0;2009;0;0;1;0;;;;624;0;1;2;3;;2009;;;;;;;;;;;CHEVROLET AVEO;1;;624;;;
02862;1;2;MAZDA;0;1;0;0;0;2000;0;0;1;0;;;;200;0;1;2;3;;2000;;;;;;;;;;;MAZDA - NON SPECIFIE;1;;200;;;
02862;1;2;NISAN;0;1;0;0;0;2007;0;0;1;0;;;;300;0;1;1;3;;2007;;;;;;;;;;;NISSAN - NON SPECIFIE;2;;300;;;
02863;2;1;CITROEN XARA;0;1;0;0;0;2006;0;0;1;0;;;;0;0;1;1;3;;2013;;;;;;;;;;;CITROEN XSARA;1;;;;;
02864;2;1;PEUGEOT;1;0;0;0;0;2000;0;0;1;0;;;;600;100;1;1;3;;2000;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;100;600;;;
02865;1;2;LAND  ROVER;0;1;0;0;0;2014;0;0;1;0;;;;0;150;1;2;3;;2014;;;;;;;;;;;LANDROVER 4X4;1;150;;;;
02865;1;2;MINI;1;0;0;0;0;2015;0;0;1;0;;;;0;0;1;1;3;;2015;11;2;1;3;;;;3;;20000;MINI COOPER;2;;;;20000;
02866;6;3;306;0;1;0;0;0;2000;0;0;1;0;;;;0;0;2;;3;;2007;;;;;;;;;;;PEUGEOT 306;1;;;;;
02866;6;3;KANGOO RENAULT;0;1;0;0;0;2003;0;0;1;0;;;;0;0;1;1;3;;2015;;;;;;;;;;;RENAULT KANGOO;2;;;;;
02866;6;3;PEUGEOT 807;0;1;0;0;0;2014;0;1;1;0;25;;;0;0;1;2;3;;2014;;;;;;;;;;;PEUGEOT 807;3;;;;;
02867;4;1;PEUGEOT 207;0;1;0;0;0;2001;1;0;1;0;;83;300;499;0;1;2;3;;2012;;;;;;;;;;;PEUGEOT 207;1;;499;;;
02868;3;1;TOYOTA AYGO;1;0;0;0;0;2012;0;0;1;0;;;;0;170;1;1;3;;2012;;;;;;;;;;;TOYOTA AYGO;1;170;;;;
02869;3;2;C3;0;1;0;0;0;2009;0;0;1;0;;;;0;230;1;2;3;;2009;;;;;;;;;;;CITROEN C3;1;230;;;;
02869;3;2;KANGOO;1;0;0;0;0;2002;0;0;1;0;;;;400;80;1;1;3;;2002;;;;;;;;;;;RENAULT KANGOO;2;80;400;;;
02870;2;2;PEUGEOT;0;1;0;0;0;2006;1;0;1;0;;80;102;0;0;1;2;3;;2010;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;;;;
02870;2;2;RENAULT;0;1;0;0;0;2003;1;0;1;0;;0;100;230;0;1;1;3;;2009;;;;;;;;;;;RENAULT - NON SPECIFIE;2;;230;;;
02871;5;2;307 PEUGEOT;0;1;0;0;0;2000;1;0;1;0;;90;90;0;120;1;1;3;;2007;;;;;;;;;;;PEUGEOT 307;1;120;;;;
02871;5;2;RENAULT MEGANE;0;1;0;0;0;2012;1;0;1;0;;90;279;200;110;1;2;3;;2014;;;;;;;;;;;RENAULT MEGANE;2;110;200;;;
02873;1;1;CITROEN;0;1;0;0;0;2009;0;0;1;0;;;;480;0;1;1;3;;2009;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;480;;;
02874;3;1;FORD ECO SPORT;0;1;0;0;0;2015;0;0;1;0;;;;0;0;1;1;1;;2015;;;;;;;;;;;FORD;1;;;;;
02876;4;2;CITROEN C3;0;1;0;0;0;2007;0;0;1;0;;;;0;0;1;2;3;;2014;;;;;;;;;;;CITROEN C3;1;;;;;
02876;4;2;RENAULT ESPACE;0;1;0;0;0;2007;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT ESPACE;2;;;;;
02877;3;1;RENAULT;1;0;0;0;0;2006;1;0;0;0;;80;200;0;250;1;2;3;;2009;;;;;;;;;;;RENAULT - NON SPECIFIE;1;250;;;;
02878;4;1;XSARA PICASSO;0;1;0;0;0;2002;1;0;1;0;;80;200;999999;0;1;1;3;;2014;;;;;;;;;;;CITROEN XSARA;1;;300;;;
02879;4;2;SANDERO;0;1;0;0;0;2013;1;0;1;0;;90;130;0;0;1;1;3;;2013;;;;;;;;;;;DACIA SANDERO;1;;;;;
02879;4;2;TIGRA;1;0;0;0;0;2000;1;0;0;0;;100;35;0;0;1;2;3;;2000;;;;;;;;;;;VOLKSWAGEN TIGUAN;2;;;;;
02880;4;1;RENAULT CLIO;0;1;0;0;0;2013;0;0;1;0;;;;0;0;1;1;3;;2014;;;;;;;;;;;RENAULT CLIO;1;;;;;
02881;6;2;BMW Z3;1;0;0;0;0;2000;0;0;0;1;;;;0;0;3;;3;;2002;;;;;;;;;;;BMW - GROUPE;1;;;;;
02881;6;2;CITROEN PICASSO;0;1;0;0;0;2004;0;0;1;0;;;;0;150;1;1;3;;2004;;;;;;;;;;;CITROEN PICASSO;2;150;;;;
02882;6;2;NISSAN;0;1;0;0;0;2015;1;1;1;0;40;40;250;0;0;1;2;1;;2015;;;;;;;;;;;NISSAN - NON SPECIFIE;1;;;;;
02882;6;2;RENAULT MODUS;0;1;0;0;0;2009;1;0;1;0;;80;130;0;0;1;1;3;;2013;;;;;;;;;;;RENAULT MODUS;2;;;;;
02883;3;1;DACIA;0;1;0;0;0;2005;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;DACIA - NON SPECIFIE;1;;;;;
02885;1;1;3008;0;1;0;0;0;2014;0;0;1;0;;;;0;0;1;1;3;;2014;;;;;;;;;;;PEUGEOT 3008;1;;;;;
02886;1;1;TOYOTA;0;1;0;0;0;2003;0;0;1;0;;;;0;0;1;2;3;;2005;;;;;;;;;;;TOYOTA - NON SPECIFIE;1;;;;;
02888;5;1;PEUGEOT PARTNER;0;1;0;0;0;2000;0;0;1;0;;;;1000;80;1;1;3;;2000;;;;;;;;;;;PEUGEOT PARTNER;1;80;1000;;;
02889;3;1;C4 PICASSO;0;1;0;0;0;2008;0;0;1;0;;;;1000;0;3;;3;;2008;;;;;;;;;;;CITROEN PICASSO;1;;1000;;;
02890;3;1;RENAULT;1;0;0;0;0;1996;1;0;1;0;;75;400;0;100;1;1;3;;2013;;;;;;;;;;;RENAULT - NON SPECIFIE;1;100;;;;
02891;5;2;CITROEN C4;0;1;0;0;0;2010;1;0;1;0;;80;200;500;120;1;1;3;;2013;;;;;;;;;;;CITROEN C4;1;120;500;;;
02891;5;2;FORD TRANSIT;0;1;0;0;0;2005;1;0;1;0;;80;200;0;0;1;2;3;;2017;1;2;2;3;0;0;;2;5000;5000;FORD TRANSIT;2;;;;5000;5000
02892;3;2;208 PEUGEOT;1;0;0;0;0;2015;1;0;0;0;;100;156;0;0;1;1;1;;2015;;;;;;;;;;;PEUGEOT 208;1;;;;;
02892;3;2;508 PEUGEOT;0;1;0;0;0;2014;1;0;1;0;;90;676;0;0;1;2;3;;2014;;;;;;;;;;;PEUGEOT 508;2;;;;;
02893;3;1;PEUGEOT 207;0;1;0;0;0;2011;0;0;1;0;;;;0;0;3;;3;;2011;;;;;;;;;;;PEUGEOT 207;1;;;;;
02894;4;2;DUSTER;0;1;0;0;0;2017;1;0;1;0;;80;99999;0;0;1;1;3;;2017;1;2;1;1;20000;0;1688;1;2000;22000;DACIA DUSTER;1;;;1688;22000;2000
02894;4;2;PEUGEOT PARTNER;0;1;0;0;0;2013;1;0;1;0;;80;99999;300;0;1;2;3;;2014;;;;;;;;;;;PEUGEOT PARTNER;2;;300;;;
02895;2;2;BMW;0;1;0;0;0;2014;0;1;1;0;90;;;0;0;1;2;3;;2016;1;2;2;3;0;31000;;2;14000;45000;BMW - NON SPECIFIE;1;;;;45000;14000
02895;2;2;PORSCHE;1;0;0;0;0;2007;0;0;1;0;;;;1500;0;1;2;3;;2014;;;;;;;;;;;PORSCHE - NON SPECIFIE;2;;1500;;;
02896;3;2;MEGANE;0;1;0;0;0;2007;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT MEGANE;1;;;;;
02896;3;2;R21;0;1;0;0;0;1986;0;0;0;1;;;;0;0;1;1;3;;1987;;;;;;;;;;;RENAULT 21;2;;;;;
02897;5;1;TOYOTA;1;0;0;0;0;2011;1;0;0;0;;70;99999;0;999999;1;3;3;;2013;;;;;;;;;;;TOYOTA - NON SPECIFIE;1;989;;;;
02899;6;2;FORD SEMAX;0;1;0;0;0;2007;1;0;1;0;;70;200;0;52;1;1;3;;2007;;;;;;;;;;;FORD S-MAX;1;52;;;;
02899;6;2;NISSAN MICRA;1;0;0;0;0;2005;1;1;1;0;0;0;207;0;24;1;2;3;;2005;;;;;;;;;;;NISSAN MICRA;2;24;;;;
02900;2;2;PICASSO;0;1;0;0;0;2000;0;0;1;0;;;;0;60;1;1;3;;2000;;;;;;;;;;;CITROEN PICASSO;1;60;;;;
02900;2;2;SKODA;1;0;0;0;0;2012;0;0;1;0;;;;0;60;1;2;3;;2012;;;;;;;;;;;SKODA - NON SPECIFIE;2;60;;;;
02901;1;1;TOYOTA;0;1;0;0;0;2012;0;0;1;0;;;;0;0;1;1;3;;2015;6;;;;;;;;;;TOYOTA - NON SPECIFIE;1;;;;;
02902;4;1;PEUGEOT;0;1;0;0;0;2008;1;0;1;0;;65;250;0;0;1;1;3;;2015;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;;;;
02903;1;1;PEUGEOT;0;1;0;0;0;2008;1;0;1;0;;80;200;1000;0;1;2;3;;2013;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;1000;;;
02904;6;1;VOLKSWAGEN;0;1;0;0;0;2000;1;1;1;0;0;0;0;0;0;1;1;3;;2016;4;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;1;;;;;
02905;3;2;BMW;0;1;0;0;0;2012;1;0;1;0;;90;400;0;0;1;2;3;;2015;;;;;;;;;;;BMW - NON SPECIFIE;1;;;;;
02905;3;2;MEGANE;0;1;0;0;0;2008;1;0;1;0;;90;430;0;0;1;1;3;;2012;;;;;;;;;;;RENAULT MEGANE;2;;;;;
02908;5;1;207 PEUGEOT;0;1;0;0;0;2012;1;0;1;0;;80;38;0;119;1;1;3;;2012;;;;;;;;;;;PEUGEOT 207;1;119;;;;
02909;5;3;AUDI A4;0;1;0;0;0;2010;1;0;1;0;;0;400;800;256;3;;3;;2015;;;;;;;;;;;AUDI A4;1;256;800;;;
02909;5;3;CLIO 3;0;1;0;0;0;2012;0;1;0;0;100;;;230;85;1;2;3;;2016;3;;;;;;;;;;RENAULT CLIO;2;85;230;;;
02909;5;3;RENAULT MASTER2;0;1;0;0;0;2004;0;0;1;0;;;;150;0;1;1;3;;2014;;;;;;;;;;;RENAULT MASTER;3;;150;;;
02911;5;1;PEUGEOT 207;0;1;0;0;0;2011;1;0;1;0;;50;400;0;0;1;1;3;;2011;;;;;;;;;;;PEUGEOT 207;1;;;;;
02912;3;1;RENAULT MODUS;1;0;0;0;0;2006;0;0;1;0;;;;300;0;1;1;3;;2014;;;;;;;;;;;RENAULT MODUS;1;;300;;;
02913;6;2;CADDY;0;1;0;0;0;2015;0;0;1;0;;;;0;0;1;3;3;;2015;;;;;;;;;;;VOLKSWAGEN CADDY;1;;;;;
02913;6;2;SPRINTER;0;1;0;0;0;2010;0;1;0;0;0;;;0;0;1;1;3;;2010;;;;;;;;;;;MERCEDES - UTILITAIRE;2;;;;;
02914;3;2;FORD GRD C MAX;1;0;0;0;0;2012;1;0;1;0;;30;300;0;0;1;1;3;;2012;;;;;;;;;;;FORD C-MAX;1;;;;;
02914;3;2;RENAULT TWINGO;1;0;0;0;0;1994;0;0;1;0;;;;300;120;1;2;3;;1998;;;;;;;;;;;RENAULT TWINGO;2;120;300;;;
02915;3;2;NISSAN MICRA;1;0;0;0;0;2005;0;0;1;0;;;;0;80;1;2;3;;2011;;;;;;;;;;;NISSAN MICRA;1;80;;;;
02915;3;2;NISSAN PRIMERA;1;0;0;0;0;2005;0;0;1;0;;;;821;0;1;1;3;;2010;;;;;;;;;;;NISSAN PRIMERA;2;;821;;;
02917;2;2;BMW;0;1;0;0;0;2003;0;0;1;0;;;;0;0;1;1;3;;2012;;;;;;;;;;;BMW - NON SPECIFIE;1;;;;;
02917;2;2;SCENIC;0;1;0;0;0;2000;1;0;0;0;;27;640;262;438;1;1;3;;2016;9;3;2;3;;;;5;;1500;RENAULT SCENIC;2;438;262;;1500;
02918;3;1;208 PEUGEOT;1;0;0;0;0;2012;0;0;1;0;;;;0;0;1;1;3;;2012;;;;;;;;;;;PEUGEOT 208;1;;;;;
02921;2;2;PEUGEOT;0;1;0;0;0;2006;1;0;1;0;;50;6;0;0;1;2;3;;2008;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;;;;
02921;2;2;TIGUAN;0;1;0;0;0;2008;0;0;1;0;;;;700;0;1;1;3;;2008;;;;;;;;;;;VOLKSWAGEN TIGUAN;2;;700;;;
02923;1;2;NISSAN MICRA;1;0;0;0;0;2014;1;0;1;0;;999;300;0;0;1;1;3;;2015;9;;;;;;;;;;NISSAN MICRA;1;;;;;
02923;1;2;YUNDHAI;1;0;0;0;0;2002;1;1;1;0;5;25;200;0;0;1;2;3;;2016;8;3;2;3;0;0;;2;2000;400;HYUNDAI - NON SPECIFIE;2;;;;400;2000
02924;2;1;RENAULT CLIO;1;0;0;0;0;1998;1;0;1;0;;0;93;999999;0;1;1;2;2;;;;;;;;;;;;RENAULT CLIO;1;;300;;;
02927;4;1;PICASSO;0;1;0;0;0;2006;1;0;1;0;;65;99999;0;350;1;1;3;;2015;;;;;;;;;;;CITROEN PICASSO;1;350;;;;
02928;2;1;WOLSWAGEN TOURAN;0;1;0;0;0;2012;1;0;1;0;;50;500;0;0;1;1;3;;2016;9;2;2;1;5300;0;2400;1;6200;11500;VOLKSWAGEN TOURAN;1;;;2400;11500;6200
02929;2;2;MAZDA 3;0;1;0;0;0;2010;1;0;1;0;;999;99999;0;220;1;1;3;;2012;;;;;;;;;;;MAZDA;1;220;;;;
02929;2;2;YAMAHA FZ6;1;0;0;0;0;2004;1;0;0;0;;0;0;0;0;1;1;3;;2016;6;3;2;1;3000;0;960;3;0;3000;pas une voiture ?;2;;;960;3000;0
02930;2;1;CHEVROLET;0;1;0;0;0;2013;1;1;1;0;0;0;20;0;999999;1;1;3;;2013;;;;;;;;;;;CHEVROLET - NON SPECIFIE;1;100;;;;
02931;6;2;RENAULT ESPACE;0;1;0;0;0;2005;1;0;1;0;;100;100;450;50;1;1;3;;2014;;;;;;;;;;;RENAULT ESPACE;1;50;450;;;
02931;6;2;RENAULT TWINGO;1;0;0;0;0;1999;0;1;0;0;100;;;0;15;1;1;3;;2017;1;3;2;3;;;;5;;500;RENAULT TWINGO;2;15;;;500;
02933;4;1;FORD FIESTA;1;0;0;0;0;2013;0;0;1;0;;;;417;0;1;2;3;;2013;;;;;;;;;;;FORD FIESTA;1;;417;;;
02935;6;1;DACIA;0;1;0;0;0;2017;0;0;1;0;;;;0;0;1;1;1;;2017;8;2;2;3;;0;458;1;200;14800;DACIA - NON SPECIFIE;1;;;458;14800;200
02936;3;1;CITROEN C4;1;0;0;0;0;2010;0;0;1;0;;;;0;0;1;2;3;;2010;;;;;;;;;;;CITROEN C4;1;;;;;
02937;5;2;NISSAN QASHQAI;0;1;0;0;0;2015;1;0;0;0;;70;110;0;0;1;2;3;;2015;;;;;;;;;;;NISSAN QASHQAI;1;;;;;
02937;5;2;TOYATA YARIS;0;1;0;0;0;2008;1;1;1;0;50;30;350;600;200;1;1;3;;2008;;;;;;;;;;;TOYOTA YARIS;2;200;600;;;
02938;2;1;FORD;1;0;0;0;0;2008;1;0;1;0;;100;60;0;0;1;2;3;;2012;;;;;;;;;;;FORD - NON SPECIFIE;1;;;;;
02939;6;3;C3;1;0;1;0;0;2011;0;0;1;0;;;;250;0;1;2;3;;2011;;;;;;;;;;;CITROEN C3;1;;250;;;
02939;6;3;RENAULT MASTER;0;1;0;0;0;2006;0;0;1;0;;;;700;0;1;1;3;;2011;;;;;;;;;;;RENAULT MASTER;2;;700;;;
02939;6;3;SCENIC;0;1;0;0;0;2002;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT SCENIC;3;;;;;
02940;5;1;306 PEUGEOT;0;1;0;0;0;2001;0;0;1;0;;;;160;65;1;1;3;;2005;;;;;;;;;;;PEUGEOT 306;1;65;160;;;
02941;1;1;PEUGEOT 5008;0;1;0;0;0;2009;1;0;0;0;;95;105;0;0;1;2;3;;2016;8;3;2;3;0;5250;;2;3500;8750;PEUGEOT 5008;1;;;;8750;3500
02942;1;1;RENAULT CLIO;0;1;0;0;0;2006;0;0;1;0;;;;0;0;1;1;3;;2010;;;;;;;;;;;RENAULT CLIO;1;;;;;
02944;2;1;PEUGEOT 206;1;0;0;0;0;1999;0;0;0;1;;;;0;0;1;2;3;;2011;;;;;;;;;;;PEUGEOT 206;1;;;;;
02945;5;2;BM;0;1;0;0;0;2008;1;0;1;0;;80;99999;0;500;1;1;3;;2008;;;;;;;;;;;BMW - NON SPECIFIE;1;500;;;;
02945;5;2;HONDA;0;1;0;0;0;2017;1;0;1;0;;80;99999;0;999999;1;2;3;;2017;2;2;1;1;999999;0;999999;2;0;30000;HONDA - NON SPECIFIE;2;500;;3678;30000;0
02947;1;1;DUSTER;1;0;0;0;0;2013;1;0;1;0;;6;99999;0;0;3;;3;;2014;;;;;;;;;;;DACIA DUSTER;1;;;;;
02948;2;2;OPEL CORSA;1;0;0;0;0;2002;1;0;1;0;;999;80;0;0;1;2;3;;2007;;;;;;;;;;;OPEL CORSA;1;;;;;
02948;2;2;PEUGEOT 308;0;1;0;0;0;2012;1;0;1;0;;999;450;207;474;1;1;3;;2015;7;;;;;;;;;;PEUGEOT 308;2;474;207;;;
02949;5;2;FORD;0;1;0;0;0;1990;0;0;1;0;;;;0;68;1;1;3;;2015;;;;;;;;;;;FORD - NON SPECIFIE;1;68;;;;
02949;5;2;RENAULT;0;1;0;0;0;2009;1;0;1;0;;0;50;0;0;3;;3;;2015;;;;;;;;;;;RENAULT - NON SPECIFIE;2;;;;;
02950;3;1;RENAULT CLIO;1;0;0;0;0;2007;0;0;1;0;;;;180;0;1;1;3;;2008;;;;;;;;;;;RENAULT CLIO;1;;180;;;
02951;6;1;AUDI;0;1;0;0;0;2011;0;0;1;0;;;;0;0;1;2;3;;2013;;;;;;;;;;;AUDI - NON SPECIFIE;1;;;;;
02952;4;2;FIAT PANDA;0;1;0;0;0;2006;0;0;1;0;;;;1272;0;1;2;4;;;;;;;;;;;;;FIAT PANDA;1;;1272;;;
02952;4;2;RENAULT MEGANE;0;1;0;0;0;2003;1;1;1;0;0;90;280;0;0;1;1;2;1;;;;;;;;;;;;RENAULT MEGANE;2;;;;;
02953;3;1;TOYOTA;0;1;0;0;0;2012;1;0;1;0;;25;260;152;0;1;1;3;;2013;;;;;;;;;;;TOYOTA - NON SPECIFIE;1;;152;;;
02954;3;1;BORA VOLKSWAGEN;0;1;0;0;0;2002;1;0;1;0;;90;60;0;0;1;1;2;3;;;;;;;;;;;;VOLKSWAGEN BORA;1;;;;;
02955;2;1;SKODA YETI;1;0;0;0;0;2013;0;1;1;0;33;;;0;0;1;2;3;;2016;8;2;2;3;0;4247;;2;11000;15247;SKODA YETI 4X4;1;;;;15247;11000
02956;5;1;CITROEN C3;1;0;0;0;0;2011;0;0;1;0;;;;0;0;1;1;3;;2011;;;;;;;;;;;CITROEN C3;1;;;;;
02958;1;1;RENAULT MEGANE;0;1;0;0;0;1996;1;1;1;0;0;80;300;0;0;1;1;4;;;;;;;;;;;;;RENAULT MEGANE;1;;;;;
02959;4;1;OPEL;1;0;0;0;0;2009;1;0;1;0;;50;190;0;90;1;2;3;;2015;;;;;;;;;;;OPEL - NON SPECIFIE;1;90;;;;
02961;4;2;C2;0;1;0;0;0;2005;0;0;1;0;;;;318;0;1;2;3;;2014;;;;;;;;;;;CITROEN C2;1;;318;;;
02961;4;2;SAXO CITROEN;0;1;0;0;0;1990;1;0;1;0;;90;150;0;60;1;1;3;;2012;;;;;;;;;;;CITROEN SAXO;2;60;;;;
02963;6;3;BMW SERIE 3;1;0;0;0;0;2014;0;0;1;0;;;;450;0;1;2;3;;2016;10;3;2;3;;;;3;;25000;BMW SERIE 3;1;;450;;25000;
02963;6;3;FORD KA;1;0;0;0;0;2014;1;0;1;0;;0;240;0;0;1;1;3;;2014;;;;;;;;;;;FORD KA;2;;;;;
02963;6;3;MOTO YAMAHA  XJ6;1;0;0;0;0;2015;0;0;1;0;;;;0;0;1;2;3;;2015;;;;;;;;;;;pas une voiture ?;3;;;;;
02964;1;2;CHEVROLET;0;1;0;0;0;2010;1;0;1;0;;80;99999;3000;0;1;2;3;;2015;;;;;;;;;;;CHEVROLET - NON SPECIFIE;1;;3000;;;
02964;1;2;PEUGEOT 207;0;1;0;0;0;2009;1;0;1;0;;20;0;100;60;1;1;3;;2016;12;5;2;3;;;;3;;5000;PEUGEOT 207;2;60;100;;5000;
02965;2;2;406;0;1;0;0;0;2002;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;PEUGEOT 406;1;;;;;
02965;2;2;PEUGEOT 205;0;1;0;0;0;1997;0;0;1;0;;;;0;0;1;1;3;;1999;;;;;;;;;;;PEUGEOT 205;2;;;;;
02966;3;1;TOYOTA HILUX;0;1;0;0;0;2011;0;0;1;0;;;;600;100;1;1;3;;2011;;;;;;;;;;;TOYOTA HILUX 4X4;1;100;600;;;
02967;6;3;CITROEN C3;1;0;0;0;0;2013;1;1;0;0;40;40;220;0;40;1;2;3;;2013;;;;;;;;;;;CITROEN C3;1;40;;;;
02967;6;3;MEGANE;0;1;0;0;0;2009;1;1;1;0;65;65;390;0;450;1;1;3;;2015;;;;;;;;;;;RENAULT MEGANE;2;450;;;;
02967;6;3;MOTO 600 GSF BANDI;1;0;0;0;0;2004;0;0;1;0;;;;0;50;1;2;3;;2014;;;;;;;;;;;pas une voiture ?;3;50;;;;
02968;5;1;SEAT;1;0;0;0;0;2014;0;0;1;0;;;;0;0;1;1;3;;2016;2;;;;;;;;;;SEAT - NON SPECIFIE;1;;;;;
02969;6;2;CLIO III;0;1;0;0;0;2008;1;0;1;0;;80;400;80;0;1;1;3;;2015;;;;;;;;;;;RENAULT CLIO;1;;80;;;
02969;6;2;HUNDAY SANTA FE;0;1;0;0;0;2002;1;0;1;0;;30;350;0;1200;1;2;3;;2003;;;;;;;;;;;HYUNDAI SANTA FE 4X4;2;1200;;;;
02970;3;1;RENAULT MODUS;0;1;0;0;0;2011;1;0;1;0;;100;220;0;0;1;1;3;;2011;;;;;;;;;;;RENAULT MODUS;1;;;;;
02971;3;2;DACIA STEPWAY;0;1;0;0;0;2015;1;0;1;0;;63;140;0;0;1;2;3;;2016;4;3;2;3;;;;5;;14000;DACIA SANDERO;1;;;;14000;
02971;3;2;RENAULT CLIO;0;1;0;0;0;2007;1;0;1;0;;999;50;0;0;1;1;3;;2014;;;;;;;;;;;RENAULT CLIO;2;;;;;
02972;3;1;RENAULT;1;0;0;0;0;2011;0;0;1;0;;;;0;0;1;1;3;;2011;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;;;;
02973;6;1;TOYOTA;0;0;0;0;1;2015;1;0;1;0;;80;110;0;0;1;1;3;;2015;;;;;;;;;;;TOYOTA - NON SPECIFIE;1;;;;;
02974;1;1;RENAULT SCENIC;1;0;0;0;0;1997;0;0;1;0;;;;0;0;1;2;3;;1997;;;;;;;;;;;RENAULT SCENIC;1;;;;;
02975;6;2;MERCEDES CLA BREAK;0;1;0;0;0;2015;1;0;1;0;;0;175;0;0;3;;3;;2016;12;1;2;1;20000;0;2800;2;7500;27500;MERCEDES CLASSE A;1;;;2800;27500;7500
02975;6;2;MERCEDES E CABRIOLET;0;1;0;0;0;2011;1;0;1;0;;100;250;0;0;3;;3;;2012;;;;;;;;;;;MERCEDES;2;;;;;
02978;2;2;CLIO;0;1;0;0;0;2002;0;0;1;0;;;;0;0;1;1;3;;2014;;;;;;;;;;;RENAULT CLIO;1;;;;;
02978;2;2;POLO VOLSKWAGEN;0;1;0;0;0;2010;1;0;1;0;;80;350;300;0;1;2;3;;2013;;;;;;;;;;;VOLKSWAGEN POLO;2;;300;;;
02979;1;2;ALFA ROMEO;1;0;0;0;0;2003;1;0;1;0;;999;99999;999999;999999;1;3;3;;2009;;;;;;;;;;;ALFA ROMEO - NON SPECIFIE;1;260;370;;;
02979;1;2;ALFA ROMEO;1;0;0;0;0;2009;0;0;1;0;;;;0;260;1;1;3;;2011;;;;;;;;;;;ALFA ROMEO - NON SPECIFIE;2;260;;;;
02980;5;1;RENAULT CLIO;0;1;0;0;0;2002;0;0;1;0;;;;300;0;1;1;4;;;;;;;;;;;;;RENAULT CLIO;1;;300;;;
02982;1;1;3008 PEUGEOT;1;0;0;0;0;2013;0;0;1;0;;;;0;0;3;;3;;2013;;;;;;;;;;;PEUGEOT 3008;1;;;;;
02983;2;3;MITSUBICHI;0;1;0;0;0;1992;0;0;1;0;;;;200;100;1;1;3;;1992;;;;;;;;;;;MITSUBISHI - NON SPECIFIE;1;100;200;;;
02983;2;3;RENAULT KANGOO;0;1;0;0;0;2009;0;0;1;0;;;;0;80;1;1;3;;2013;;;;;;;;;;;RENAULT KANGOO;2;80;;;;
02983;2;3;WOLWAGEN POLO;1;0;0;0;0;2015;0;1;0;0;30;;;150;0;1;2;3;;2015;11;;;;;;;;;;VOLKSWAGEN POLO;3;;150;;;
