IDENT_MEN;VAG;NBVEHIC;MARQUE;CARBU1;CARBU2;CARBU3;CARBU4;CARBU5;Anvoi;EXPVOI1;EXPVOI2;EXPVOI3;EXPVOI4;Provoi;Protrav;Km_Auto;Repar_auto;Fraisvoi;Persvoi;Quivoi;Apvoi;Gravoi;Recvoi;Moisvoi;Lieuvoi;Acqvoi;Crevoi;Empvoi;Apervoi;Mcrevoi;Ancvoi;Repvoi;Privoi;MARQUE_D;NUMVEHIC;FRAISVOI_D;REPAR_AUTO_D;MCREVOI_D;PRIVOI_D;REPVOI_D
09446;5;1;POLO VOLSWAGEN;1;0;0;0;0;2016;0;0;1;0;;;;0;0;1;1;3;;2016;1;;;;;;;;;;VOLKSWAGEN POLO;1;;;;;
09450;1;1;206 PEUGEOT;1;0;0;0;0;2008;0;0;1;0;;;;0;76;1;1;3;;2008;;;;;;;;;;;PEUGEOT 206;1;76;;;;
09451;6;2;206 PEUGEOT;0;1;0;0;0;2014;1;0;1;0;;999;99999;999999;0;1;4;3;;2014;;;;;;;;;;;PEUGEOT 206;1;;250;;;
09451;6;2;306 PEUGEOT;1;0;0;0;0;2001;0;0;1;0;;;;0;0;3;;3;;2011;;;;;;;;;;;PEUGEOT 306;2;;;;;
09452;2;1;CHEVROLET;0;1;0;0;0;2012;1;0;0;0;;50;20;180;0;1;1;3;;2012;;;;;;;;;;;CHEVROLET - NON SPECIFIE;1;;180;;;
09453;5;2;MGB;1;0;0;0;0;1972;0;0;1;0;;;;0;0;1;1;3;;2000;;;;;;;;;;;AUTRE VOITURE;1;;;;;
09453;5;2;PEUGEOT 3008;0;1;0;0;0;2011;0;0;1;0;;;;400;0;3;;3;;2013;;;;;;;;;;;PEUGEOT 3008;2;;400;;;
09454;3;2;CITROEN C4 PICASSO;0;1;0;0;0;2011;0;0;1;0;;;;0;0;1;2;3;;2013;;;;;;;;;;;CITROEN PICASSO;1;;;;;
09454;3;2;RENAULT CLIO;0;1;0;0;0;2014;1;0;0;0;;0;40;0;0;1;1;3;;2015;;;;;;;;;;;RENAULT CLIO;2;;;;;
09455;2;1;DACIA DUSTER;0;1;0;0;0;2012;0;0;1;0;;;;0;0;1;1;3;;2012;;;;;;;;;;;DACIA DUSTER;1;;;;;
09457;6;2;CITROEN C5;0;1;0;0;0;2008;1;0;1;0;;100;150;0;0;1;2;3;;2012;;;;;;;;;;;CITROEN C5;1;;;;;
09457;6;2;PEUGEOT 206;1;0;0;0;0;2007;1;0;0;0;;100;50;0;0;1;1;3;;2011;;;;;;;;;;;PEUGEOT 206;2;;;;;
09458;3;1;407 PEUGEOT;1;0;0;0;0;2007;0;0;1;0;;;;0;150;3;;3;;2010;;;;;;;;;;;PEUGEOT 407;1;150;;;;
09459;4;3;RENAULT TWINGO;1;0;0;0;0;1992;0;1;0;0;100;;;0;0;1;2;3;;2014;;;;;;;;;;;RENAULT TWINGO;1;;;;;
09459;4;3;VOLWAGEN COCCINELLE;1;0;0;0;0;2013;1;0;1;0;;0;0;0;0;1;2;3;;2016;11;2;2;3;0;0;;2;16000;13900;VOLKSWAGEN;2;;;;13900;16000
09459;4;3;VOLWAGEN PASSAT;0;1;0;0;0;2013;1;0;1;0;;100;300;0;0;1;1;3;;2016;9;2;2;3;0;5000;;2;9000;14000;VOLKSWAGEN PASSAT;3;;;;14000;9000
09460;5;2;BMW X 5;0;1;0;0;0;2000;1;0;1;0;;100;320;190;0;1;2;3;;2016;5;;;;;;;;;;BMW;1;;190;;;
09460;5;2;PEUGEOT 406;0;1;0;0;0;1999;1;0;1;0;;70;50;456;0;1;1;3;;2006;;;;;;;;;;;PEUGEOT 406;2;;456;;;
09461;2;1;TOYOTA YARIS;1;0;0;0;0;2012;1;0;1;0;;10;62;0;0;1;1;3;;2016;9;2;2;1;11500;0;915;2;3500;11200;TOYOTA YARIS;1;;;915;11200;3500
09463;3;1;SANGYONG;0;1;0;0;0;2006;0;0;1;0;;;;0;0;1;2;3;;2009;;;;;;;;;;;SSANGYONG - NON SPECIFIE;1;;;;;
09464;3;1;CITROEN C3;0;1;0;0;0;2007;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;CITROEN C3;1;;;;;
09465;5;1;POLO;1;0;0;0;0;1998;0;0;1;0;;;;600;0;1;1;3;;2012;;;;;;;;;;;VOLKSWAGEN POLO;1;;600;;;
09466;2;1;FORD;1;0;0;0;0;2003;0;0;1;0;;;;0;100;1;1;3;;2003;;;;;;;;;;;FORD - NON SPECIFIE;1;100;;;;
09467;1;1;PEUGEOT;1;0;0;0;0;2014;0;0;1;0;;;;0;150;1;2;4;;;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;150;;;;
09469;2;1;CITROEN C5;0;1;0;0;0;2006;1;1;1;0;100;100;798;250;0;1;1;3;;9999;;;;;;;;;;;CITROEN C5;1;;250;;;
09470;5;1;TOYOTA;1;0;0;0;0;2011;0;0;1;0;;;;0;0;1;1;3;;2011;;;;;;;;;;;TOYOTA - NON SPECIFIE;1;;;;;
09472;4;1;VITARA;0;1;0;0;0;2005;0;0;1;0;;;;0;0;1;1;3;;2010;;;;;;;;;;;SUZUKI;1;;;;;
09473;6;1;CITROEN;0;1;0;0;0;2000;0;0;1;0;;;;0;150;1;1;3;;2000;;;;;;;;;;;CITROEN - NON SPECIFIE;1;150;;;;
09475;3;2;308;0;1;0;0;0;2008;1;0;0;0;;999;568;0;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 308;1;;;;;
09475;3;2;BMW;0;1;0;0;0;2014;0;0;1;0;;;;0;0;1;2;3;;2015;;;;;;;;;;;BMW - NON SPECIFIE;2;;;;;
09476;2;2;PEUGEOT 206;1;0;0;0;0;2004;0;0;1;0;;;;105;0;1;2;3;;2005;;;;;;;;;;;PEUGEOT 206;1;;105;;;
09476;2;2;TIGUAN;0;1;0;0;0;2012;0;0;1;0;;;;294;0;1;1;3;;2012;;;;;;;;;;;VOLKSWAGEN TIGUAN;2;;294;;;
09478;2;2;FORD;0;1;0;0;0;2011;1;0;1;0;;25;550;940;180;1;1;3;;2015;;;;;;;;;;;FORD - NON SPECIFIE;1;180;940;;;
09478;2;2;RENAULT;1;0;0;0;0;2015;0;0;1;0;;;;0;0;1;2;1;;2015;;;;;;;;;;;RENAULT - NON SPECIFIE;2;;;;;
09479;5;1;PEUGEOT 206;1;0;0;0;0;2005;0;0;1;0;;;;0;0;1;1;4;;;;;;;;;;;;;PEUGEOT 206;1;;;;;
09480;1;1;OPEL;1;0;0;0;0;2016;0;0;1;0;;;;0;480;1;2;1;;2016;10;2;1;3;;0;233;1;5000;11000;OPEL - NON SPECIFIE;1;480;;233;11000;5000
09481;4;1;BMW 525;0;1;0;0;0;1995;1;1;1;0;0;50;245;450;0;1;2;3;;2000;;;;;;;;;;;BMW SERIE 5;1;;450;;;
09482;1;3;PEUGEOT 206;0;1;0;0;0;2003;1;0;1;0;;70;120;300;0;1;3;3;;2015;12;2;2;3;;;;5;;4000;PEUGEOT 206;1;;300;;4000;
09482;1;3;RENAULT MODUS;0;1;0;0;0;2004;1;0;1;0;;95;80;0;229;1;1;3;;2014;;;;;;;;;;;RENAULT MODUS;2;229;;;;
09482;1;3;TOYOTA VERSO COROLLA;0;1;0;0;0;2006;1;0;1;0;;95;110;0;0;1;2;3;;2013;;;;;;;;;;;TOYOTA VERSO;3;;;;;
09484;3;1;CITROEN DS3;0;1;0;0;0;2012;0;0;1;0;;;;0;480;3;;3;;2012;;;;;;;;;;;CITROEN DS3;1;480;;;;
09485;1;1;RENAULT TRAFIC;0;1;0;0;0;2005;0;0;1;0;;;;680;0;1;1;3;;2015;9;;;;;;;;;;RENAULT TRAFIC;1;;680;;;
09486;3;1;WOLKSWAGEN POLO;0;1;0;0;0;2005;0;0;1;0;;;;230;400;1;1;3;;2011;;;;;;;;;;;VOLKSWAGEN POLO;1;400;230;;;
09487;1;1;CLIO;0;1;0;0;0;2012;0;0;1;0;;;;0;0;1;1;3;;2015;10;;;;;;;;;;RENAULT CLIO;1;;;;;
09489;6;1;CITROEN XARA;0;1;0;0;0;2004;1;0;1;0;;20;200;500;0;1;1;3;;2012;;;;;;;;;;;CITROEN XSARA;1;;500;;;
09490;4;2;CITROEN;0;1;0;0;0;2007;1;0;1;0;;80;130;0;0;1;3;3;;2014;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;;;;
09490;4;2;PEUGEOT;1;0;0;0;0;2010;1;0;1;0;;80;200;0;0;1;1;3;;2013;;;;;;;;;;;PEUGEOT - NON SPECIFIE;2;;;;;
09492;6;2;CITROEN C1;1;0;0;0;0;2012;1;0;1;0;;0;0;0;0;1;2;3;;2012;;;;;;;;;;;CITROEN C1;1;;;;;
09492;6;2;FORD FOCUS;0;1;0;0;0;2013;1;1;1;0;0;0;300;0;0;1;1;2;1;;;;;;;;;;;;FORD FOCUS;2;;;;;
09493;2;1;PEUGEOT 406;0;1;0;0;0;1999;0;0;1;0;;;;0;0;3;;3;;2012;;;;;;;;;;;PEUGEOT 406;1;;;;;
09495;6;1;RENAULT;1;1;0;0;0;2004;0;0;1;0;;;;176;0;1;1;3;;2004;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;176;;;
09496;6;2;120D;0;1;0;0;0;2014;0;1;1;0;90;;;0;0;1;1;3;;2014;;;;;;;;;;;??;1;;;;;
09496;6;2;IBIZA;0;1;0;0;0;2013;1;0;1;0;;90;7;0;0;1;2;3;;2013;;;;;;;;;;;SEAT IBIZA;2;;;;;
09497;1;1;PEUGEOT 407;1;0;0;0;0;2007;0;0;0;1;;;;0;0;3;;4;;;;;;;;;;;;;PEUGEOT 407;1;;;;;
09499;2;1;SEAT IBIZA;1;0;0;0;0;2006;0;0;1;0;;;;2300;0;1;2;3;;2006;;;;;;;;;;;SEAT IBIZA;1;;2300;;;
09500;5;1;CA CITROEN;0;1;0;0;0;2005;1;0;1;0;;30;90;0;0;1;1;3;;2016;6;;;;;;;;;;CITROEN - UTILITAIRE;1;;;;;
09501;2;1;RENAULT;1;0;0;0;0;2003;1;0;1;0;;80;70;0;50;1;2;3;;2003;;;;;;;;;;;RENAULT - NON SPECIFIE;1;50;;;;
09502;2;1;VOLKSWAGEN GOLF;0;1;0;0;0;2015;1;0;1;0;;10;70;0;73;1;1;3;;2016;4;2;2;1;5000;10000;984;1;5000;20000;VOLKSWAGEN GOLF;1;73;;984;20000;5000
09503;3;1;AUDI A4;0;1;0;0;0;2013;1;0;1;0;;60;430;85;0;1;1;3;;2014;;;;;;;;;;;AUDI A4;1;;85;;;
09504;4;1;PEUGEOT  407;0;1;0;0;0;2006;0;1;1;0;80;;;1000;0;1;1;3;;2016;11;3;2;1;5000;0;400;2;400;2900;PEUGEOT 407;1;;1000;400;2900;400
09505;2;1;OPEL MERIVA;0;1;0;0;0;2014;0;0;1;0;;;;0;280;1;2;3;;2014;;;;;;;;;;;OPEL MERIVA;1;280;;;;
09507;3;2;BERLINGOT;0;1;0;0;0;2005;0;0;1;0;;;;0;80;3;;3;;2007;;;;;;;;;;;CITROEN BERLINGO;1;80;;;;
09507;3;2;PEUGEOT;0;1;0;0;0;2003;0;0;1;0;;;;1750;180;3;;3;;2008;;;;;;;;;;;PEUGEOT - NON SPECIFIE;2;180;1750;;;
09508;3;2;BMW;0;1;0;0;0;2001;1;0;1;0;;30;99999;0;0;1;2;3;;2010;;;;;;;;;;;BMW - NON SPECIFIE;1;;;;;
09508;3;2;NISSAN 4X4;0;1;0;0;0;2000;0;0;1;0;;;;0;0;1;1;3;;2011;;;;;;;;;;;NISSAN 4X4;2;;;;;
09510;4;2;CITROEN;1;0;0;0;0;2004;0;1;1;0;50;;;50;0;1;1;3;;2013;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;50;;;
09510;4;2;PEUGEOT;1;0;0;0;0;2011;0;1;1;0;50;;;50;0;1;2;3;;2014;;;;;;;;;;;PEUGEOT - NON SPECIFIE;2;;50;;;
09511;2;1;RENAULT;1;0;0;0;0;2009;0;0;1;0;;;;0;200;1;1;3;;2009;;;;;;;;;;;RENAULT - NON SPECIFIE;1;200;;;;
09512;6;1;RENAULT CLIO;1;0;0;0;0;2016;1;0;1;0;;0;250;0;0;1;1;1;;2017;7;2;2;1;6000;0;140;1;800;999999;RENAULT CLIO;1;;;140;6800;800
09513;1;2;CHEROKEE;0;1;0;0;0;2006;0;0;1;0;;;;0;0;1;2;3;;2012;;;;;;;;;;;JEEP 4X4;1;;;;;
09513;1;2;TWINGO;1;0;0;0;0;2001;0;0;1;0;;;;0;0;1;1;3;;2001;;;;;;;;;;;RENAULT TWINGO;2;;;;;
09515;5;1;RENAUT;1;0;0;0;0;2013;0;0;1;0;;;;960;0;1;1;3;;2017;4;3;2;3;0;3500;;2;1100;3500;RENAULT - NON SPECIFIE;1;;960;;3500;1100
09516;6;1;RENAULT CLIO 2;1;0;0;0;0;1999;1;0;1;0;;0;210;0;0;1;1;3;;1999;;;;;;;;;;;RENAULT CLIO;1;;;;;
09517;1;2;KANGOO;1;0;0;0;0;1998;0;0;1;0;;;;300;0;1;1;3;;2005;;;;;;;;;;;RENAULT KANGOO;1;;300;;;
09517;1;2;PEUGEOT 307;1;0;0;0;0;2002;1;0;1;0;;90;110;200;0;1;2;3;;2006;;;;;;;;;;;PEUGEOT 307;2;;200;;;
09518;5;2;205 PEUGEOT;1;0;0;0;0;1990;0;0;1;0;;;;689;120;1;1;3;;1990;;;;;;;;;;;PEUGEOT 205;1;120;689;;;
09518;5;2;KUASHAI NISSAN;0;1;0;0;0;2016;1;0;1;0;;90;116;0;103;1;2;3;;2016;6;2;1;1;11000;5000;1786;1;8000;24000;NISSAN QASHQAI;2;103;;1786;24000;8000
09519;5;1;CLIO 3;0;1;0;0;0;2008;1;0;1;0;;100;240;300;177;1;1;3;;2014;;;;;;;;;;;RENAULT CLIO;1;177;300;;;
09520;5;1;VOLSWAGEN;0;1;0;0;0;2015;1;1;1;0;999;999;600;999999;247;1;1;3;;2015;;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;1;247;2500;;;
09521;5;1;207;0;1;0;0;0;2008;1;0;1;0;;80;100;150;350;1;1;2;2;;;;;;;;;;;;PEUGEOT 207;1;350;150;;;
09522;4;1;206 PEUGEOT;0;1;0;0;0;2004;1;0;1;0;;70;100;0;0;1;1;4;;;;;;;;;;;;;PEUGEOT 206;1;;;;;
09523;5;2;CITROEN;0;1;0;0;0;1998;0;0;0;1;;;;0;0;3;;3;;2011;;;;;;;;;;;CITROEN - NON SPECIFIE;1;;;;;
09523;5;2;OPEL;0;1;0;0;0;2003;1;1;1;0;50;50;250;100;0;1;1;3;;2013;;;;;;;;;;;OPEL - NON SPECIFIE;2;;100;;;
09524;5;2;FORD FISTA;1;0;0;0;0;1997;1;0;1;0;;100;110;0;50;1;2;4;;;;;;;;;;;;;FORD FIESTA;1;50;;;;
09524;5;2;RENAULT LAGUNA;0;1;0;0;0;2006;1;0;1;0;;80;380;2200;111;1;1;3;;2010;;;;;;;;;;;RENAULT LAGUNA;2;111;2200;;;
09525;3;2;CLIO CITROEN;0;1;0;0;0;2003;1;0;0;0;;100;200;900;0;1;2;3;;2006;;;;;;;;;;;??;1;;900;;;
09525;3;2;DS4 CITROEN;0;1;0;0;0;2013;1;0;1;0;;100;200;0;0;1;1;3;;2015;;;;;;;;;;;CITROEN DS4;2;;;;;
09526;2;1;RENAULT MEGANE;0;1;0;0;0;2010;1;1;1;0;20;60;700;700;0;1;1;3;;2010;;;;;;;;;;;RENAULT MEGANE;1;;700;;;
09527;6;2;307 SW;0;1;0;0;0;2007;0;0;1;0;;;;0;0;1;1;3;;2014;;;;;;;;;;;PEUGEOT 307;1;;;;;
09527;6;2;MEGANE RENAULT;0;1;0;0;0;2003;0;0;0;1;;;;0;0;1;2;3;;2006;;;;;;;;;;;RENAULT MEGANE;2;;;;;
09528;2;2;GOLF 7;1;0;0;0;0;2015;1;0;1;0;;20;300;0;0;1;2;3;;2015;11;;;;;;;;;;VOLKSWAGEN GOLF;1;;;;;
09528;2;2;PEUGEOT 208;1;0;0;0;0;2015;1;0;1;0;;80;400;0;0;1;1;1;;2016;4;2;1;3;;0;1920;4;1600;16490;PEUGEOT 208;2;;;1920;16490;1600
09529;3;2;RENAULT ESPACE;0;1;0;0;0;2002;0;0;1;0;;;;0;180;1;1;3;;2012;;;;;;;;;;;RENAULT ESPACE;1;180;;;;
09529;3;2;SEAT;1;0;0;0;0;2009;1;1;1;0;90;90;120;200;0;1;2;3;;2009;;;;;;;;;;;SEAT - NON SPECIFIE;2;;200;;;
09530;4;1;PEUGOET 307;0;1;0;0;0;2005;1;0;1;0;;0;200;0;120;1;1;3;;2008;;;;;;;;;;;PEUGEOT 307;1;120;;;;
09532;6;1;VW GOLF;0;1;0;0;0;2010;0;0;1;0;;;;1846;0;1;1;3;;2010;;;;;;;;;;;VOLKSWAGEN GOLF;1;;1846;;;
09534;2;2;OPEL ZAPHIRA;0;1;0;0;0;2007;1;0;1;0;;40;315;0;0;1;1;3;;2012;;;;;;;;;;;OPEL ZAFIRA;1;;;;;
09534;2;2;PEUGEOT;1;0;0;0;0;1992;1;0;0;0;;100;120;0;30;1;2;4;;;;;;;;;;;;;PEUGEOT - NON SPECIFIE;2;30;;;;
09535;1;1;RENAULT  GRAND MODUS;0;1;0;0;0;2011;0;0;1;0;;;;171;0;1;1;3;;2011;;;;;;;;;;;RENAULT MODUS;1;;171;;;
09536;2;2;BORA;0;1;0;0;0;2006;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;VOLKSWAGEN BORA;1;;;;;
09536;2;2;GOLF;0;1;0;0;0;2006;1;1;1;0;80;80;99999;999999;999999;1;2;3;;2006;;;;;;;;;;;VOLKSWAGEN GOLF;2;1004;538;;;
09537;1;2;NISSAN;0;1;0;0;0;2009;1;1;1;0;30;40;99999;2000;90;1;1;3;;2009;;;;;;;;;;;NISSAN - NON SPECIFIE;1;90;2000;;;
09537;1;2;OPEL;0;1;0;0;0;2015;1;1;1;0;50;40;99999;0;90;1;1;3;;2015;9;;;;;;;;;;OPEL - NON SPECIFIE;2;90;;;;
09540;2;2;206;1;0;0;0;0;2002;1;0;0;0;;100;40;39;0;1;2;3;;2002;;;;;;;;;;;PEUGEOT 206;1;;39;;;
09540;2;2;GOLF;0;1;0;0;0;2014;1;0;1;0;;100;300;656;0;1;1;3;;2014;;;;;;;;;;;VOLKSWAGEN GOLF;2;;656;;;
09541;6;1;TWINGO;1;0;0;0;0;2004;0;0;1;0;;;;0;0;1;1;3;;2012;;;;;;;;;;;RENAULT TWINGO;1;;;;;
09543;4;5;MERCEDES CLASS A;1;0;0;0;0;2013;1;0;0;0;;999;99999;0;0;1;3;3;;2016;5;3;2;1;999999;999999;999999;5;0;23000;MERCEDES CLASSE A;1;;;7049;23000;0
09543;4;5;PEUGEOT 206;0;1;0;0;0;2002;1;0;1;0;;999;99999;0;0;1;3;3;;2014;;;;;;;;;;;PEUGEOT 206;2;;;;;
09543;4;5;SUSUKI SWIFT;1;0;0;0;0;2017;1;0;1;0;;30;160;0;0;1;2;3;;2017;2;2;1;1;8000;0;0;1;3800;11800;SUZUKI SWIFT;3;;;;11800;3800
09543;4;5;SUSUKI VITARA;1;0;0;0;0;2015;1;0;1;0;;70;450;0;175;1;1;3;;2015;;;;;;;;;;;SUZUKI VITARA 4X4;4;175;;;;
09543;4;5;WOLGSVAGEN POLO;1;0;0;0;0;2004;0;0;1;0;;;;0;0;1;4;3;;2017;1;3;2;3;;;;5;;4000;VOLKSWAGEN POLO;5;;;;4000;
09544;6;1;RENAULT CLIO ESTATE;0;1;0;0;0;2011;0;0;1;0;;;;0;0;1;1;3;;2014;;;;;;;;;;;RENAULT CLIO;1;;;;;
09545;3;1;RENAULT KANGOO;0;1;0;0;0;2001;0;0;0;1;;;;300;150;1;1;3;;2015;;;;;;;;;;;RENAULT KANGOO;1;150;300;;;
09547;5;1;FORD ECO SPORT;1;0;0;0;0;2014;1;0;1;0;;30;80;0;0;1;1;3;;2016;10;2;2;3;0;8000;;1;2000;10000;FORD;1;;;;10000;2000
09548;2;1;CITROEN XSARA PICASS;1;0;0;0;0;2010;0;0;1;0;;;;0;466;1;1;3;;2012;;;;;;;;;;;CITROEN XSARA;1;466;;;;
09549;6;1;RENAULT TWINGO;1;0;0;0;0;2005;0;0;1;0;;;;0;999999;1;1;3;;2006;;;;;;;;;;;RENAULT TWINGO;1;1000;;;;
09550;3;1;CLIO;0;1;0;0;0;2011;0;0;1;0;;;;0;0;1;1;3;;2014;;;;;;;;;;;RENAULT CLIO;1;;;;;
09551;2;1;CITROEN PICASSO;1;0;0;0;0;2003;1;0;1;0;;0;200;1500;0;1;1;3;;2012;;;;;;;;;;;CITROEN PICASSO;1;;1500;;;
09552;4;1;RENAULT MEGANE;0;1;0;0;0;2013;0;0;1;0;;;;0;0;1;2;3;;2015;;;;;;;;;;;RENAULT MEGANE;1;;;;;
09553;4;2;CITROEN C4;0;1;0;0;0;2010;0;0;1;0;;;;0;120;1;1;3;;2012;;;;;;;;;;;CITROEN C4;1;120;;;;
09553;4;2;DACIA LOGAN;0;1;0;0;0;2008;0;1;0;0;100;;;280;0;1;1;2;1;;;;;;;;;;;;DACIA LOGAN;2;;280;;;
09554;3;1;PEUGEOT 207;1;0;0;0;0;2008;0;0;1;0;;;;400;0;1;2;3;;2008;;;;;;;;;;;PEUGEOT 207;1;;400;;;
09555;6;1;DS5;0;1;0;1;0;2014;0;0;1;0;;;;0;1384;1;2;1;;2015;;;;;;;;;;;CITROEN DS5;1;1384;;;;
09557;1;1;BMW X1;0;1;0;0;0;2010;0;0;1;0;;;;0;661;1;1;3;;2010;;;;;;;;;;;BMW X1;1;661;;;;
09558;4;2;AUDI A6;0;1;0;0;0;1997;1;0;1;0;;999;70;0;0;1;1;3;;1997;;;;;;;;;;;AUDI A6;1;;;;;
09558;4;2;FORD FIESTA;1;0;0;0;0;2015;1;0;0;0;;100;99999;0;0;1;2;3;;2015;;;;;;;;;;;FORD FIESTA;2;;;;;
09559;1;1;RENAULT SCENIC DIESE;0;1;0;0;0;2004;1;1;0;0;0;80;400;0;0;1;2;3;;2004;;;;;;;;;;;RENAULT SCENIC;1;;;;;
09560;2;1;PEUGEOT 207;0;1;0;0;0;2009;1;1;1;0;0;0;10;750;0;1;1;3;;2013;;;;;;;;;;;PEUGEOT 207;1;;750;;;
09561;5;6;AIXAM GTO;0;1;0;0;0;2014;1;0;0;0;;999;150;0;0;1;1;3;;2014;;;;;;;;;;;SANS PERMIS;1;;;;;
09561;5;6;AUDI S1;1;0;0;0;0;2016;0;1;1;0;0;;;0;0;1;2;1;;2016;6;;;;;;;;;;AUDI;2;;;;;
09561;5;6;AUDI SQ5;0;1;0;0;0;2016;0;0;1;0;;;;0;0;1;1;1;;2016;5;;;;;;;;;;AUDI;3;;;;;
09561;5;6;CHEVROLLET BLAZER;1;0;0;0;0;1987;0;0;1;0;;;;0;0;1;2;3;;2016;2;;;;;;;;;;CHEVROLET;4;;;;;
09561;5;6;PORSCHE 911 CARRERA4;1;0;0;0;0;2013;0;0;1;0;;;;0;0;1;1;3;;2017;5;2;2;3;0;77000;;1;38000;115000;PORSCHE - GROUPE;5;;;;115000;38000
09561;5;6;RENAULT 4L;1;0;0;0;0;1987;0;0;1;0;;;;0;0;1;2;3;;2013;;;;;;;;;;;RENAULT 4;6;;;;;
09563;3;1;RENAULT CENIC;0;1;0;0;0;2013;0;0;1;0;;;;0;70;3;;3;;2014;;;;;;;;;;;RENAULT SCENIC;1;70;;;;
09564;3;1;RENAULT TWINGO;1;0;0;0;0;2009;1;0;1;0;;98;360;0;0;1;1;3;;2009;;;;;;;;;;;RENAULT TWINGO;1;;;;;
09567;2;2;OPEL CORSA;0;1;0;0;0;1999;1;0;1;0;;80;300;0;0;1;1;3;;2007;;;;;;;;;;;OPEL CORSA;1;;;;;
09567;2;2;OPEL ZAFIRA;1;0;0;0;0;2005;1;0;1;0;;0;0;1000;0;1;2;3;;2011;;;;;;;;;;;OPEL ZAFIRA;2;;1000;;;
09568;5;1;ISUZU;0;1;0;0;0;2011;0;1;1;0;50;;;500;0;1;1;2;1;;;;;;;;;;;;ISUZU - NON SPECIFIE;1;;500;;;
09571;4;1;C4;0;1;0;0;0;2013;0;0;1;0;;;;300;0;1;1;3;;2013;;;;;;;;;;;CITROEN C4;1;;300;;;
09572;2;2;HONDA CIVIC;1;0;0;0;0;1996;0;0;1;0;;;;400;210;1;1;3;;2015;;;;;;;;;;;HONDA CIVIC;1;210;400;;;
09572;2;2;JUMPY;0;1;0;0;0;2015;1;1;0;0;80;20;99999;0;0;1;1;2;1;;;;;;;;;;;;CITROEN JUMPY;2;;;;;
09574;5;2;CITROEN C5;0;1;0;0;0;2010;1;0;1;0;;80;150;0;0;1;1;3;;2013;;;;;;;;;;;CITROEN C5;1;;;;;
09574;5;2;RENAULT KANGOO;0;1;0;0;0;2010;1;0;1;0;;80;250;587;0;1;2;3;;2013;;;;;;;;;;;RENAULT KANGOO;2;;587;;;
09575;3;1;RENAULT CLIO;1;0;0;0;0;2005;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;RENAULT CLIO;1;;;;;
09576;5;1;CLIO RENAULT;0;1;0;0;0;2008;0;0;1;0;;;;1000;999999;1;2;3;;2017;3;3;2;3;;;;5;;2200;RENAULT CLIO;1;200;1000;;2200;
09578;4;2;CITROEN SAXO;1;0;0;0;0;2001;1;0;0;0;;100;50;0;0;1;1;3;;2003;;;;;;;;;;;CITROEN SAXO;1;;;;;
09578;4;2;RENAULT CLIO;0;1;0;0;0;2015;1;0;1;0;;100;100;0;0;1;2;3;;2015;;;;;;;;;;;RENAULT CLIO;2;;;;;
09579;1;1;PEUGEOT 106;1;0;0;0;0;1996;0;0;1;0;;;;0;0;1;2;3;;2016;1;3;2;3;;;;5;;600;PEUGEOT 106;1;;;;600;
09580;6;1;CITROEN GRAND C4;0;1;0;0;0;2011;0;0;1;0;;;;0;425;1;2;3;;2015;;;;;;;;;;;CITROEN GRAND PICASSO;1;425;;;;
09582;2;1;PEUGEOT 208;1;0;0;0;0;2014;0;0;1;0;;;;0;160;1;1;3;;2014;;;;;;;;;;;PEUGEOT 208;1;160;;;;
09583;1;2;ALFA ROMEO;1;0;0;0;0;2014;1;0;1;0;;80;100;0;0;1;2;1;;2015;12;2;2;3;;;2100;3;;10000;ALFA ROMEO - NON SPECIFIE;1;;;2100;10000;
09583;1;2;FORD FIESTA;1;0;0;0;0;1997;1;0;0;0;;100;50;0;0;1;1;3;;2000;;;;;;;;;;;FORD FIESTA;2;;;;;
09584;5;2;RENAULT KADJAR;0;1;0;0;0;2016;0;0;1;0;;;;0;0;3;;3;;2016;10;2;1;1;19800;2000;2648;1;4000;25800;RENAULT KADJAR;1;;;2648;25800;4000
09584;5;2;TWINGO;1;0;0;0;0;2000;0;0;1;0;;;;0;60;1;2;3;;2000;;;;;;;;;;;RENAULT TWINGO;2;60;;;;
09586;1;1;CLIO;0;1;0;0;0;2013;0;1;1;0;75;;;0;0;1;1;3;;2013;;;;;;;;;;;RENAULT CLIO;1;;;;;
09587;2;1;RENAULT MEGANE;1;0;0;0;0;2000;0;0;1;0;;;;0;0;1;1;3;;2000;;;;;;;;;;;RENAULT MEGANE;1;;;;;
09591;4;1;SPARK;1;0;1;0;0;2011;0;0;1;0;;;;750;0;1;2;3;;2011;;;;;;;;;;;CHEVROLET;1;;750;;;
09593;2;1;RENAULT CLIO;0;1;0;0;0;1999;0;1;1;0;0;;;0;0;1;1;3;;2016;8;3;2;3;;;;5;;1500;RENAULT CLIO;1;;;;1500;
