IDENT_MEN;numgarage;Nbgar;STATUGAR;ANACQGAR;PRIXGAR;NATGAR1;NATGAR2;NATGAR3;NATGAR4;NATGAR5;NATGAR6;NATGAR7;NATGAR8;NATGAR9;Mloyg;Mremg;Mtaxg;Massg;Mcharg;vag;MASSG_D;MCHARG_D;MLOYG_D;MREMG_D;MTAXG_D;PRIXGAR_D
04183;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04183;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04186;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04189;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04193;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04194;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04196;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04203;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04204;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04205;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04206;1;1;2;;;1;0;0;0;0;0;0;0;0;30;;;;;1;;;30;;;
04211;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04212;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04216;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04218;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04219;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04220;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04221;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04223;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04226;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04230;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04232;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04233;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04235;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04236;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04241;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04245;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04247;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04248;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04249;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04251;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04252;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04253;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04254;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04257;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04259;1;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04259;2;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04259;3;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04261;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04262;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04263;1;1;2;;;1;0;1;0;0;0;0;0;0;360;;121;;;5;;;360;;121;
04264;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04268;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04271;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04271;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04273;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04275;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04280;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04283;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04285;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04286;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04287;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04288;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04290;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04291;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04294;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04295;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04296;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04299;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04300;1;1;2;;;1;0;0;0;0;0;0;0;0;125;;;;;1;;;125;;;
04301;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04304;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04305;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04306;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04311;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04312;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04316;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04316;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04317;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04320;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04321;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04324;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04327;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04327;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04328;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04333;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04334;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04338;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04339;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04340;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04341;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04345;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04346;1;3;1;2;;0;0;1;0;0;0;0;0;0;;;999999;;;4;;;;;180;
04346;2;3;1;2;;0;0;1;0;0;0;0;0;0;;;999999;;;4;;;;;180;
04346;3;3;2;;;0;0;1;0;0;0;0;0;0;;;999999;;;4;;;;;120;
04349;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04351;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04355;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04355;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04356;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04358;1;1;2;;;1;0;0;0;0;0;0;0;0;420;;;;;1;;;420;;;
04362;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04363;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04365;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04366;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04367;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04369;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04372;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04373;1;2;2;;;1;0;0;0;0;0;0;0;0;999999;;;;;4;;;480;;;
04373;2;2;2;;;1;0;0;0;0;0;0;0;0;999999;;;;;4;;;480;;;
04376;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04380;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04380;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04382;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04386;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04388;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04389;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04391;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04392;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04393;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04396;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04397;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04397;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04403;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04404;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04405;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04406;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04407;1;1;2;;;1;0;0;0;0;0;0;0;0;300;;;;;5;;;300;;;
04408;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04408;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04410;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04414;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04415;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04419;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04422;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04428;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04429;1;1;2;;;1;0;0;0;0;0;0;0;0;120;;;;;4;;;120;;;
04430;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04432;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04433;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04434;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04437;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04441;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04444;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04454;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04454;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04456;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04458;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04461;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04462;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04465;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04466;1;3;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04466;2;3;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04466;3;3;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04470;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04471;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04472;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04476;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04478;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04479;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04482;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04482;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04484;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04487;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04489;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04491;1;1;1;1;400;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;400
04492;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04494;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04494;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04501;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04504;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04505;1;1;2;;;1;0;0;0;0;0;0;0;0;51;;;;;3;;;51;;;
04506;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04508;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04510;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04513;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04515;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04517;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04517;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04519;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04522;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04526;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04531;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04534;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04535;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04540;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04541;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04546;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04549;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04550;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04551;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04553;1;1;2;;;1;0;0;0;0;0;0;0;0;27;;;;;5;;;27;;;
04555;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04557;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04557;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04558;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04563;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04567;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04568;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04579;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04581;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04583;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04584;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04585;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04586;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04587;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04590;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04590;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04591;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04592;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04594;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04595;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04595;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04598;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04599;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04600;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04605;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04605;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04607;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04608;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04613;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04614;1;1;1;1;13507;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;13507
04618;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04619;1;1;2;;;1;0;0;0;0;0;0;0;0;0;;;;;5;;;;;;
04620;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04621;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04623;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04625;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04629;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04630;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04631;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04635;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04638;1;1;1;2;;0;0;1;1;0;0;0;0;0;;;240;240;;1;240;;;;240;
04640;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04640;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04641;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04644;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04645;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04646;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04647;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04650;1;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04650;2;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04650;3;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04655;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04657;1;1;2;;;1;0;1;0;0;0;0;0;0;960;;105;;;5;;;960;;105;
04659;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04661;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04662;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04663;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04666;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04667;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04668;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04669;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04670;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04674;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04676;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04678;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04679;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04680;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04681;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04682;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04685;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04686;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04687;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04690;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04693;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04694;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04695;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04696;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04698;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04698;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04699;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04700;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04705;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04708;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04709;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04712;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04715;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04715;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04717;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04723;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04723;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04724;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04725;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04729;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04729;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04730;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04731;1;1;2;;;1;0;1;0;0;0;0;0;0;780;;100;;;3;;;780;;100;
04735;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04736;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04739;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04741;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04743;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04745;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04747;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04749;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04750;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04752;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04753;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04754;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04758;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04758;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04761;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04762;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04762;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04763;1;1;2;;;1;0;0;0;0;0;0;0;0;120;;;;;6;;;120;;;
04764;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04767;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04768;1;1;1;1;1;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;1
04771;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04772;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04774;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04776;1;1;2;;;1;0;0;0;0;0;0;0;0;360;;;;;4;;;360;;;
04779;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04780;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04782;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
04783;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04792;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04800;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04804;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04805;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04806;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04807;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
04811;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04817;1;1;2;;;0;0;1;0;0;0;0;0;0;;;18;;;3;;;;;18;
04818;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
04819;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
04822;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04823;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04824;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
04825;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
04829;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
