IDENT_MEN;numgarage;Nbgar;STATUGAR;ANACQGAR;PRIXGAR;NATGAR1;NATGAR2;NATGAR3;NATGAR4;NATGAR5;NATGAR6;NATGAR7;NATGAR8;NATGAR9;Mloyg;Mremg;Mtaxg;Massg;Mcharg;vag;MASSG_D;MCHARG_D;MLOYG_D;MREMG_D;MTAXG_D;PRIXGAR_D
08563;1;1;2;;;1;0;0;0;0;0;0;0;0;564;;;;;5;;;564;;;
08566;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08566;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08567;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08570;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08571;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08572;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08572;2;2;2;;;1;0;0;0;0;0;0;0;0;45;;;;;2;;;45;;;
08573;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08575;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08580;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08580;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08582;1;1;2;;;1;0;0;0;0;0;0;0;0;100;;;;;3;;;100;;;
08583;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08584;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08586;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08590;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08592;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08593;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08594;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08595;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08596;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08598;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08599;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08603;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08607;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08610;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08610;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08612;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08620;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08623;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08625;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08626;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08628;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08632;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08640;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08641;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08643;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08645;1;2;2;;;0;0;0;0;0;0;1;0;0;;;;;360;6;;360;;;;
08645;2;2;2;;;0;0;0;0;0;0;1;0;0;;;;;360;6;;360;;;;
08646;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08649;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08651;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08656;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08658;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08660;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08661;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08663;1;1;2;;;0;0;1;0;0;0;0;0;0;;;130;;;1;;;;;130;
08664;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08667;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08668;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08672;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08679;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08681;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08682;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08683;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08684;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08685;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08687;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08689;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08692;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08693;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08693;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08695;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08696;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08697;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08698;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08699;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08701;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08702;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08703;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08703;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08704;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08707;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08708;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08709;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08710;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08711;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08714;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08716;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08718;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08719;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08720;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08720;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08722;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08723;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08723;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08724;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08728;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08729;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08730;1;1;2;;;1;0;0;0;0;0;0;0;0;1;;;;;3;;;1;;;
08734;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08735;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08740;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08742;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08748;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08751;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08753;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08754;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08756;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08757;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08759;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08761;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08762;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08763;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08763;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08766;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08769;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08770;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08771;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08773;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08773;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08776;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08780;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08782;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08783;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08785;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08785;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08786;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08788;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08790;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08791;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08793;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08795;1;1;1;1;23000;0;0;1;0;0;0;1;0;0;;;116;;90;1;;90;;;116;23000
08797;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08801;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08802;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08804;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08806;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08809;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08810;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08812;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08815;1;1;2;;;1;0;0;0;0;0;0;0;0;180;;;;;2;;;180;;;
08817;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08817;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08820;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08824;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08825;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08828;1;1;2;;;0;0;0;0;0;0;0;1;0;;;;;300;2;;300;;;;
08831;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08833;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08837;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08841;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08843;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08844;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08847;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08850;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08852;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08854;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08856;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08857;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08861;1;1;2;;;1;0;0;0;0;0;0;0;0;348;;;;;4;;;348;;;
08862;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08864;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08867;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08869;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08871;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08873;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08875;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08875;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08878;1;2;2;;;1;0;0;0;0;0;0;0;0;1200;;;;;1;;;1200;;;
08878;2;2;2;;;1;0;0;0;0;0;0;0;0;720;;;;;1;;;720;;;
08879;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08880;1;1;2;;;1;0;0;0;0;0;0;1;0;612;;;;4;5;;4;612;;;
08882;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08883;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08885;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08886;1;1;1;2;;0;1;0;0;0;0;0;0;0;;999999;;;;5;;;;559;;
08889;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08890;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08896;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08897;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08898;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08899;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08900;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08903;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08907;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08910;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08913;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08913;2;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08914;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08917;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08920;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08924;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08924;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
08929;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08934;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08934;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08935;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08936;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08937;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08937;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08941;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08943;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08947;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08950;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08951;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08952;1;2;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08952;2;2;2;;;1;0;0;0;0;0;0;0;0;62;;;;;4;;;62;;;
08953;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08953;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08954;1;1;2;;;0;0;1;0;0;0;0;0;0;;;25;;;6;;;;;25;
08955;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08959;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08961;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08962;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08966;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
08967;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08970;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08976;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08976;2;2;1;1;1;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;1
08979;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08983;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08983;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08984;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08988;1;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08988;2;3;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08988;3;3;1;2;;0;0;1;0;0;0;1;0;0;;;184;;200;4;;200;;;184;
08991;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
08994;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
08995;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
08997;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
08999;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09000;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09007;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09009;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09010;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09011;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09013;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09014;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09015;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09019;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09019;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09020;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09022;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09028;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09028;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09029;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09031;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09032;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09035;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09036;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09038;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09042;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09044;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09046;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09048;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09049;1;1;2;;;1;0;0;0;0;0;0;0;0;480;;;;;5;;;480;;;
09050;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09051;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09052;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09054;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09055;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09057;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09058;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09058;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09059;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09060;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09061;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09062;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09063;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09065;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09066;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09067;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09068;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09069;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09070;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09071;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09075;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09076;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09077;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09078;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09080;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09085;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09094;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09096;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09097;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09099;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09101;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09102;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09103;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09104;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09105;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09105;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09109;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09110;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09111;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09114;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09115;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09116;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09118;1;1;2;;;1;0;0;0;0;0;0;1;0;61;;;;120;5;;120;61;;;
09119;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09123;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;6;;;;;;
09125;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09126;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09127;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09131;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09133;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09134;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09135;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09137;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09138;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;1;;;;;;
09139;1;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09139;2;2;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09142;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09145;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09146;1;1;1;2;;0;0;1;0;0;0;0;0;0;;;76;;;1;;;;;76;
09148;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;4;;;;;;
09151;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09154;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09159;1;1;1;2;;0;0;1;0;0;0;0;0;0;;;500;;;4;;;;;500;
09160;1;1;2;;;0;0;1;0;0;0;0;0;0;;;180;;;2;;;;;180;
09165;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;2;;;;;;
09169;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09171;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09176;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09177;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09179;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;5;;;;;;
09180;1;1;2;;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
09182;1;1;1;2;;0;0;1;0;0;0;0;0;0;;;441;;;2;;;;;441;
09183;1;1;1;2;;0;0;0;0;0;0;0;0;1;;;;;;3;;;;;;
