IDENT_MEN;VAG;NUMVEHAUT;NBVELOO;NBVELO;NB2R;NAUT;Natvelo;Quivelo;Acqvelo;Lieuvelo;Crevelo;Mvelo;Privelo;Nat2r;Pre2r;MARQUE_D;Puiss2r;Frais2r;Rec2r;Lieu2r;Acq2r;Cre2r;Mcre2r;Pri2r;NatAut;PreAut;FraisAut;Mfraisaut;Recaut;Lieuaut;Acqaut;Creaut;Mcreaut;Priaut;FRAIS2R_D;MCRE2R_D;MCREAUT_D;MFRAISAUT_D;MVELO_D;PRI2R_D;PRIVELO_D;PRIAUT_D
08698;5;1;1;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;230;2;;;;;;;;;;;;;;;;230;;;;;;;
08702;2;1;3;1;;;1;3;1;7;2;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;
08710;1;1;1;0;1;;;;;;;;;1;KSR 50 CC;;4;0;1;2;1;2;;2000;;;;;;;;;;;;;;;;2000;;
08715;4;1;;;;1;;;;;;;;;;;;;;;;;;;3;;1;250;2;;;;;;;;;250;;;;
08718;2;1;3;0;1;1;;;;;;;;4;MOTO APRILA;;4;100;2;;;;;;;;;;;;;;;;100;;;;;;;
08718;2;2;3;0;1;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
08719;2;1;2;0;1;;;;;;;;;4;PIAGGIO 125;;2;0;1;3;2;2;;700;;;;;;;;;;;;;;;;700;;
08720;4;1;7;0;;2;;;;;;;;;;;;;;;;;;;3;;1;120;2;;;;;;;;;120;;;;
08720;4;2;7;0;;2;;;;;;;;;;;;;;;;;;;3;;1;3500;2;;;;;;;;;3500;;;;
08723;2;1;3;2;1;;1;3;1;7;2;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;
08723;2;2;3;2;1;;1;4;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
08723;2;3;3;2;1;;;;;;;;;4;SCOOTER PEUGEOT;PEUGEOT - NON SPECIFIE;4;120;2;;;;;;;;;;;;;;;;120;;;;;;;
08726;5;1;3;0;1;1;;;;;;;;3;VELOSOLEX;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
08726;5;2;3;0;1;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
08750;5;1;2;0;1;;;;;;;;;3;103 PEUGOT;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
08766;4;1;2;0;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
08777;3;1;;;1;;;;;;;;;3;MOBYLETTE;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
08782;5;1;;;1;;;;;;;;;1;HONDA CBF 1000;HONDA 1000;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
08790;3;1;2;1;1;;2;2;1;8;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
08790;3;2;2;1;1;;;;;;;;;1;KTM SMT;;1;950;1;2;2;1;156;8600;;;;;;;;;;;950;156;;;;8600;;
08793;3;1;;;;2;;;;;;;;;;;;;;;;;;;5;TRACTEUR;1;500;2;;;;;;;;;500;;;;
08793;3;2;;;;2;;;;;;;;;;;;;;;;;;;5;TRACTEUR;2;;2;;;;;;;;;;;;;
08797;6;1;9;0;1;;;;;;;;;1;MOTO SUSUKI;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
08799;3;1;4;0;1;;;;;;;;;4;PIAGGIO;PIAGGIO - NON SPECIFIE;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
08815;2;1;3;1;;;1;6;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
08821;5;1;2;0;3;;;;;;;;;1;HONDA 1000 CBR F;;1;321;2;;;;;;;;;;;;;;;;321;;;;;;;
08821;5;2;2;0;3;;;;;;;;;1;KAWASAKI 500 KLE;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
08821;5;3;2;0;3;;;;;;;;;1;KAWASAKI ZX9R;;1;740;1;3;2;2;;1750;;;;;;;;;;;740;;;;;1750;;
08824;6;1;1;0;1;;;;;;;;;1;KAWSAKI;;2;0;1;3;2;2;;1600;;;;;;;;;;;;;;;;1600;;
08825;2;1;4;0;1;;;;;;;;;1;HONDA CB1000R;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
08828;2;1;4;2;;;1;2;1;8;2;;499;;;;;;;;;;;;;;;;;;;;;;;;;;;;499;
08828;2;2;4;2;;;1;3;1;4;2;;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;169;
08835;2;1;3;3;;;3;3;1;99;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
08835;2;2;3;3;;;3;5;1;99;2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;
08835;2;3;3;3;;;3;6;1;99;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
08836;1;1;;;1;;;;;;;;;5;K WAY;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
08838;1;1;3;2;;;4;1;1;4;2;;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;179;
08838;1;2;3;2;;;4;2;1;7;2;;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;289;
08839;3;1;3;0;1;;;;;;;;;1;HONDA 600;HONDA 600;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
08852;5;1;3;0;1;;;;;;;;;1;YAMAHA TW;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
08856;5;1;;;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
08859;6;1;3;0;1;;;;;;;;;1;DERBY DRD PRO;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
08860;4;1;;;2;;;;;;;;;3;PEUGEOT 103;PEUGEOT 50;4;120;2;;;;;;;;;;;;;;;;120;;;;;;;
08860;4;2;;;2;;;;;;;;;4;TRAVEL SPIRIT;;4;30;1;3;2;2;;500;;;;;;;;;;;30;;;;;500;;
08861;4;1;4;1;;;3;1;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
08872;4;1;2;0;1;;;;;;;;;1;1000 GTR;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
08875;2;1;3;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
08886;5;1;2;1;;;3;1;1;8;2;;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;
08893;2;1;4;0;;1;;;;;;;;;;;;;;;;;;;2;;1;150;2;;;;;;;;;150;;;;
08895;3;1;2;2;;;7;1;1;8;2;;1600;;;;;;;;;;;;;;;;;;;;;;;;;;;;1600;
08895;3;2;2;2;;;8;2;1;8;2;;1550;;;;;;;;;;;;;;;;;;;;;;;;;;;;1550;
08896;4;1;3;1;;;1;3;2;10;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
08901;5;1;6;0;2;;;;;;;;;1;MBK;MBK - NON SPECIFIE;2;50;2;;;;;;;;;;;;;;;;50;;;;;;;
08901;5;2;6;0;2;;;;;;;;;4;VITO;;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
08907;1;1;3;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
08908;6;1;;;1;;;;;;;;;1;SCOOTER;NON SPECIFIE;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
08911;6;1;5;1;;;1;4;1;7;2;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;
08912;2;1;1;0;1;;;;;;;;;1;SUZIKI;SUZUKI - NON SPECIFIE;2;120;2;;;;;;;;;;;;;;;;120;;;;;;;
08914;3;1;;;;1;;;;;;;;;;;;;;;;;;;5;SCOOTER ELECTRIQUE 3 ROUES;1;29;2;;;;;;;;;29;;;;
08917;4;1;2;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
08924;3;1;4;0;;1;;;;;;;;;;;;;;;;;;;3;;1;500;2;;;;;;;;;500;;;;
08926;5;1;3;3;;;2;1;2;3;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
08926;5;2;3;3;;;3;2;2;9;2;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;
08926;5;3;3;3;;;3;3;2;9;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
08927;2;1;4;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
08936;2;1;3;2;;;4;1;2;3;2;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;
08936;2;2;3;2;;;4;2;2;3;2;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;
08943;1;1;1;0;1;;;;;;;;;1;MOTO SUZUKI 250;;2;236;1;3;2;2;;3000;;;;;;;;;;;236;;;;;3000;;
08953;4;1;3;0;;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
08968;3;1;6;0;1;;;;;;;;;1;675 DAYTONA TRIOMPH;;2;130;2;;;;;;;;;;;;;;;;130;;;;;;;
08974;5;1;4;0;1;;;;;;;;;1;125;125 - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
08975;5;1;3;0;1;;;;;;;;;4;MBK;MBK - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
08976;6;1;1;0;;1;;;;;;;;;;;;;;;;;;;1;;1;400;2;;;;;;;;;400;;;;
08980;1;1;5;0;2;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
08980;1;2;5;0;2;;;;;;;;;4;YAMAH;;3;150;2;;;;;;;;;;;;;;;;150;;;;;;;
08982;2;1;7;2;1;;3;3;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
08982;2;2;7;2;1;;3;4;1;7;2;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;
08982;2;3;7;2;1;;;;;;;;;1;TRIUMPH 600;;2;300;2;;;;;;;;;;;;;;;;300;;;;;;;
08988;4;1;2;0;1;;;;;;;;;4;PEUGEOT KISBEE;;3;0;1;2;1;2;;1200;;;;;;;;;;;;;;;;1200;;
08994;5;1;2;0;1;;;;;;;;;4;PIAGGO;PIAGGIO - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
08997;2;1;5;0;1;1;;;;;;;;1;BMW R1150 R;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
08997;2;2;5;0;1;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
09001;4;1;4;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09008;4;1;2;1;;;1;3;2;10;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
09010;2;1;3;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
09014;5;1;;;1;;;;;;;;;3;OVETO;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
09030;5;1;3;3;;;1;3;2;3;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
09030;5;2;3;3;;;1;4;2;3;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
09030;5;3;3;3;;;2;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09031;4;1;2;0;1;;;;;;;;;1;YAMAHA FZX;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
09038;1;1;5;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09055;6;1;3;0;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
09056;3;1;1;1;;;1;4;1;7;2;;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;
09058;6;1;4;1;;1;1;4;2;3;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
09058;6;2;4;1;;1;;;;;;;;;;;;;;;;;;;2;;2;;1;3;2;2;;4500;;;;;;;;4500
09064;3;1;;;1;;;;;;;;;1;YAMAYA;YAMAHA - NON SPECIFIE;2;0;1;3;2;2;;3000;;;;;;;;;;;;;;;;3000;;
09078;1;1;3;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
09083;5;1;3;2;;1;1;2;1;7;2;;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;
09083;5;2;3;2;;1;1;3;1;7;2;;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;
09083;5;3;3;2;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
09098;5;1;2;0;1;;;;;;;;;5;VELOSOLEX;;4;0;1;3;2;2;;999999;;;;;;;;;;;;;;;;4000;;
09105;4;1;3;0;;1;;;;;;;;;;;;;;;;;;;5;GRANDE REMORQUE;2;;2;;;;;;;;;;;;;
09109;1;1;;;2;;;;;;;;;1;DERBY;DERBI - NON SPECIFIE;4;221;1;3;2;2;;650;;;;;;;;;;;221;;;;;650;;
09109;1;2;;;2;;;;;;;;;4;PIAGGIO ZIP;;4;100;2;;;;;;;;;;;;;;;;100;;;;;;;
09113;2;1;;;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
09117;1;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;999999;2;;;;;;;;;;;;;;;;200;;;;;;;
09124;4;1;2;1;;;2;3;2;10;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
09125;4;1;1;1;;;1;2;1;4;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
09127;5;1;5;0;1;;;;;;;;;4;NEWPATCH;;4;60;2;;;;;;;;;;;;;;;;60;;;;;;;
09128;2;1;3;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09132;3;1;;;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
09140;6;1;;;1;;;;;;;;;4;OVETO;;4;600;2;;;;;;;;;;;;;;;;600;;;;;;;
09146;1;1;3;1;;;3;2;2;10;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
09150;5;1;1;1;;;1;4;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09155;2;1;3;1;;;3;4;1;4;2;;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;109;
09159;4;1;3;2;;;1;4;1;7;2;;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;
09159;4;2;3;2;;;3;2;1;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
09172;5;1;;;1;;;;;;;;;4;NE SAIS PAS;;4;999999;2;;;;;;;;;;;;;;;;140;;;;;;;
09178;5;1;;;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09181;2;1;2;1;;;1;4;1;8;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
09194;4;1;1;0;1;;;;;;;;;4;MBK;MBK - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
09195;5;1;1;1;;;3;2;1;7;2;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;
09202;2;1;;;1;;;;;;;;;1;YAMAHA XG 900;;1;300;2;;;;;;;;;;;;;;;;300;;;;;;;
09203;2;1;1;1;;;2;1;1;7;2;;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;
09204;3;1;;;1;;;;;;;;;1;GS500E;;2;400;2;;;;;;;;;;;;;;;;400;;;;;;;
09205;6;1;4;2;;;1;5;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
09205;6;2;4;2;;;7;2;1;3;2;;1800;;;;;;;;;;;;;;;;;;;;;;;;;;;;1800;
09211;3;1;1;1;;;3;1;2;10;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
09218;1;1;;;1;;;;;;;;;4;125;125 - NON SPECIFIE;3;0;1;3;2;2;;950;;;;;;;;;;;;;;;;950;;
09225;6;1;2;0;2;;;;;;;;;1;DUCATI;DUCATI - NON SPECIFIE;1;0;1;3;2;2;;8000;;;;;;;;;;;;;;;;8000;;
09225;6;2;2;0;2;;;;;;;;;5;QUAD;QUAD - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09227;5;1;3;0;1;;;;;;;;;4;PEUGEOT KISBEE;;3;155;2;;;;;;;;;;;;;;;;155;;;;;;;
09238;4;1;2;2;;;2;1;2;3;2;;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;
09238;4;2;2;2;;;3;2;1;7;2;;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;299;
09250;5;1;2;1;1;;4;1;2;10;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
09250;5;2;2;1;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;1;0;1;3;2;2;;2700;;;;;;;;;;;;;;;;2700;;
09251;1;1;5;0;1;;;;;;;;;4;PIAGGO;PIAGGIO - NON SPECIFIE;2;400;2;;;;;;;;;;;;;;;;400;;;;;;;
09255;3;1;3;1;;;3;4;1;4;2;;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;139;
09257;2;1;2;1;;;3;1;1;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
09267;4;1;;;1;;;;;;;;;1;YAMAHA TW;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
09275;5;1;5;1;;;1;3;2;3;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
09277;4;1;2;0;;1;;;;;;;;;;;;;;;;;;;3;;1;450;2;;;;;;;;;450;;;;
09279;5;1;1;1;;;2;1;2;3;2;;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;
09288;3;1;2;0;2;;;;;;;;;1;HONDA CROSSRUNNER;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
09288;3;2;2;0;2;;;;;;;;;1;HONDA NX700;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09290;6;1;1;0;1;;;;;;;;;1;SUPER TENERE;;1;500;2;;;;;;;;;;;;;;;;500;;;;;;;
09291;3;1;;;;1;;;;;;;;;;;;;;;;;;;5;TRACTEUR;1;100;2;;;;;;;;;100;;;;
09296;1;1;;;1;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;3;0;1;3;2;1;34;850;;;;;;;;;;;;34;;;;850;;
09298;4;1;2;1;1;;3;4;2;10;2;;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;
09298;4;2;2;1;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;1;2;1;1;250;7500;;;;;;;;;;;;250;;;;7500;;
09301;4;1;4;1;;;3;3;1;3;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09302;5;1;;;1;;;;;;;;;5;SOLEX;SOLEX 50;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
09307;3;1;4;2;;;2;2;2;9;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
09307;3;2;4;2;;;8;1;2;9;2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;
09311;6;1;;;1;;;;;;;;;4;PEUGEOT LUDIX;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
09313;3;1;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
09317;1;1;6;3;;;3;3;1;6;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09317;1;2;6;3;;;3;4;1;6;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09317;1;3;6;3;;;3;5;1;6;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09320;2;1;1;1;;;1;2;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
09326;2;1;5;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;164;2;;;;;;;;;;;;;;;;164;;;;;;;
09330;5;1;1;0;1;1;;;;;;;;4;SCOOTER;NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
09330;5;2;1;0;1;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
09334;6;1;3;0;1;;;;;;;;;4;TGB;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09339;4;1;2;1;;;3;3;2;3;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
09354;2;1;4;1;;;1;3;1;7;2;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;
09359;6;1;;;1;;;;;;;;;1;SUZUKI 600;SUZUKI 600;2;200;2;;;;;;;;;;;;;;;;200;;;;;;;
09368;1;1;5;0;1;;;;;;;;;1;MOTO YAMAHA;YAMAHA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
09370;2;1;1;1;;;2;2;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
09372;5;1;;;1;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
09377;2;1;1;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
09381;2;1;1;1;;;1;3;2;10;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
09400;2;1;2;0;1;;;;;;;;;1;HONDA DAX;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
09406;1;1;4;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09411;4;1;1;0;1;;;;;;;;;1;MOTO ZUZIKI;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09418;5;1;2;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09419;2;1;;;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;250;2;;;;;;;;;;;;;;;;250;;;;;;;
09424;5;1;1;0;1;;;;;;;;;1;BETAMOTOR;;3;400;2;;;;;;;;;;;;;;;;400;;;;;;;
09426;2;1;;;1;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;80;2;;;;;;;;;;;;;;;;80;;;;;;;
09435;6;1;1;1;;;3;1;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
09451;6;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
09453;5;1;2;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;1;3;2;2;;24000;;;;;;;;24000
09454;3;1;4;0;1;;;;;;;;;4;SCOOTER MBK;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
09459;4;1;1;0;1;;;;;;;;;1;HONDA 600 HORNET;HONDA 600;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09462;3;1;2;2;;;1;2;1;8;2;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;
09462;3;2;2;2;;;1;4;1;8;2;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;
09463;3;1;1;1;;;1;5;1;4;2;;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;
09468;5;1;;;1;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
09478;2;1;4;0;1;;;;;;;;;1;BMW 650GS;;2;150;1;2;2;2;;8000;;;;;;;;;;;150;;;;;8000;;
09479;5;1;6;2;;;1;1;1;4;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
09479;5;2;6;2;;;2;1;2;10;2;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;
09492;6;1;3;1;;;3;1;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09499;2;1;;;2;;;;;;;;;4;KYCO;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09499;2;2;;;2;;;;;;;;;4;KYCO;;3;0;1;2;1;1;420;1599;;;;;;;;;;;;420;;;;1599;;
09503;3;1;2;0;1;;;;;;;;;1;YAMAHA DT;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09504;4;1;;;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;980;2;;;;;;;;;;;;;;;;980;;;;;;;
09513;1;1;;;1;1;;;;;;;;1;BMW 850;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
09513;1;2;;;1;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
09524;5;1;5;1;;;3;1;1;7;2;;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;290;
09527;6;1;;;1;;;;;;;;;1;MOTOCROSS;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09529;3;1;5;1;;;1;5;1;7;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
09530;4;1;3;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;1;400;2;;;;;;;;;;;;;;;;400;;;;;;;
09533;4;1;1;1;;;2;2;2;3;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
09534;2;1;6;1;2;;3;2;2;10;2;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;
09534;2;2;6;1;2;;;;;;;;;1;MOTO HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09534;2;3;6;1;2;;;;;;;;;1;MOTO HONDA 600;;2;34;2;;;;;;;;;;;;;;;;34;;;;;;;
09537;1;1;2;1;;;5;4;1;7;2;;2300;;;;;;;;;;;;;;;;;;;;;;;;;;;;2300;
09540;2;1;1;0;1;;;;;;;;;1;HUSKVARNA;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
09544;6;1;3;1;;;1;2;1;4;2;;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;
09545;3;1;3;1;;;3;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09555;6;1;;;1;;;;;;;;;3;YAMAHA;YAMAHA - NON SPECIFIE;3;0;1;2;1;2;;2500;;;;;;;;;;;;;;;;2500;;
09561;5;1;;;1;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
09564;3;1;4;2;;;2;1;1;7;2;;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;249;
09564;3;2;4;2;;;2;1;2;10;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
09568;5;1;1;0;;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
09577;6;1;1;1;;;2;1;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
09580;6;1;8;1;;;3;5;1;7;2;;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;350;
09600;3;1;9;2;1;1;1;3;2;10;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
