IDENT_MEN;numordre;NBH1;Hodcharg;Hodaid;Hodsex;Hodan;HODLN01;HODLN02;HODLN03;HODLN04;HODLN05;HODLN06;HODLN07;HODLN08;HODLN09;HODLN10;HODLN11;HODLN12;HODLN13;HODLN14;HODLN15;HODLN16;HODLN17;HODLN18;HODLN19;HODLN20;HodFra;HodMat;Hodco;Hodenf;Hodetu;Hodocc;Hodniv;Hodtra;HodcsA;HodcsE;vag;HODRES7
04215;1;1;1;2;2;1989;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;8;1;5;;4;
04231;21;1;2;1;1;1980;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;8;;;4;6;
04240;1;1;1;2;2;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;4;2;;;5;
04241;1;2;1;2;2;2006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;3;;;;1;
04241;2;2;1;2;2;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;0;;;3;;;;1;
04242;21;4;2;1;2;1980;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;1;2;4;1;5;;5;
04242;22;4;2;1;2;1977;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;99;;;5;5;
04242;23;4;2;1;2;1979;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;5;;;5;5;
04242;24;4;2;1;1;1983;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;6;;;5;5;
04255;1;8;1;2;1;1972;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;7;8;2;;;1;
04255;2;8;1;2;1;1983;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;7;4;1;5;;1;
04270;1;5;1;2;1;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;2;0;;;3;;;;5;
04270;2;5;1;2;1;1985;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;2;7;1;5;;5;
04282;21;6;2;1;2;1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;1;1;5;;;5;1;7
04282;22;6;2;1;2;1976;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;1;5;;;5;1;7
04282;23;6;2;1;2;1981;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;1;1;7;;;5;1;7
04290;1;2;1;2;1;1999;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;4;2;;;2;
04290;2;2;1;2;2;1997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;7;2;;;2;
04304;1;2;1;2;2;1981;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;6;;;5;3;
04306;1;2;1;2;1;1988;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;7;;;5;6;
04318;1;1;1;2;2;1995;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;2;4;1;4;;4;
04321;21;4;2;1;1;1964;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;6;;;5;5;
04322;21;7;2;1;1;1980;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;4;;;5;1;
04322;22;7;2;1;1;1970;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;5;;;5;1;
04322;23;7;2;1;2;1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;7;5;1;5;;1;
04322;24;7;2;1;1;1989;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;7;;;5;1;
04322;25;7;2;1;1;1979;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;5;;;5;1;
04368;1;4;1;2;2;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;4;
04374;1;5;1;2;1;1995;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;4;2;;;5;
04374;2;5;1;2;2;2002;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;;3;3;2;;;5;
04377;1;2;1;2;1;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;1;2;3;2;;;3;7
04377;2;2;1;2;2;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;4;0;;;3;;;;3;7
04392;1;5;1;2;2;1982;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;3;7;2;;;1;
04408;1;2;1;2;1;1995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;4;
04408;2;2;1;2;1;1997;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;4;
04434;1;1;1;2;1;1996;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;4;
04443;1;2;1;2;1;1992;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;1;1;5;;;6;6;
04450;1;2;1;1;1;1991;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;8;2;;;5;
04450;21;2;1;1;1;1983;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;1;1;8;;;3;5;
04459;21;3;2;1;2;1978;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;8;;;5;2;
04483;1;2;1;2;2;1999;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;2;3;4;2;;;4;7
04488;1;3;1;2;2;1995;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;7;2;;;5;
04488;2;3;1;2;1;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;7;2;;;5;
04495;1;2;1;2;1;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;3;;;;2;
04495;2;2;1;2;2;2001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;;3;4;2;;;2;
04498;1;3;1;2;1;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4;0;;;3;;;;5;
04498;2;3;1;2;2;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;2;3;3;2;;;5;
04498;3;3;1;2;2;2006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4;;;;3;;;;5;
04507;21;3;2;1;1;1990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;5;;;2;3;
04509;1;3;1;2;1;2001;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;;3;4;2;;;2;
04509;2;3;1;2;2;2006;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;3;;;;2;
04521;1;2;1;2;1;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;2;3;4;2;;;5;
04521;2;2;1;2;1;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;1;5;;5;
04524;1;2;1;2;2;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;1;;;;3;
04524;2;2;1;2;2;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;3;
04535;1;1;1;2;2;1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;3;0;2;3;7;2;;;1;
04542;1;2;1;2;2;1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;8;;;5;1;
04544;1;4;1;2;1;1987;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;4;;;5;3;
04544;2;4;1;2;1;1981;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;4;1;5;;3;
04549;1;2;1;2;1;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;4;;;5;5;
04573;1;5;1;2;1;1988;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;4;;;5;4;
04592;1;2;1;2;2;1996;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;7;2;;;6;
04592;2;2;1;2;2;2000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;6;2;;;6;
04596;1;2;1;2;2;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;2;
04596;2;2;1;2;2;1991;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;2;5;1;5;;2;
04616;1;3;1;2;9;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;9;;;;9;;;;1;
04616;2;3;1;2;8;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;9;;;;9;;;;1;
04616;3;3;1;2;9;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;9;;;;9;;;;1;
04617;1;1;1;2;2;1997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;2;3;4;2;;;5;7
04619;1;3;1;2;1;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;5;
04621;1;3;1;2;2;1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;2;3;8;2;;;3;3
04621;2;3;1;2;1;1991;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;8;1;5;;3;
04638;1;4;1;2;1;1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;4;2;;;1;
04648;1;2;1;2;1;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;;;;;3;
04648;2;2;1;2;1;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;0;;;;3;
04653;1;4;1;2;2;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4;0;;;3;;;;2;
04658;21;7;2;1;1;1977;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;5;1;1;7;;;5;5;
04658;22;7;2;1;2;1991;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;2;6;2;;;5;
04662;1;1;1;2;2;2006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;3;
04674;1;1;1;2;1;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;1;
04676;21;1;2;1;2;1964;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;1;1;8;;;3;3;
04683;1;1;1;1;1;1991;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;2;3;7;2;;;5;
04683;21;1;1;1;1;1991;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;2;3;7;2;;;5;
04686;1;4;1;2;2;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;1;
04687;1;2;1;2;1;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;3;;;;;;;;1;6
04687;2;2;1;2;2;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;3;;;;1;;;;1;6
04696;1;3;1;2;2;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;1;;;;5;
04696;2;3;1;2;2;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;5;
04708;1;2;1;2;2;1998;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;5;2;;;1;
04712;1;2;1;2;2;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;1;4;;;5;6;
04712;2;2;1;2;1;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;0;;;3;;;;6;
04727;1;4;1;2;2;1999;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;2;3;6;2;;;1;
04727;2;4;1;2;1;1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;2;3;7;2;;;1;
04727;3;4;1;2;2;1989;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;1;
04731;1;1;1;2;2;1996;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;3;
04732;1;1;1;2;2;1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;7;2;;;2;
04763;1;1;1;2;1;1989;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;6;;;6;6;
04772;1;3;1;2;1;1967;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;1;4;;;2;4;
04773;1;1;1;2;2;1990;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;3;8;1;5;;5;
04775;1;3;1;2;1;1997;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;2;3;5;2;;;1;6
04781;21;3;2;1;1;1962;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;3;;;5;5;
04785;1;2;1;2;2;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;8;2;;;4;
04785;2;2;1;2;1;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;6;2;;;4;
04794;1;3;1;1;2;1991;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;2;3;5;2;;;1;
04794;2;3;1;1;2;1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;2;3;7;2;;;1;
04794;3;3;1;1;2;1989;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;2;3;7;2;;;1;
04794;21;3;1;1;2;1992;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;7;;;5;1;
04823;1;2;1;2;1;1995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;1;
04828;1;1;1;2;9;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;5;
04851;1;1;1;2;1;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;2;7;2;;;3;
04857;1;1;1;2;1;1993;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;8;2;;;3;
04861;1;2;1;2;2;1994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;1;5;;1;
04861;2;2;1;2;1;1991;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;1;0;2;3;8;2;;;1;
04862;1;2;1;2;1;2012;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;4;;;;2;;;;6;6
04862;2;2;1;2;1;2013;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;4;;;;2;;;;6;6
04898;1;3;1;2;1;1982;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;1;9;4;;;;1;
04898;2;3;1;2;1;1985;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;2;4;1;5;;1;
04898;3;3;1;2;2;1990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;6;4;2;;;1;
04900;1;2;1;2;2;1974;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;4;;;5;6;
04900;2;2;1;2;2;1986;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;4;;;5;6;
04901;1;2;1;2;1;1953;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;1;1;4;;;4;1;
04906;1;1;1;2;1;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;4;2;;;1;
04917;1;4;1;2;2;2006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;6;
04917;2;4;1;2;1;2007;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;6;
04919;1;5;1;1;2;1966;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;5;1;2;5;1;5;;3;
04919;21;5;1;1;1;1965;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;4;;;3;3;
04923;1;3;1;2;1;1985;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;2;6;1;5;;2;
04923;2;3;1;2;2;1983;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;9;;;5;2;
04923;3;3;1;2;1;1990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;9;2;9;2;;;2;
04929;21;4;2;1;1;1978;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;5;;;5;6;
04940;1;1;1;2;1;2001;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;4;2;;;6;
04943;1;1;1;2;1;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;2;3;2;;;5;
04952;1;2;1;2;1;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;6;
04952;2;2;1;2;2;2015;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;0;;;;6;
04966;1;3;1;2;1;2006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;2;;;;5;
04966;2;3;1;2;1;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;0;;;3;;;;5;
04966;3;3;1;2;2;2002;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;;3;3;2;;;5;
04988;1;6;1;2;2;1986;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;4;1;6;4;1;6;;5;
04991;21;8;2;1;2;1988;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;4;1;1;5;;;5;2;
04991;22;8;2;1;2;1986;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;5;;;5;2;
04991;23;8;2;1;2;1976;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;8;;;5;2;
04997;1;3;1;2;1;1949;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;5;3;;5;;2;
04997;2;3;1;2;1;1965;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;;;2;2;
04997;3;3;1;2;1;1970;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;2;3;1;5;;2;
05003;1;3;1;2;1;1985;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;1;7;;;5;1;
05013;1;3;1;2;1;1963;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;7;2;1;6;;1;
05018;1;2;1;2;2;1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;8;2;;;4;
05018;2;2;1;2;2;1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;8;2;;;4;
05028;1;3;1;2;2;1996;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;4;
05037;1;1;1;2;1;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;0;;;3;;;;6;
05048;1;2;1;2;2;1995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;8;2;;;6;
05048;2;2;1;2;2;1997;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;6;
05056;1;4;1;2;1;1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;2;4;2;;;1;
05056;2;4;1;2;1;2001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;;3;3;2;;;1;
05056;3;4;1;2;2;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;4;2;;;1;
05056;4;4;1;2;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;1;;;;1;
05062;21;5;2;1;2;1981;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;6;5;2;;;1;
05062;22;5;2;1;2;1985;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;2;5;1;5;;1;
05062;23;5;2;1;2;1978;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;1;1;3;;;5;1;
05062;24;5;2;1;2;1988;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;6;5;2;;;1;
05076;21;2;2;1;1;1990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;2;;;5;2;
05076;22;2;2;1;1;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;5;;;5;2;
05099;1;1;1;2;2;1989;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;9;0;9;9;9;;;;1;7
05103;1;1;1;2;1;1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;2;3;7;2;;;2;
05113;1;6;1;2;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;4;;;;2;;;;1;6
05113;2;6;1;2;1;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;4;0;;;3;;;;1;6
05113;3;6;1;2;1;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;2;3;3;2;;;1;6
05113;4;6;1;2;2;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;4;;;;2;;;;1;6
05113;5;6;1;2;2;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;4;;;;2;;;;1;6
05140;1;1;1;2;2;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;0;;;;6;
05148;1;3;1;2;2;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;2;4;2;;;2;
05164;1;1;1;2;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;1;;;;2;
05179;1;2;1;2;1;2001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;;3;3;2;;;1;7
05180;1;3;1;2;1;2016;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;0;;;;2;
05180;2;3;1;2;2;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4;;;;2;;;;2;
05180;3;3;1;2;1;2017;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;;;;;;;;2;
05199;1;2;1;2;1;1982;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;2;3;8;2;;;1;
05203;21;2;2;1;2;1977;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;1;1;4;;;2;1;
05203;22;2;2;1;2;1971;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;8;;;4;1;
05214;1;1;1;2;2;1976;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;7;;;4;1;
05231;1;2;1;2;2;1995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;3;7;2;;;5;
