Ratio salaire horaire / Smic,Travailleur non pauvre,Travailleur pauvre
1.6440795221222455,0.20055590255873001,0.6844129386630706
1.6499493077407639,0.19689014554191836,0.6809792910078194
1.6558190933592825,0.1932719479737179,0.677537554028953
1.6616888789778008,0.18971240934950015,0.6740836598918684
1.6675586645963192,0.18620956822777912,0.670613027404046
1.6734284502148375,0.18275888794503997,0.6671209427006793
1.6792982358333561,0.1793610525929828,0.6636029168199915
1.6851680214518745,0.17601657018583272,0.660055011122891
1.6910378070703929,0.172729872023311,0.6564689260139197
1.6969075926889112,0.16950867371227907,0.6528471311662171
1.7027773783074298,0.16634080064900247,0.6491904739861154
1.7086471639259482,0.16322575188691205,0.6455003646480801
1.7145169495444665,0.16016289510749931,0.6417794088865852
1.720386735162985,0.15715147181208855,0.6380313164946408
1.7262565207815035,0.15420334004614017,0.6342607832194374
1.7321263064000219,0.15130549617746103,0.6304733513041257
1.7379960920185402,0.1484550254465392,0.6266750808027827
1.7438658776370586,0.14565070334731509,0.6228757482507532
1.7497356632555772,0.14289127726381823,0.6190824837301624
1.7556054488740955,0.14018176072650135,0.6153023195066111
1.761475234492614,0.1375198508162027,0.6115420571401096
1.7673450201111323,0.13489806671639884,0.6078080858477812
1.7732148057296506,0.13231527901634252,0.6041061981469449
1.7790845913481692,0.1297704204029095,0.6004418645168873
1.7849543769666876,0.1272639344795719,0.5968257020352108
1.790824162585206,0.1248022552456163,0.5932536483149814
1.7966939482037243,0.12237532257071529,0.5897260372372217
1.8025637338222429,0.11998262671769201,0.5862416552025668
1.8084335194407613,0.11762376905577768,0.5827977264675489
1.8143033050592796,0.11529846322076481,0.5793899534504059
1.820173090677798,0.11301412084489933,0.5760126143778198
1.8260428762963166,0.11076567397173402,0.5726590817828608
1.831912661914835,0.10855107526764834,0.5693207853120308
1.8377824475333533,0.10637072941851235,0.5659855512895503
1.8436522331518717,0.1042251411433117,0.5626446433257523
1.8495220187703902,0.10211913188775108,0.5592898647863652
1.8553918043889086,0.10005632334669995,0.5559139357899375
1.861261590007427,0.09803120249797365,0.5525108348717211
1.8671313756259453,0.09604472378175331,0.549076094651976
1.873001161244464,0.09409787744637313,0.5456055596197714
1.8788709468629823,0.09219187648416931,0.5420962449436676
1.8847407324815006,0.09034030941984603,0.538555192927542
1.890610518100019,0.08853232280179364,0.5349868183790341
1.8964803037185376,0.08676888371380446,0.531396960355511
1.902350089337056,0.08505090806688292,0.5277925486989368
1.9082198749555743,0.0833792554008369,0.524181233471562
1.9140896605740927,0.08176387934883282,0.5205709890015517
1.9199594461926113,0.0802017591101354,0.5169707610252073
1.9258292318111296,0.07868827129791736,0.5133904256721368
1.931699017429648,0.07722369503052877,0.5098344336707925
1.9375688030481664,0.07580818760293932,0.5063068334127435
1.943438588666685,0.07444565322874246,0.5028101151902965
1.9493083742852033,0.07314245224958243,0.49934517117984656
1.9551781599037217,0.07188739601127668,0.4959113236957739
1.96104794552224,0.07067980307630292,0.4925064187374672
1.9669177311407584,0.06951885221757764,0.4891284250148167
1.972787516759277,0.06840358290639544,0.48577151221750015
1.9786573023777954,0.06734403976933359,0.48242770858385
1.9845270879963137,0.0663278629759651,0.4790912973933247
1.990396873614832,0.06535204421857564,0.47575675811566254
1.9962666592333507,0.06441484693476866,0.4724190496898016
2.002136444851869,0.0635144288723897,0.4690738669298138
2.0080062304703876,0.0626536828059571,0.4657178645348566
2.013876016088906,0.061828751047379005,0.46234761326143725
2.0197458017074243,0.061032492614018545,0.45896277021281295
2.0256155873259427,0.06026260979280055,0.45556579836483185
2.031485372944461,0.05951676921599985,0.4521593820624415
2.0373551585629794,0.058793396884672826,0.4487473113996254
2.043224944181498,0.05809276818820345,0.44533430220784
2.049094729800016,0.05740709522854004,0.441925781447442
2.054964515418535,0.056734086951322316,0.43852764290724666
2.0608343010370533,0.05607151035142323,0.435148556541055
2.0667040866555717,0.055417196725789805,0.4317951101001239
2.07257387227409,0.05476971817370154,0.42847115246633144
2.0784436578926084,0.05412535952246052,0.4251806416164725
2.084313443511127,0.05348213033205928,0.4219263800218742
2.090183229129645,0.05283856242875438,0.4187098682535236
2.0960530147481635,0.05219333969784976,0.4155312037650565
2.1019228003666823,0.05154481817148909,0.4123890274860781
2.1077925859852007,0.050891467293374175,0.4092838741260676
2.113662371603719,0.050233395583765564,0.4062072961731851
2.1195321572222374,0.0495703722401395,0.4031516021355246
2.125401942840756,0.04890234945985045,0.4001098631160428
2.131271728459274,0.04822942982404289,0.3970746498886531
2.1371415140777925,0.04755105335736191,0.394038319606311
2.143011299696311,0.04686945932894784,0.3909933115355704
2.1488810853148292,0.0461856149357981,0.38793244554406553
2.154750870933348,0.04550060950749028,0.3848451784363654
2.1606206565518664,0.044815647400382616,0.3817279188215828
2.1664904421703848,0.04413278253706063,0.37857822038237077
2.172360227788903,0.04345414434499052,0.3753944713760887
2.1782300134074215,0.04278107998583658,0.372176660799134
2.18409979902594,0.04211511348551337,0.368926385032739
2.1899695846444582,0.04145775622420032,0.3656468047161398
2.1958393702629766,0.04081150625646441,0.3623425526939059
2.2017091558814954,0.04018009721033225,0.3590182972058908
2.2075789415000138,0.039562532275855274,0.35568553857707375
2.213448727118532,0.03895989627498374,0.35235278925030716
2.2193185127370505,0.038373158588953786,0.34902859814805065
2.225188298355569,0.03780316916872659,0.34572154816171885
2.2310580839740872,0.03725553153081373,0.34244001956928
2.2369278695926056,0.03672661077040258,0.3391919781675082
2.242797655211124,0.03621607480172835,0.3359848594271871
