IDENT_MEN;VAG;NBVAC;NUMSEJ;Paysej;SITUSJ1;SITUSJ2;SITUSJ3;SITUSJ4;SITUSJ5;Motifsej;QUISEJ01;QUISEJ02;QUISEJ03;QUISEJ04;QUISEJ05;QUISEJ06;QUISEJ07;QUISEJ08;QUISEJ09;QUISEJ10;QUISEJ11;QUISEJ12;QUISEJ13;QUISEJ14;QUISEJ15;QUISEJ16;QUISEJ17;QUISEJ18;QUISEJ19;QUISEJ20;Dursej;Forfait;TYPFORF1;TYPFORF2;TYPFORF3;TYPFORF4;TYPFORF5;TYPFORF6;TYPFORF7;TYPFORF8;Preforf;Mforfait;Trforf;Trans;Mtrans;Trtrans;Heber;Mheber;Trheber;Repas;Mrepas;Trrepas;Alimdo;Malimdo;Tralimdo;Lois;Mlois;Trlois;Aut;Natsej;Maut;Traut;TRSEJOUR;MALIMDO_D;MAUT_D;MFORFAIT_D;MHEBER_D;MLOIS_D;MREPAS_D;MTRANS_D;TRSEJOUR_D
09216;3;4;1;3;0;0;1;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;150;;2;;;1;150;;1;50;;1;50;;2;;;;;50;;;;50;150;150;
09216;3;4;2;3;0;0;1;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1250
09216;3;4;3;3;0;0;1;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;250
09216;3;4;4;2;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;11;;;;;;;;3580
09217;2;3;1;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;1;0;;1100;;1;40;;2;;;2;;;2;;;2;;;2;;;;;;;1100;;;;40;
09217;2;3;2;2;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;2600
09217;2;3;3;2;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;1750
09218;1;1;1;3;0;0;0;1;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;;;;1;150;;1;220;;1;400;;2;;;1;999999;5;1;CADEAUX;250;;;;250;;220;470;400;150;
09219;2;1;1;1;0;0;1;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;1;0;0;0;0;0;;200;;1;100;;1;0;;1;50;;1;999999;3;1;20;;2;;;;;220;;200;;20;50;100;
09220;3;2;1;1;1;0;0;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;35;;2;;;1;50;;2;;;1;100;;2;;;;;;;;;100;50;35;
09220;3;2;2;1;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;228
09225;6;1;1;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;;;;1;250;;1;430;;1;400;;1;50;;1;50;;1;SOUVENIRS;50;;;50;50;;430;50;400;250;
09226;6;1;1;2;0;0;0;1;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;;;;2;;;1;700;;1;999999;3;2;;;1;999999;3;2;;;;;;;;700;210;200;;
09227;5;1;1;1;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;200;;1;400;;1;200;;1;230;;1;93;;1;SOUVENIRS CARTES POSTALES CADEAUX;140;;;230;140;;400;93;200;200;
09230;4;5;1;1;0;1;0;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;300;;1;380;;1;250;;1;200;;2;;;1;VIN;50;;;200;50;;380;;250;300;
09230;4;5;2;3;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;798
09230;4;5;3;1;1;0;0;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1420
09230;4;5;4;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;
09230;4;5;5;1;1;0;0;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1460
09231;6;1;1;1;0;0;1;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;0;;999999;7;2;;;2;;;2;;;2;;;2;;;2;;;;;;;1060;;;;;
09233;5;1;1;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;;;;1;999999;1;1;590;;1;999999;1;1;999999;2;2;;;1;SOUVENIRS;999999;3;;160;100;;590;;30;50;
09234;3;1;1;3;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;;;;1;500;;2;;;1;150;;1;100;;1;70;;2;;;;;100;;;;70;150;500;
09236;1;1;1;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1;0;1;1;0;1;0;0;;2400;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;2400;;;;;
09238;4;3;1;1;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;1;1;0;1;0;0;;210;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;210;;;;;
09238;4;3;2;1;0;0;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;280
09238;4;3;3;1;0;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;200
09239;2;3;1;1;1;0;1;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;;0;0;0;0;0;0;0;0;;;;1;150;;2;;;2;;;1;480;;2;;;2;;;;;480;;;;;;150;
09239;2;3;2;1;1;0;1;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1270
09239;2;3;3;3;1;0;0;1;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1300
09242;3;3;1;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;40;;2;;;1;50;;1;15;;2;;;1;PARFUM CREME;200;;;15;200;;;;50;40;
09242;3;3;2;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;290
09242;3;3;3;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;11;;;;;;;;3000
09244;3;1;1;3;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;;;;1;49;;2;;;1;999999;3;2;;;1;999999;1;2;;;;;;;;;50;220;49;
09245;3;3;1;3;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;2;0;0;0;0;0;0;0;0;;;;2;;;2;;;1;0;;1;1550;;2;;;2;;;;;1550;;;;;;;
09245;3;3;2;3;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;650
09245;3;3;3;2;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;730
09249;1;2;1;1;1;1;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;;;;2;;;2;;;1;90;;1;10;;2;;;2;;;;;10;;;;;90;;
09249;1;2;2;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;60
09250;5;1;1;3;1;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;1;0;;790;;1;40;;2;;;2;;;2;;;2;;;1;SOUVENIR;300;;;;300;790;;;;40;
09251;1;2;1;3;1;0;0;0;0;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;500;;1;1300;;1;400;;1;500;;1;300;;2;;;;;500;;;1300;300;400;500;
09251;1;2;2;1;0;1;0;0;0;5;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;1950
09253;1;1;1;1;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;1;0;0;0;0;0;;300;;1;30;;2;;;1;70;;2;;;1;100;;2;;;;;;;300;;100;70;30;
09254;4;3;1;3;0;0;0;1;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;1;1;0;0;0;0;;500;;2;;;2;;;2;;;1;100;;2;;;2;;;;;100;;500;;;;;
09254;4;3;2;3;0;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;355
09254;4;3;3;3;0;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;355
09255;3;2;1;3;0;0;0;1;0;5;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;;;;1;100;;1;300;;1;300;;1;100;;2;;;1;SOIN DU CORPS;120;;;100;120;;300;;300;100;
09255;3;2;2;2;1;0;0;0;0;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;70
09258;2;1;1;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;;;;1;3200;;1;200;;1;120;;2;;;1;40;;1;VETEMENTS OBJET;150;;;;150;;200;40;120;3200;
09259;6;1;1;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;;;;2;;;2;;;1;150;;1;150;;1;20;;2;;;;;150;;;;20;150;;
09260;1;2;1;1;1;0;0;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;50;;1;400;;1;200;;1;150;;1;100;;2;;;;;150;;;400;100;200;50;
09260;1;2;2;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;470
09263;3;2;1;1;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;1;1;0;1;0;0;;340;;2;;;2;;;2;;;2;;;2;;;1;SOUVENIRS;20;;;;20;340;;;;;
09263;3;2;2;3;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1100
09266;4;4;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;;;;1;93;;2;;;2;;;2;;;2;;;1;PRODUITS DU TERROIR;20;;;;20;;;;;93;
09266;4;4;2;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;160
09266;4;4;3;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;160
09266;4;4;4;1;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;300
09271;3;1;1;1;1;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;40;;1;400;;1;200;;1;100;;1;150;;1;SOUVENIR;100;;;100;100;;400;150;200;40;
09272;4;2;1;3;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0;0;0;0;0;;;;1;250;;2;;;2;;;2;;;2;;;1;VETEMENTS ET SOUVENIRS PRODUITS COSMETIQUES;500;;;;500;;;;;250;
09272;4;2;2;3;1;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;680
09273;6;2;1;3;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;0;;3000;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;3000;;;;;
09273;6;2;2;1;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;580
09275;5;1;1;1;1;1;0;1;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;;;;1;40;;1;150;;1;80;;1;120;;2;;;2;;;;;120;;;150;;80;40;
09277;4;2;1;3;0;0;0;0;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;1;1;1;1;0;1;0;0;;1700;;2;;;2;;;2;;;2;;;1;45;;1;SOUVENIRS;100;;;;100;1700;;45;;;
09277;4;2;2;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;11;;;;;;;;8450
09279;5;4;1;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;;;;1;1000;;1;280;;1;210;;2;;;1;80;;1;PRODUIT LOCAL;100;;;;100;;280;80;210;1000;
09279;5;4;2;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;490
09279;5;4;3;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;435
09279;5;4;4;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1030
09281;1;1;1;1;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;;;;1;120;;2;;;1;70;;1;50;;2;;;1;PISCINE GONFLABLE;15;;;50;15;;;;70;120;
09282;5;1;1;1;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;2;;;2;;;2;;;1;30;;2;;;2;;;;;30;;;;;;;
09283;2;3;1;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;1;0;1;0;1;0;0;0;;4000;;1;10;;2;;;2;;;1;50;;1;200;;1;A COTES (SOUVENIRS ETC);100;;;50;100;4000;;200;;10;
09283;2;3;2;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;30
09283;2;3;3;3;1;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;284
09284;5;1;1;3;0;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;;;;1;200;;2;;;2;;;2;;;2;;;1;BIJOUX;999999;1;;;10;;;;;200;
09285;3;2;1;3;0;0;0;1;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;2;0;0;0;0;0;0;0;0;;;;1;560;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;560;
09285;3;2;2;3;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;980
09288;3;3;1;2;1;1;0;1;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;1;1;1;0;0;0;0;0;;2900;;1;200;;2;;;1;70;;1;300;;1;50;;1;CARTE POSTALE PRODUITS DU TERROIR;500;;;300;500;2900;;50;70;200;
09288;3;3;2;1;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;790
09288;3;3;3;1;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;800
09289;6;5;1;1;1;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2;0;0;0;0;0;0;0;0;;;;1;2000;;2;;;1;999999;5;1;400;;1;30;;2;;;;;400;;;;30;470;2000;
09289;6;5;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;300
09289;6;5;3;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;360
09289;6;5;4;1;0;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;2500
09289;6;5;5;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;260
09290;6;1;1;1;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;0;0;0;0;0;0;0;0;;;;1;1150;;2;;;1;200;;1;200;;2;;;1;PRODUITS DU TERROIR;300;;;200;300;;;;200;1150;
09291;3;3;1;1;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;;;;1;100;;2;;;2;;;2;;;2;;;1;OBSEQUES;150;;;;150;;;;;100;
09291;3;3;2;1;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;330
09291;3;3;3;2;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1150
09293;5;4;1;1;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;1;1;0;0;0;0;;999999;2;1;999999;2;2;;;1;90;;2;;;2;;;2;;;;;;;160;;;90;120;
09293;5;4;2;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;570
09293;5;4;3;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;350
09293;5;4;4;3;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;430
09294;4;7;1;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;0;0;0;0;0;0;0;;;;1;143;;2;;;1;100;;1;200;;1;50;;1;CADEAUX;46;;;200;46;;;50;100;143;
09294;4;7;2;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;230
09294;4;7;3;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;680
09294;4;7;4;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;230
09294;4;7;5;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1220
09299;3;2;1;1;0;0;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;100;;2;;;2;;;1;60;;2;;;2;;;;;60;;;;;;100;
09299;3;2;2;1;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;200
09300;2;1;1;2;0;0;0;1;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;;;;1;999999;8;2;;;2;;;1;999999;5;2;;;2;;;;;410;;;;;;1620;
09301;4;6;1;1;0;1;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;;;;1;300;;1;600;;1;200;;2;;;1;400;;2;;;;;;;;600;400;200;300;
09301;4;6;2;3;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;970
09301;4;6;3;1;0;0;1;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1370
09301;4;6;4;1;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1130
09301;4;6;5;1;0;0;1;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;680
09303;4;1;1;1;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;2;0;0;0;0;0;0;0;0;;;;1;1000;;2;;;2;;;1;300;;2;;;2;;;;;300;;;;;;1000;
09304;5;4;1;1;0;0;1;1;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;20;;1;110;;1;70;;1;100;;2;;;2;;;;;100;;;110;;70;20;
09304;5;4;2;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;330
09304;5;4;3;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1450
09304;5;4;4;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;420
09307;3;1;1;3;0;0;0;1;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;;;;1;360;;2;;;1;800;;1;100;;2;;;1;SOUVENIRS;50;;;100;50;;;;800;360;
