IDENT_MEN;VAG;NBVAC;NUMSEJ;Paysej;SITUSJ1;SITUSJ2;SITUSJ3;SITUSJ4;SITUSJ5;Motifsej;QUISEJ01;QUISEJ02;QUISEJ03;QUISEJ04;QUISEJ05;QUISEJ06;QUISEJ07;QUISEJ08;QUISEJ09;QUISEJ10;QUISEJ11;QUISEJ12;QUISEJ13;QUISEJ14;QUISEJ15;QUISEJ16;QUISEJ17;QUISEJ18;QUISEJ19;QUISEJ20;Dursej;Forfait;TYPFORF1;TYPFORF2;TYPFORF3;TYPFORF4;TYPFORF5;TYPFORF6;TYPFORF7;TYPFORF8;Preforf;Mforfait;Trforf;Trans;Mtrans;Trtrans;Heber;Mheber;Trheber;Repas;Mrepas;Trrepas;Alimdo;Malimdo;Tralimdo;Lois;Mlois;Trlois;Aut;Natsej;Maut;Traut;TRSEJOUR;MALIMDO_D;MAUT_D;MFORFAIT_D;MHEBER_D;MLOIS_D;MREPAS_D;MTRANS_D;TRSEJOUR_D
00866;1;4;2;1;1;0;0;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;2150
00866;1;4;3;1;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;230
00866;1;4;4;1;0;0;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;220
00868;1;1;1;3;1;0;0;0;0;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;1;0;;3800;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;3800;;;;;
00870;2;10;1;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;0;0;0;0;0;0;0;0;;;;2;;;1;30;;1;50;;1;50;;2;;;1;SOUVENIRS;20;;;50;20;;30;;50;;
00870;2;10;2;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;250
00870;2;10;3;1;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;20
00870;2;10;4;3;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;190
00870;2;10;5;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;325
00872;4;1;1;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;0;1;1;0;1;0;0;;999999;8;2;;;2;;;2;;;2;;;2;;;1;SOUVENIRS;100;;;;100;1760;;;;;
00873;5;2;1;3;0;0;0;1;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;1;1;0;1;1;0;;800;;1;3;;2;;;1;999999;1;2;;;2;;;2;;;;;;;800;;;80;3;
00873;5;2;2;1;0;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;745
00875;3;3;1;1;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;;;;1;340;;2;;;1;60;;2;;;2;;;2;;;;;;;;;;60;340;
00875;3;3;2;1;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;410
00875;3;3;3;1;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;450
00876;2;3;1;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;0;0;0;0;0;0;0;0;;;;1;1100;;1;2000;;1;1000;;1;500;;2;;;2;;;;;500;;;2000;;1000;1100;
00876;2;3;2;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;1500
00876;2;3;3;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1100
00878;2;3;1;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;66;;2;;;1;67;;2;;;2;;;2;;;;;;;;;;67;66;
00878;2;3;2;1;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;11;;;;;;;;3900
00878;2;3;3;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;60
00882;6;1;1;1;1;1;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;0;0;0;0;0;0;0;0;;;;1;2400;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;2400;
00886;3;6;1;1;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;0;1;1;0;1;0;0;;615;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;615;;;;;
00886;3;6;2;3;1;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;700
00886;3;6;3;1;1;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;730
00886;3;6;4;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;370
00886;3;6;5;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;450
00892;3;4;1;3;1;1;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;0;0;0;0;0;0;0;0;;;;1;1500;;1;200;;1;35;;1;200;;1;300;;1;LOCATION VAN;200;;;200;200;;200;300;35;1500;
00892;3;4;2;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;700
00892;3;4;3;1;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;680
00892;3;4;4;3;0;0;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1100
00896;2;8;1;1;0;0;1;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;1;1;1;1;0;1;0;0;;285;;2;;;2;;;2;;;2;;;2;;;1;PRODUITS DU TERROIR;999999;2;;;40;285;;;;;
00896;2;8;2;1;0;0;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;65
00896;2;8;3;3;0;1;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;2041
00896;2;8;4;3;0;0;0;1;0;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1450
00896;2;8;5;1;0;0;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;
00899;1;3;1;3;0;1;0;0;0;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;;;;1;920;;1;1000;;1;150;;1;999999;3;1;400;;1;SOUVENIRS;120;;;290;120;;1000;400;150;920;
00899;1;3;2;1;0;1;0;0;0;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;1660
00899;1;3;3;3;1;0;0;0;0;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;11;;;;;;;;17140
00904;1;1;1;1;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;;;;1;160;;1;150;;2;;;1;999999;1;1;320;;1;BONNET;30;;;70;30;;150;320;;160;
00905;6;2;1;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;0;;1300;;1;42;;2;;;2;;;2;;;1;80;;1;SOUVENIRS;50;;;;50;1300;;80;;42;
00905;6;2;2;2;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;1060
00906;1;2;1;1;0;1;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;2;;;2;;;2;;;1;60;;2;;;2;;;;;60;;;;;;;
00906;1;2;2;3;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;420
00907;5;1;1;1;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;80;;1;500;;1;300;;1;50;;2;;;1;SOUVENIRS;100;;;50;100;;500;;300;80;
00908;1;3;1;1;1;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;60;;2;;;2;;;1;50;;2;;;2;;;;;50;;;;;;60;
00908;1;3;2;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;40
00908;1;3;3;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;79
00909;2;2;1;1;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;;0;0;0;0;0;0;0;0;;;;1;140;;2;;;2;;;1;200;;2;;;2;;;;;200;;;;;;140;
00909;2;2;2;1;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;300
00912;6;4;1;1;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;;;;2;;;2;;;2;;;1;999999;1;2;;;2;;;;;50;;;;;;;
00912;6;4;2;1;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;88
00912;6;4;3;1;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;88
00912;6;4;4;1;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;88
00915;5;1;1;3;1;0;0;0;0;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;0;0;0;0;0;0;0;0;;;;1;999999;2;1;1600;;1;999999;5;1;999999;2;1;999999;2;2;;;;;160;;;1600;190;460;190;
00916;1;4;1;1;1;0;0;0;0;5;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;0;0;1;0;0;0;0;0;;2600;;1;200;;2;;;1;700;;1;400;;2;;;2;;;;;400;;2600;;;700;200;
00916;1;4;2;1;1;0;0;0;0;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;120
00916;1;4;3;1;1;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;;;;;;;;92
00916;1;4;4;1;1;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;120
00917;1;3;1;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;;;;1;300;;1;600;;1;150;;1;50;;2;;;1;PRODUITS DU TERROIR;50;;;50;50;;600;;150;300;
00917;1;3;2;1;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;350
00917;1;3;3;1;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;116
00918;2;4;1;3;0;0;1;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;0;0;0;0;0;0;0;0;;;;1;999999;7;1;999999;2;1;240;;1;200;;1;200;;1;PRODUITS TERROIR /PARMESAN /SAUCISSON JAMBON PARME;400;;;200;400;;140;200;240;1170;
00918;2;4;2;3;1;0;1;1;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;2410
00918;2;4;3;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;740
00918;2;4;4;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;400
00919;5;3;1;1;0;1;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;;;;1;200;;2;;;2;;;1;20;;2;;;2;;;;;20;;;;;;200;
00919;5;3;2;1;0;1;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;160
00919;5;3;3;1;0;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;11;;;;;;;;3180
00920;3;2;1;3;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;1;0;;5000;;2;;;2;;;2;;;2;;;1;250;;2;;;;;;;5000;;250;;;
00920;3;2;2;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;2750
00923;6;1;1;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;1;1;1;0;1;0;0;;900;;2;;;2;;;2;;;2;;;1;25;;1;PARKING ET SOIREE;85;;;;85;900;;25;;;
00924;1;1;1;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;;;;1;500;;1;200;;1;150;;1;100;;1;150;;1;CHAUSSURES;150;;;100;150;;200;150;150;500;
00926;4;5;1;1;0;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;;;;1;40;;1;90;;2;;;1;40;;1;259;;2;;;;;40;;;90;259;;40;
00926;4;5;2;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;11;;;;;;;;3500
00926;4;5;3;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;520
00926;4;5;4;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;340
00926;4;5;5;3;1;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;860
00927;6;1;1;3;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;999999;2;1;999999;6;1;999999;2;1;999999;3;1;999999;3;1;ACHAT SANGRIA CHORIZO JAMBON;999999;3;;240;70;;600;210;200;140;
00929;3;2;1;3;0;0;0;1;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;;;;1;200;;1;200;;2;;;2;;;2;;;2;;;;;;;;200;;;200;
00929;3;2;2;1;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8;;;;;;;;630
00932;4;2;1;1;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;;;;1;80;;2;;;2;;;1;100;;2;;;2;;;;;100;;;;;;80;
00932;4;2;2;1;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;120
00934;2;2;1;1;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;0;0;0;0;0;0;0;0;;;;1;70;;2;;;2;;;1;999999;1;1;999999;1;2;;;;;70;;;;80;;70;
00934;2;2;2;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;
00936;6;6;1;1;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;;;;1;140;;1;400;;1;500;;1;100;;2;;;1;CARTE POSTALE;3;;;100;3;;400;;500;140;
00936;6;6;2;1;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;512
00936;6;6;3;1;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;820
00936;6;6;4;1;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;425
00936;6;6;5;3;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;11;;;;;;;;4724
00937;3;1;1;2;0;0;0;1;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;0;0;0;0;0;0;0;0;;;;1;1590;;2;;;2;;;2;;;1;1200;;2;;;;;;;;;1200;;1590;
00938;2;3;1;1;0;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;;;;1;50;;2;;;1;150;;1;100;;1;35;;2;;;;;100;;;;35;150;50;
00938;2;3;2;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;;;;;150
00938;2;3;3;3;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;435
00939;6;1;1;1;1;0;0;0;0;5;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;;;;1;200;;1;650;;1;360;;1;100;;1;30;;1;GLACE ET CARTE POSTALE;60;;;100;60;;650;30;360;200;
00940;3;1;1;1;0;0;1;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;;;;1;300;;1;1500;;1;200;;1;200;;1;150;;2;;;;;200;;;1500;150;200;300;
00941;1;4;1;1;1;0;0;0;0;5;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;1;0;0;1;0;0;;400;;1;120;;2;;;1;200;;1;150;;1;50;;2;;;;;150;;400;;50;200;120;
00941;1;4;2;1;0;0;1;0;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;360
00941;1;4;3;3;0;0;0;1;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;1540
00941;1;4;4;1;0;0;1;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;5;;;;;;;;214
00945;4;1;1;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;
00946;2;1;1;2;1;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;0;0;0;0;0;0;0;0;;;;1;680;;2;;;1;150;;2;;;1;150;;2;;;;;;;;;150;150;680;
00948;3;4;1;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;;;;1;999999;1;1;225;;1;999999;1;2;;;2;;;1;PRODUITS DU TERROIR;999999;3;;;50;;225;;80;20;
00948;3;4;2;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;49
00948;3;4;3;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;49
00948;3;4;4;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;49
00951;4;3;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;;;;2;;;2;;;2;;;2;;;1;100;;2;;;;;;;;;100;;;
00951;4;3;2;1;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;884
00951;4;3;3;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;7;;;;;;;;410
00954;5;3;1;3;0;0;0;1;0;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;;;;1;1100;;1;650;;1;300;;2;;;1;800;;2;;;;;;;;650;800;300;1100;
00954;5;3;2;3;1;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;9;;;;;;;;880
00954;5;3;3;3;1;0;1;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;10;;;;;;;;1755
00956;6;1;1;1;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;0;;50;;1;15;;2;;;1;5;;2;;;2;;;1;LIVRES;10;;;;10;50;;;5;15;
00961;1;1;1;1;1;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;0;0;0;0;0;0;0;0;;;;1;400;;2;;;1;400;;1;1000;;1;500;;1;BOUEE LIVRE COLORIAGE ETC;250;;;1000;250;;;500;400;400;
