IDENT_MEN;numbd;BNAT_PROD;BDCOD;NAT_PROD_A;NACHA_PROD;BDNEUF_PROD;BDCRED_PROD;BDLIEU_PROD;BDPRIX_PROD;BDPRIX_PRODRECUP;BDPRIX_PROD_D;BDOFFR_PROD;vag
00155;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;4;1;3;7;30;;30;;1
00155;3;POULLALIER;408;;;1;3;7;200;;200;;1
00155;4;TRANSAT BEBE;412;;;1;3;7;150;;150;;1
00155;5;LIT POUR BEBE;412;;;2;3;10;35;;35;;1
00155;6;TABLE A LANGER;412;;;2;3;10;60;;60;;1
00157;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;1;7;279;;279;;5
00157;2;Lave-linge, lave-linge séchant;103;;1;1;1;7;240;;240;;5
00157;3;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;20;;20;;5
00157;4;Cuiseur, friteuse, autocuiseur;113;;1;1;3;7;40;;40;;5
00157;5;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;160;;160;;5
00157;6;TABLES ET CHAISES;401;;;1;1;7;120;;120;;5
00157;7;CANAPE;403;;;1;1;7;600;;600;;5
00157;8;BIBLIOTHEQUE;404;;;1;1;7;40;;40;;5
00157;9;LIT;405;;;1;1;7;700;;700;;5
00157;10;SOMMIER MATELAS;406;;;1;1;7;0;;;;5
00159;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;550;;550;;1
00160;1;Fer à repasser, centrale à vapeur;119;;1;1;3;2;999999;375;375;;5
00160;2;Radio, radio-réveil;207;;1;1;3;6;999999;999999;30;;5
00160;3;SALON DE JARDIN;408;;;1;3;8;649;;649;;5
00161;1;Téléphone portable;215;;1;1;3;4;150;;150;4;3
00161;2;MATELAS;406;;;1;3;8;800;;800;;3
00161;3;MATELAS;406;;;1;3;8;600;;600;;3
00161;4;MATELAS;406;;;1;3;8;600;;600;;3
00162;1;Radio, radio-réveil;207;;1;1;3;3;30;;30;;4
00162;2;Camescope numérique;232;;1;1;3;3;300;;300;;4
00162;3;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;140;;140;;4
00163;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;3;150;;150;;6
00163;2;Radio, radio-réveil;207;;1;1;3;7;30;;30;;6
00163;3;Téléphone portable;215;;1;1;3;8;0;;450;3;6
00163;4;CLIC CLAC;403;;;1;3;3;450;;;;6
00164;1;CHAISES;401;;;1;3;3;80;;80;;1
00166;1;MATELAS;406;;;1;3;7;449;;449;;1
00167;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;4;450;;450;;4
00167;2;Téléphone portable;215;;1;1;3;3;700;;700;3;4
00168;1;Téléphone portable;215;;2;1;3;8;240;;240;3;1
00168;2;CANAPE;403;;;1;3;8;1600;;1600;;1
00169;1;Sèche-linge indépendant;104;;1;1;3;7;200;;200;;3
00169;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;400;;400;;3
00169;3;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;70;;70;;3
00169;4;Téléviseur, combiné télé magnétoscope/DVD;201;;2;1;3;7;350;;350;;3
00169;5;Radio, radio-réveil;207;;1;1;3;7;30;;30;;3
00169;6;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;200;;200;;3
00169;7;ETAGERES;404;;;1;3;7;350;;350;;3
00169;8;MEUBLE VASQUE;407;;;1;3;7;400;;400;;3
00169;9;CANAPE DE JARDIN;408;;;1;3;7;900;;900;;3
00170;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;999999;;60;;3
00170;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;1700;;1700;;3
00170;3;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;7;399;;399;;3
00170;4;CHAISES;401;;;1;3;7;280;;280;;3
00171;1;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;SOURIS;1;1;3;4;70;;70;;4
00171;2;Tondeuse à gazon;301;;1;1;3;7;380;;380;;4
00171;3;TABLE A MANGER;401;;;1;1;3;1400;;1400;;4
00171;4;CANAPE;403;;;1;3;7;500;;500;;4
00171;5;BUREAU;410;;;1;3;7;200;;200;;4
00172;1;Cartouche d'imprimante;219;;4;1;3;4;35;;35;;1
00173;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;8;30;;30;;3
00173;2;robots, mixeurs, hachoirs,balance alimentaire, couteau électrique;116;;1;1;3;8;60;;60;;3
00173;3;Téléphone portable;215;;30;1;3;8;19;;19;;3
00173;4;Téléphone fixe;216;;;1;3;8;30;;30;;3
00174;1;Imprimante ou scanner;217;;1;1;2;8;440;;440;;2
00175;1;Congélateur indépendant;102;;1;1;3;7;400;;400;;3
00177;1;Lave-vaisselle;105;;1;1;3;7;330;;330;;5
00177;2;Téléphone portable;215;;1;1;3;8;80;;80;3;5
00177;3;Autoradio;244;;1;1;3;6;56;;56;;5
00177;4;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;6;57;;57;;5
00177;5;ARMOIRE;405;;;1;3;6;190;;190;;5
00180;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;4;540;;540;;5
00181;1;Lave-vaisselle;105;;1;1;3;7;399;;399;;3
00181;2;Cartouche d'imprimante;219;;2;1;3;4;29;;29;;3
00184;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;600;;600;;1
00184;2;Lave-linge, lave-linge séchant;103;;1;1;3;8;500;;500;;1
00184;3;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;160;;160;;1
00184;4;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;100;;100;;1
00184;5;Carafe filtrante, fontaine à eau, tireuse ou fabrique à glaçon;117;;1;1;3;4;30;;30;;1
00184;6;Fer à repasser, centrale à vapeur;119;;1;1;3;3;120;;120;;1
00184;7;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;5;2;3;8;220;;220;;1
00184;8;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;10;;10;;1
00184;9;CANAPE;403;;;1;3;8;1200;;1200;;1
00184;10;CANAPE;403;;;1;3;8;700;;700;;1
00184;11;MEUBLE TV;404;;;1;3;8;100;;100;;1
00184;12;CHAISE LONGUE;408;;;1;3;7;30;;30;;1
00184;13;ETAGERE;411;;;1;3;6;60;;60;;1
00184;14;TABLE A LANGER;412;;;1;3;6;160;;160;;1
00184;15;LIT ENFANT;412;;;2;3;10;40;;40;;1
00184;16;MATELAS ENFANT;412;;;1;3;3;60;;60;;1
00186;1;Lave-linge, lave-linge séchant;103;;1;1;3;4;220;;220;;6
00186;2;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;70;;70;;6
00186;3;Téléphone portable;215;;1;1;3;8;150;;150;1;6
00187;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;350;;350;;4
00187;2;Téléphone portable;215;;1;1;3;8;100;;100;3;4
00187;3;CHAMBRE;413;;;1;3;1;550;;550;;4
00188;1;Fer à repasser, centrale à vapeur;119;;1;1;1;7;99;;99;;1
00188;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;2;7;600;;600;;1
00188;3;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;1;7;150;;150;;1
00189;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;4;299;;299;;5
00190;1;Lave-linge, lave-linge séchant;103;;1;1;3;8;499;;499;;4
00190;2;Téléphone portable;215;;1;1;3;4;289;;289;3;4
00193;1;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;999999;;120;;4
00193;2;FAUTEUIL;403;;;1;3;7;700;;700;;4
00195;1;Console de jeux vidéo de salon ou portable;206;;1;2;3;10;80;;80;;6
00195;2;Téléphone portable;215;;1;1;3;6;270;;270;4;6
00199;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;8;489;;489;;3
00199;2;Tondeuse à gazon;301;;1;1;3;8;629;;629;;3
00199;3;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;8;849;;849;;3
00199;4;LIT ET MATELAS;405;;;1;3;8;860;;860;;3
00201;1;CHAISE;408;;;2;3;9;10;;10;;4
00202;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;200;;200;;2
00202;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;30;;30;;2
00202;3;Cartouche d'imprimante;219;;4;1;3;9;2;;2;;2
00202;4;TABLE;401;;;2;3;10;45;;45;;2
00202;5;CANAPE;403;;;2;3;10;200;;200;;2
00202;6;BUREAU;405;;;2;3;10;15;;15;;2
00202;7;ELEMENTS DE CUISINE;407;;;2;3;10;150;;150;;2
00202;8;ETAGERES;411;;;1;3;7;20;;20;;2
00205;1;Machine à pain, yaourtière, sorbetière ou confiturier;115;;1;1;3;7;40;;40;;3
00205;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;7;65;;65;;3
00205;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;350;;350;;3
00205;4;Téléphone portable;215;;2;1;3;7;250;;250;3;3
00205;5;Cartouche d'imprimante;219;;1;1;3;4;16;;16;;3
00205;6;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;2;1;3;7;249;;249;;3
00205;7;CANAPE;403;;;2;3;10;150;;150;;3
00205;8;TRANSAT;408;;;1;3;7;150;;150;;3
00205;9;MEUBLE DE RANGEMETN;410;;;1;3;4;82;;82;;3
00206;1;Congélateur indépendant;102;;1;1;3;8;190;;190;;6
00206;2;MATELAS;406;;;1;3;8;40;;40;;6
00206;3;LIT;406;;;1;3;10;100;;100;;6
00208;1;Tablette PC;214;;1;1;3;4;500;;500;;6
00208;2;MATELAS;406;;;1;3;8;1000;;1000;;6
00211;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;450;;450;;6
00211;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;200;;200;;6
00211;3;MATELAS;406;;;1;3;8;1500;;1500;;6
00213;1;CANAPE;403;;;1;3;6;900;;900;;1
00216;1;Téléphone portable;215;;;1;3;8;20;;20;;5
00217;1;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;8;69;;69;;6
00217;2;MEUBLES DE JARDIN;408;;;1;3;4;450;;450;;6
00221;1;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;2;3;3;200;;200;;1
00221;2;Micro-ordinateur portable;212;;1;1;3;3;350;;350;;1
00221;3;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLEF USB;2;1;3;4;10;;10;;1
00222;1;Carafe filtrante, fontaine à eau, tireuse ou fabrique à glaçon;117;;1;1;3;4;25;;25;;1
00222;2;Imprimante ou scanner;217;;1;1;3;7;109;;109;;1
00222;3;Disque dur externe;218;;1;1;3;3;150;;150;;1
00222;4;Cartouche d'imprimante;219;;1;1;3;3;11;;11;;1
00222;5;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE;1;1;3;3;150;;150;;1
00222;6;MATELAS;406;;;1;3;3;230;;230;;1
00223;1;Lave-vaisselle;105;;1;1;3;7;450;;450;;1
00223;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;8;70;;70;;1
00223;3;Tondeuse à gazon;301;;1;1;3;7;360;;360;;1
00223;4;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;250;;250;;1
00223;5;LIT;405;;;1;3;7;330;;330;;1
00223;6;MATELAS ET SOMMIER;406;;;1;3;7;220;;220;;1
00223;7;SALON DE JARDIN;408;;;1;3;7;560;;560;;1
00223;8;JACUZZI GONFLABLE;408;;;1;3;7;200;;200;;1
00223;9;ABRI DE JARDIN;408;;;1;3;7;670;;670;;1
00224;1;Lave-vaisselle;105;;1;1;3;7;565;;565;;1
00224;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;4;45;;45;;1
00224;3;Cuiseur, friteuse, autocuiseur;113;;1;1;3;3;79;;79;;1
00224;4;Téléphone portable;215;;1;1;3;7;170;;170;3;1
00225;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;200;;200;;1
00225;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;200;;200;;1
00225;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;400;;400;;1
00225;4;Téléphone portable;215;;1;1;3;8;193;;193;4;1
00225;5;Tondeuse à gazon;301;;1;1;3;7;70;;70;;1
00225;6;MEUBLE DE SALLE DE BAIN;407;;;2;3;10;150;;150;;1
00225;7;MEUBLE DE SALLE DE BAIN;407;;;1;3;7;300;;300;;1
00225;8;SALON DE JARDIN;408;;;1;3;3;550;;550;;1
00226;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;250;;250;;5
00226;2;MATELAS;406;;;1;3;8;250;;250;;5
00227;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;599;;599;;5
00227;2;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;549;;549;;5
00227;3;SALON;403;;;1;3;7;599;;599;;5
00228;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;950;;950;;5
00228;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;850;;850;;5
00228;3;Téléphone portable;215;;1;1;3;8;290;;290;3;5
00231;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;2800;;2800;;1
00231;2;Téléphone portable;215;;2;2;3;3;100;;100;4;1
00231;3;MEUBLE CHAMBRE FILLE;405;;;1;3;7;300;;300;;1
00231;4;LITERIE POUR FILLE;406;;;1;3;6;360;;360;;1
00231;5;barbecue de jardin;409;;;1;3;7;160;;160;;1
00232;1;Téléviseur, combiné télé magnétoscope/DVD;201;;2;1;3;7;600;;600;;1
00232;2;Ecran;220;;1;1;3;7;150;;150;;1
00232;3;Appareil photo numérique;231;;1;1;3;8;300;;300;;1
00232;4;ARMOIRE;405;;;2;3;9;90;;90;;1
00232;5;SALON DE JARDIN;408;;;1;3;7;250;;250;;1
00233;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;450;;450;;1
00233;2;Lave-linge, lave-linge séchant;103;;1;1;3;4;400;;400;;1
00233;3;Téléphone portable;215;;1;1;3;4;19;;19;4;1
00233;4;Cartouche d'imprimante;219;;1;1;3;4;30;;30;;1
00233;5;Appareil photo numérique;231;;1;1;3;4;75;;75;;1
00233;6;Nettoyeur haute pression (ex : karcher );304;;1;1;3;4;85;;85;;1
00236;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;1000;;1000;;5
00236;2;Téléphone portable;215;;1;1;3;8;450;;450;4;5
00236;3;Disque dur externe;218;;1;1;3;7;100;;100;;5
00236;4;Appareil photo numérique;231;;1;1;3;7;1300;;1300;;5
00236;5;Cadre numérique;235;;1;1;3;3;70;;70;;5
00236;6;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;4;400;;400;;5
00236;7;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;2;1;3;3;100;;100;;5
00237;1;Téléphone portable;215;;1;1;3;8;169;;169;3;1
00239;1;Téléphone portable;215;;1;2;3;10;350;;350;4;3
00239;2;TABLE SALON DE JARDIN;408;;;1;3;4;130;;130;;3
00240;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;8;150;;150;;3
00240;2;Cartouche d'imprimante;219;;4;1;3;4;20;;20;;3
00242;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;4;500;;500;;4
00243;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;129;;129;;2
00244;1;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;4;59;;59;;1
00244;2;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;79;;79;;1
00244;3;LIT SUPERPOSE;405;;;1;3;7;149;;149;;1
00245;1;CANAPE;403;;;1;3;8;990;;990;;1
00246;1;Téléphone portable;215;;;2;3;10;30;;30;;2
00247;1;Micro-ordinateur portable;212;;1;1;3;7;500;;500;;5
00248;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;399;;399;;3
00248;2;Téléphone portable;215;;1;1;3;7;100;;100;4;3
00248;3;CHAISES;403;;;1;3;7;149;;149;;3
00249;1;Téléphone portable;215;;1;1;3;6;30;;30;4;6
00249;2;TABLE DE SALON DE JARDIN;408;;;1;3;4;10;;10;;6
00250;1;Congélateur indépendant;102;;1;1;3;7;700;;700;;4
00250;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;600;;600;;4
00250;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;6;1400;;1400;;4
00251;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;4;12;;12;;5
00252;1;Four à micro-ondes;107;;1;1;3;7;149;;149;;2
00252;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;2;1;3;4;79;;79;;2
00252;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;589;;589;;2
00252;4;MEUBLE A CHAUSSURE;414;;;1;3;7;210;;210;;2
00253;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;249;;249;;4
00257;1;Téléphone portable;215;;1;1;3;7;569;;569;4;5
00257;2;CHAISES DE SALLA A MANGER;401;;;1;3;8;640;;640;;5
00258;1;Téléphone portable;215;;1;1;3;3;200;;200;4;1
00258;2;Imprimante ou scanner;217;;1;1;3;4;60;;60;;1
00260;1;Appareil photo numérique;231;;1;1;3;7;674;;674;;5
00261;1;Téléphone portable;215;;1;1;3;8;110;;110;4;3
00261;2;Nettoyeur haute pression (ex : karcher );304;;1;1;3;8;500;;500;;3
00262;1;Fer à repasser, centrale à vapeur;119;;1;1;3;7;130;;130;;3
00262;2;Console de jeux vidéo de salon ou portable;206;;1;2;3;8;240;;240;;3
00262;3;Téléphone portable;215;;1;1;3;4;50;;50;4;3
00263;1;Téléphone portable;215;;1;1;3;8;70;;70;3;5
00264;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;3;270;;270;;4
00264;2;MEUBLE TELE;404;;;1;3;9;160;;160;;4
00264;3;LIT ENFANT;405;;;2;3;10;20;;20;;4
00265;1;Parabole;204;;1;1;3;7;250;;250;;2
00265;2;Disque dur externe;218;;1;1;3;3;5;;5;;2
00265;3;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;SOURIS CLAVIER;1;1;3;3;50;;50;;2
00265;4;ARMOIRE DE JARDIN;408;;;1;3;7;90;;90;;2
00265;5;barbecue de jardin;409;;;1;3;4;250;;250;;2
00268;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;300;;300;;1
00268;2;Téléphone portable;215;;1;1;3;4;50;;50;4;1
00268;3;CANAPE;403;;;1;3;7;700;;700;;1
00268;4;MEUBLE A CHAUSSURES;414;;;1;3;6;20;;20;;1
00268;5;PORTE MANTEAU;414;;;1;3;7;0;;;;1
00269;1;Four à micro-ondes;107;;1;1;3;4;90;;90;;1
00270;1;Micro-ordinateur portable;212;;1;1;3;3;450;;450;;6
00270;2;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;999999;300;300;;6
00271;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;1460;;1460;;4
00271;2;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;10;1200;;1200;;4
00272;1;Congélateur indépendant;102;;1;1;3;7;400;;400;;6
00272;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;400;;400;;6
00272;3;Téléphone portable;215;;1;1;3;8;200;;200;3;6
00273;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;999999;189;189;;2
00276;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;299;;299;;4
00276;2;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;6;90;;90;;4
00277;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;399;;399;;3
00277;2;Congélateur indépendant;102;;1;2;3;10;400;;400;;3
00277;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;299;;299;;3
00277;4;Console de jeux vidéo de salon ou portable;206;;1;2;3;8;90;;90;;3
00277;5;Micro-ordinateur portable;212;;1;2;3;8;359;;359;;3
00277;6;Téléphone portable;215;;1;2;3;3;218;;218;4;3
00277;7;Autoradio;244;;1;1;3;7;50;;50;;3
00277;8;LIT;405;;;2;3;10;150;;150;;3
00278;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;299;;299;;3
00278;2;Lave-vaisselle;105;;1;1;3;7;299;;299;;3
00278;3;Micro-ordinateur portable;212;;1;1;3;7;999;;999;;3
00278;4;Cartouche d'imprimante;219;;2;1;3;8;59;;59;;3
00278;5;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;2;1;3;7;49;;49;;3
00278;6;CHIFFONNIER;405;;;2;3;10;90;;90;;3
00278;7;CHAISES;408;;;1;3;6;30;;30;;3
00278;8;barbecue de jardin;409;;;1;3;8;139;;139;;3
00278;9;BUREAU;410;;;2;3;10;40;;40;;3
00284;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;300;;300;;4
00284;2;CANAPE CONVERTIBLE;403;;;1;1;7;469;;469;;4
00286;1;LIT DE BEBE;412;;;2;3;3;80;;80;;6
00286;2;CHAISE HAUTE;412;;;2;3;3;60;;60;;6
00286;3;SIEGE BEBE;412;;;2;3;3;100;;100;;6
00287;1;Téléphone portable;215;;1;1;3;2;136;;136;4;4
00288;1;Cuiseur, friteuse, autocuiseur;113;;1;1;3;3;390;;390;;6
00288;2;Imprimante ou scanner;217;;1;1;3;3;350;;350;;6
00288;3;Cartouche d'imprimante;219;;25;1;3;3;8;;8;;6
00288;4;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLAVIER;1;1;3;4;10;;10;;6
00288;5;TABLE DE CUISINE;401;;;1;3;2;159;;159;;6
00288;6;ETAGERE;411;;;2;3;7;99;;99;;6
00290;1;MEUBLE CHAUSSSURE;414;;;1;3;3;23;;23;;3
00294;1;Congélateur indépendant;102;;1;1;3;7;300;;300;;1
00294;2;Lave-vaisselle;105;;1;1;3;7;409;;409;;1
00295;1;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;10;600;;600;;3
00295;2;MEUBLE CHAUSSURE;414;;;1;3;7;30;;30;;3
00296;1;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;4;39;;39;;3
00296;2;Chaîne HI-FI complète, mini-chaîne, éléments de chaine HI-FI;205;;1;1;3;8;180;;180;;3
00296;3;Console de jeux vidéo de salon ou portable;206;;1;1;3;8;390;;390;;3
00296;4;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;7;80;;80;;3
00296;5;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;180;;180;;3
00296;6;LIT;405;;;1;1;7;2000;;2000;;3
00297;1;Lave-vaisselle;105;;1;1;3;7;450;;450;;6
00297;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;450;;450;;6
00297;3;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;299;;299;;6
00297;4;ARMOIRE;405;;;1;3;7;375;;375;;6
00297;5;ETAGERE;405;;;1;3;7;210;;210;;6
00299;1;SALON DE JARDIN;408;;;1;3;6;750;;750;;1
00300;1;Lave-linge, lave-linge séchant;103;;1;1;2;7;600;;600;;5
00300;2;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;2;7;550;;550;;5
00300;3;Four à micro-ondes;107;;1;1;3;6;180;;180;;5
00300;4;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;2;8;800;;800;;5
00300;5;FAUTEUIL;403;;;1;1;8;1800;;1800;;5
00300;6;TABLE A REPASSER;410;;;1;3;6;49;;49;;5
00300;7;MEUBLE DE TV;410;;;1;3;7;150;;150;;5
00301;1;Tablette PC;214;;1;1;3;7;160;;160;;3
00302;1;Téléphone fixe;216;;1;1;3;4;20;;20;;3
00302;2;FAUTEUIL;403;;;1;3;7;478;;478;;3
00303;1;Cartouche d'imprimante;219;;1;1;3;7;30;;30;;5
00304;1;Four à micro-ondes;107;;1;1;3;7;99;;99;;5
00304;2;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;100;;100;;5
00304;3;Autre(s) appareil(s) électroménager(s);122;2 VENTILATEURS;2;1;3;7;104;;104;;5
00304;4;Tablette PC;214;;1;1;3;7;200;;200;;5
00304;5;Imprimante ou scanner;217;;1;1;3;4;60;;60;;5
00304;6;Cartouche d'imprimante;219;;1;1;3;4;25;;25;;5
00304;7;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;8;260;;260;;5
00304;8;CHAISES DE JARDIN ENFANT;408;;;1;3;6;8;;8;;5
00305;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;800;;800;;3
00305;2;Console de jeux vidéo de salon ou portable;206;;1;2;3;9;45;;45;;3
00305;3;Micro-ordinateur de bureau;211;;1;2;3;9;50;;50;;3
00306;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;500;;500;;6
00306;2;Home cinéma, installation complète;202;;1;1;3;3;1200;;1200;;6
00306;3;MATELAS;406;;;1;3;7;1000;;1000;;6
00307;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;300;;300;;5
00307;2;Téléphone portable;215;;1;1;3;8;129;;129;1;5
00307;3;Tondeuse à gazon;301;;1;1;3;7;400;;400;;5
00308;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;350;;350;;1
00308;2;Téléphone portable;215;;1;1;3;4;300;;300;4;1
00308;3;SOMMIER;405;;;1;3;8;300;;300;;1
